subject_number,FromM1_ToM4,FromM1_ToM3,FromM1_ToM2,FromM1_ToM5,FromM4_ToM1,FromM4_ToM3,FromM4_ToM2,FromM4_ToM5,FromM3_ToM1,FromM3_ToM4,FromM3_ToM2,FromM3_ToM5,FromM2_ToM1,FromM2_ToM4,FromM2_ToM3,FromM2_ToM5,FromM5_ToM1,FromM5_ToM4,FromM5_ToM3,FromM5_ToM2
S12,1.059136327,0.960413565,1.308168846,0.715312583,1.040201508,1.035836688,0.885915933,1.122155331,0.933669986,0.995168472,0.819433682,1.222009463,1.011531486,1.078159918,1.112214762,0.750218672,1.126968217,0.812573838,1.134614267,0.931579296
S13,1.007618161,1.185575818,0.899660163,0.921816447,1.015081179,1.086755802,0.813670926,1.106277112,1.178170382,0.964313588,0.97938133,0.926309982,0.943449359,0.879585915,1.066013467,1.063975513,0.782716384,0.90620038,1.210337448,1.013518584
S14,0.804026959,1.102649007,1.057144875,0.87329096,0.890676949,1.145788604,0.826575115,1.265023024,0.932683462,1.075166071,1.080521479,0.873418775,1.288674386,1.12669331,0.913003743,0.912678024,0.875914324,0.97720334,1.154045992,1.02679082
S15,1.13955643,1.068528898,1.180141264,0.658093992,0.866566663,1.185204525,0.873131616,0.906410915,0.829607909,0.872378527,1.077376468,1.171694871,1.162094307,0.888452862,1.033819927,1.139039755,0.987202292,1.084443534,1.149135212,0.818596018
S16,0.917768822,1.080442591,0.901697205,1.064307004,0.890177217,1.240694349,0.752864686,1.115126567,0.943395675,0.874124737,1.279918872,0.964766096,1.201156397,0.807546553,1.020824495,0.804834037,0.664048328,1.312616126,1.206267423,0.90482699
S17,0.951912431,1.112205463,0.910524398,0.887379779,0.817381805,1.193862016,0.855893983,0.947609203,0.946125247,0.92387471,1.099355213,0.974991644,0.818275317,0.805794694,1.257327864,1.017702541,1.060260315,1.604611899,0.956157197,0.818583334
S18,0.846738488,1.178498586,0.788163174,1.048862109,0.912582584,1.043872313,1.064936903,1.114370634,0.991490891,0.925093925,1.080727927,0.990762667,0.881961434,1.115128073,1.182782647,0.988170935,0.842893831,1.207265913,1.059139202,0.830706686
S19,1.019779891,1.125733792,1.007767165,0.780978093,1.030785842,1.173926926,1.057776906,0.924469194,1.185843001,0.71640556,0.893983811,1.121013183,1.013974152,1.079296431,1.143778703,0.884639808,1.008150149,1.16848915,0.818156699,1.059630549
S20,0.786222457,0.966786277,1.334825729,0.928778472,0.770171582,1.362655703,0.648592744,1.051247494,1.056720628,1.06637474,0.952414046,1.023589453,0.846488961,0.901741947,1.161128934,1.005637473,0.979850124,1.107463133,0.966274974,1.028572088
S21,0.694688567,1.210983992,0.971837609,1.065040945,0.845659056,1.230897286,0.89777994,0.953330693,1.120569541,1.034075055,0.969496192,0.893513248,0.70866,0.734587257,1.411432223,0.815162726,0.903566513,1.291901119,1.098989109,0.583900601
S22,0.952752912,1.024208222,1.142016619,0.905235768,0.868956958,1.090435811,0.800360145,1.361302419,1.159180722,0.977827042,0.958812034,0.796340032,0.935836269,1.03557265,1.190545507,0.808222869,1.03007272,0.941682453,1.079797318,1.14063096
S23,0.990653703,1.163182578,0.971301894,0.872345303,1.17479415,0.952870225,0.916791508,1.111992544,0.967114901,0.808310325,0.98600972,1.179744326,0.877204492,0.878377356,1.241333273,0.830314401,1.065667774,1.098313832,1.042391146,0.97540198
S24,0.776291777,1.045660571,1.275213351,0.710449541,0.773436913,1.133970887,0.797835124,1.155684262,0.877423122,1.172777157,0.925214465,1.066056009,1.095476659,0.880087169,1.157353189,0.920745172,0.925229925,1.228318936,1.105342925,0.798237281
S25,0.806871638,1.068113677,1.123415421,0.968245965,0.996266802,1.13725659,0.910998783,1.055920102,1.180181085,0.914342776,1.128581017,0.836522657,1.188503766,0.8720782,0.838691182,1.065870557,0.511594358,1.380816333,1.281998406,0.848169712
S26,0.948459571,1.086412805,1.016355188,0.790622613,0.96049661,1.138919232,0.821452128,1.184040398,1.052641678,0.83616396,1.203449692,0.982972443,0.940192866,0.886874438,1.247566197,0.680926211,1.197239649,1.331431094,0.873752194,0.77848289
S27,0.733693765,1.456858059,0.836411149,0.765652281,0.91291271,0.916401634,0.98249832,1.308969137,0.937664145,0.992044651,1.174425022,0.873239154,1.065870816,0.832747808,1.094263506,1.13871858,0.870180551,1.37471441,1.015977307,0.826328818
S28,0.689660082,1.253981843,0.97719465,1.065903051,0.89001445,1.175393643,0.807869875,1.049060272,1.0627313,1.154932149,0.938232477,0.90151815,0.930393667,1.004831671,1.192657338,0.988282426,0.777739294,1.207449915,0.935104306,0.878246667
S29,0.698953858,1.200788438,1.393643838,0.822244606,0.728959464,1.072208472,0.828532014,1.272370493,0.91351957,1.053238213,0.868647841,1.118724423,1.666589982,1.120534369,1.215828234,0.341755067,0.749636909,0.962221603,1.306441966,0.568028875
S30,0.854504737,1.221415329,0.789980114,1.053478386,0.896877937,1.138889248,1.021231401,0.91234005,0.855309359,1.210508804,1.138514955,1.037374314,1.051037099,0.707144422,1.150382747,0.920662598,1.117279572,0.928311658,1.038747819,0.806201389
S31,0.764137612,1.075450078,1.202806251,0.80349807,0.8548704,1.178948179,0.999827302,1.058680358,0.94076854,1.119740573,0.947475376,0.921731921,1.11499456,0.790341414,0.937025013,1.173695174,1.103862775,1.212793795,1.228965301,0.640083238
S32,0.910792132,1.216739614,0.937871996,0.912554136,0.822228047,0.959283721,0.826589029,1.310244094,0.997399522,0.942103646,1.182337252,0.852757854,1.229141927,0.735992266,1.120488711,0.905008728,0.799596644,1.037367811,1.326999904,0.818769364
S33,0.484149797,1.406142584,0.932048177,1.022248683,1.023704053,1.15151661,0.754413318,0.995968632,1.020148462,0.889463599,0.880364921,1.216310846,1.00887371,1.158987371,1.057295957,0.793325551,0.791240641,1.249280708,0.99332929,1.052812681
S34,0.94414109,0.968736624,1.183165805,0.915092522,0.836362327,1.126048916,1.048565773,1.294848224,1.196922171,1.028132448,0.89798836,0.949044586,1.110852882,0.746604867,1.207741979,0.75377993,0.43105999,1.190250203,1.092140517,0.98707674
S35,0.860312486,1.13953464,1.058138352,0.912290669,1.025000411,1.218532281,0.833154314,0.997298427,0.904735138,1.04193582,1.198313277,0.975744122,0.919663842,1.054542882,0.958677657,0.940541606,0.993589486,1.230641683,1.045700132,0.656857099
S36,0.745995917,1.155322843,1.057158109,0.761513923,0.927018506,1.08207551,0.832002711,1.596094009,1.114660399,0.844793044,1.050851358,0.927524128,1.012436103,0.992582913,1.187415854,0.67764913,0.923888817,1.163414949,1.165859072,0.737061586
S37,1.060801182,1.192010608,0.807661465,0.872175987,0.933281097,1.073202164,0.965054913,1.086023958,1.022464222,0.938311501,1.153873191,0.832370777,1.058761186,0.59839318,1.115009747,1.177058302,0.863025546,1.231186502,1.076130445,1.011395783
S38,0.887489789,1.286004311,0.908371286,0.447604085,0.77984332,1.111465995,0.969065212,0.991755187,1.080623369,0.778522845,1.055647236,1.107467006,0.958068667,0.973038276,1.215490658,0.719200131,0.909028397,1.528113406,1.177810553,0.72410133
S39,1.020841023,1.152045859,0.823171347,0.967038848,1.186630477,1.000068671,0.959040779,0.944401212,1.044449785,0.753092308,0.959985799,1.134713208,0.908221135,0.939125144,1.252161841,0.819022531,0.99085112,0.87210172,1.138773527,0.975771085
S40,0.807209659,1.216155275,1.051815891,0.797238999,0.749670088,1.219063478,0.978082997,0.87167186,1.221154235,0.937847351,0.952944027,0.937127573,0.96262272,0.749289114,1.109251043,1.176539796,0.930371461,1.371635274,1.074726179,0.751068983
S41,0.711189557,1.132489396,0.978877992,1.110739616,1.114556894,0.883816909,0.983850503,1.074260448,1.202165302,1.014253582,0.950971543,0.862636903,1.015248328,0.750569962,1.307694064,0.838023617,0.730141708,1.29768274,1.058680396,0.982282053
S42,0.869295523,1.152620234,0.947518179,0.859002169,0.600733135,1.438595957,0.613335381,1.251081912,1.018890157,0.870598184,1.159388243,0.96156083,1.259472761,0.909619811,1.086235819,0.791314595,0.895027858,1.064676111,1.082806118,0.958210414
S43,0.811602598,1.155446346,0.955466112,0.912566369,0.760902328,1.292452946,0.779907596,1.094347062,0.903564424,0.85538702,1.160965531,1.088819376,1.156378155,0.741883049,1.067793831,0.983894976,0.868369044,1.203872041,1.119354711,0.744316535
S44,0.860041815,1.120441148,1.002885465,0.844955185,0.945618852,0.942321869,0.886832614,1.276232137,0.872686081,0.91985942,0.968054202,1.137052804,1.062349368,0.798356662,1.254688705,0.8617173,0.996785198,0.989867734,1.241642599,0.82982699
S45,0.996984034,1.161289781,1.122808577,0.793847339,0.828433795,1.169004338,0.82405179,1.181139726,0.999751617,0.972116559,1.049103729,1.065494135,0.891689252,0.816209113,1.336639986,0.798271103,1.102229985,0.899572175,1.03265341,0.828049602
S46,0.892176146,1.159043286,1.207489441,0.710261681,1.001727644,1.060730793,0.993377639,0.937069421,1.085622974,0.93394451,0.991010519,1.054876612,0.826940549,1.177382954,1.097461416,1.016541353,1.112857897,0.999229672,1.011544457,0.855363197
S47,1.118769844,0.959701683,1.219581062,0.838122361,1.063540364,1.239524081,0.959470769,0.909480753,1.004286996,0.928812584,0.971821966,1.211471055,0.884614231,0.818856817,0.874468948,1.230089885,0.736085506,1.088293131,1.083838965,0.908306333
S48,0.771137408,1.206875034,1.097989996,0.903555417,0.948589999,1.17940241,0.844991813,0.94078014,0.959439938,1.156764912,0.868567012,0.953013581,0.87558588,1.155472906,0.969270126,1.136437791,0.890453115,1.046131648,1.102640962,1.065859722
S49,0.882238869,1.005339455,1.043379548,0.986641572,0.717825754,1.138648757,1.075668005,1.120598187,1.069717399,1.068020077,1.030147741,0.866530011,1.170400369,0.997970553,1.020514268,0.911080739,0.963978206,1.17422961,0.958498262,0.94098866
S50,0.8385908,1.144766878,1.109275142,0.743911116,0.761276128,1.318817726,0.971352683,1.017653281,1.176700511,0.947883646,0.898280042,1.068279205,1.102038757,1.148326933,0.928055653,0.735481087,0.93317969,1.108503192,1.074610783,0.88750329
S51,0.537479578,1.138357639,1.285037522,0.961864027,1.008345334,1.138634913,0.643370013,1.325891577,0.911590977,1.227815632,0.92721536,1.058578855,1.07321494,0.694951568,1.216547117,0.845301699,0.75832479,1.087581628,1.011718358,0.984665816
S52,0.767130823,1.185542662,1.066299831,0.905425525,0.729151575,1.065197847,0.801883293,1.214182017,0.952091425,1.222732061,0.966520251,0.961620301,1.325759326,0.841949437,0.916911253,0.831116328,0.902371608,1.071396008,1.149446584,0.995702513
S53,0.759849538,0.92426506,1.230023509,0.940760884,0.975539794,0.739646154,1.023704911,2.00092286,1.215517026,0.936307521,1.244189706,0.571340042,0.84122903,0.796912992,1.357426692,0.699631047,1.205823185,1.194227542,1.061538401,0.535342222
S54,0.832144094,1.059682128,0.70645727,1.260753959,0.884429637,0.970976182,0.743724786,1.454392108,0.863768342,1.102894326,1.248410571,0.829715269,1.44417001,0.812416043,1.108814213,0.607613808,0.910648384,0.889762248,1.198603478,0.765773311
S55,0.960558896,1.016996341,1.243409537,0.861041103,1.113743025,1.064541728,0.788075591,1.136697799,1.005273258,0.897708775,1.132216398,0.974111392,0.966016785,0.818621648,1.208026114,0.912018933,0.514873887,1.455659684,1.249843481,0.692372253
