subject_number,FromM1_ToM4,FromM1_ToM3,FromM1_ToM2,FromM1_ToM5,FromM4_ToM1,FromM4_ToM3,FromM4_ToM2,FromM4_ToM5,FromM3_ToM1,FromM3_ToM4,FromM3_ToM2,FromM3_ToM5,FromM2_ToM1,FromM2_ToM4,FromM2_ToM3,FromM2_ToM5,FromM5_ToM1,FromM5_ToM4,FromM5_ToM3,FromM5_ToM2
S1,0.916285977,1.021739053,1.075707236,0.882946617,0.818696457,1.199126145,0.786988444,1.192550587,1.099510271,1.154119407,1.076547225,0.828407388,0.9740109,0.973766652,1.089609344,0.843606386,0.777114666,1.093600786,1.131146841,1.01267381
S2,0.747476717,1.231495592,1.10282693,0.872668684,0.860775484,0.934908132,1.137079137,1.154915355,1.000804001,0.937532922,1.145531678,0.977280508,1.189731599,0.904231921,1.18431177,0.755401764,0.677614339,1.586950426,0.933769467,0.7634879
S3,0.704467462,1.27284215,0.903664208,0.979108444,0.963797486,1.033764001,0.878626601,1.119172183,0.825584674,1.004299682,1.100906471,1.061521437,1.128552597,0.923382108,1.145292852,0.878398748,1.026812596,0.908728037,1.072789959,0.982908878
S4,0.868696521,1.363512284,0.710021322,0.859355698,0.86556956,1.068183825,0.726695562,1.279743878,1.032940517,1.027071366,1.158222838,0.927676751,0.940496842,0.789261049,1.202492617,0.884877145,0.971302914,0.981534083,1.217998578,0.819239976
S5,0.51310605,1.188393439,1.300255329,0.597542402,0.98311429,1.066304945,1.187371217,0.978573203,0.895163072,0.984976444,0.975149921,1.269968681,0.898633174,0.866340084,1.129593639,0.750211785,0.723225254,1.524077692,0.996572533,0.890610709
S6,0.937083419,0.977388856,1.362623831,0.714176853,1.081288655,1.288134662,0.516433615,1.075176051,0.93540916,0.992896248,1.041185762,0.945891825,0.764926559,0.880991644,1.264537407,0.988786118,0.901147302,0.716960153,1.319533157,1.038238566
S7,1.086514894,1.086733882,1.208084996,0.590868284,0.972082383,1.078996361,0.88289177,1.034750275,0.874697093,1.005789801,1.059853672,1.120521264,1.018330476,0.802321439,1.174367869,1.063531062,0.959964813,1.239556026,1.045556557,0.769508854
S8,0.90989541,1.135632082,0.9860319,0.853197436,1.140229333,1.056878177,0.589916304,1.19104158,0.995641577,1.105218156,1.060526618,0.950426217,0.833695804,1.001544346,1.199089586,0.900872583,0.921558624,0.929382093,1.174111454,0.9723882
S9,0.855837967,1.006357037,1.200202988,0.858571025,0.854460094,1.274914089,0.946721311,0.916666667,1.008077467,0.822761328,1.024660111,1.103014948,1.021701378,0.902787481,1.191483703,0.834309224,1.036437284,1.178158017,1.058090396,0.880952
S10,0.96776799,1.072756917,1.273284259,0.899596949,0.773468545,1.016217438,1.085178069,1.116649213,1.106155994,0.993798786,0.775069119,1.093989632,1.075823503,0.620523849,1.165813503,1.082572542,1.02890129,1.067023912,1.124237792,0.787023057
S11,0.927148166,1.199247237,1.191722428,0.511959398,1.144173426,1.363925255,0.580121313,1.146774423,0.951961439,0.91716116,1.083534636,1.016218697,1.088228733,0.52124704,1.160682244,1.030105636,0.876367576,1.429899017,0.838935231,0.968527512
