subject_number,FromM3_ToM1,FromM3_ToM2,FromM3_ToM4,FromM3_ToM5,FromM1_ToM3,FromM1_ToM2,FromM1_ToM4,FromM1_ToM5,FromM2_ToM3,FromM2_ToM1,FromM2_ToM4,FromM2_ToM5,FromM4_ToM3,FromM4_ToM1,FromM4_ToM2,FromM4_ToM5,FromM5_ToM3,FromM5_ToM1,FromM5_ToM2,FromM5_ToM4
S1,0.894982783,1.074828035,1.142416436,0.962681618,1.211850272,1.083479888,0.667930374,1.003334891,1.218741432,1.085655366,0.882788055,0.761597536,1.13024101,0.940688952,0.779119497,1.141955548,0.874282522,0.870251869,0.961046622,1.369279642
S2,0.96133026,1.060635626,1.033932297,1.036258794,1.185793481,1.154980867,0.883362772,0.786930503,1.209838109,1.127878911,0.835465024,0.830876403,0.952580861,0.880282775,0.891792592,1.201600725,1.036901855,0.789111865,0.873657031,1.315188023
S3,1.04379768,1.153277668,0.933019573,0.95701462,1.073501308,0.68443533,0.970277932,1.075621324,1.285002299,0.916411354,0.785046784,1.032533051,1.099925217,0.941309428,0.880310119,1.0605777,1.076775413,0.855540934,1.069733823,1.010610704
S4,0.945975998,1.148135136,0.913928728,0.994386077,1.320362857,0.883245272,0.741080519,0.846931678,1.147659048,1.00118242,1.076862989,0.930982675,1.008402056,0.771928037,0.894307104,1.151942523,1.158274697,1.048265365,0.708429268,1.207090909
S5,0.901887645,1.041881868,0.901337094,1.096837506,1.11476154,1.120706354,0.772882277,0.665962211,0.998145551,0.833304008,0.876626532,1.006857034,1.094571311,0.813149351,1.189868544,1.195183728,1.060754224,1.05697817,0.883923807,1.238280294
S6,1.035617536,1.160734632,1.019927247,0.725658286,1.17608892,1.087990779,0.741712501,0.99417679,1.278487971,0.679504384,0.848938907,1.00335343,1.112021858,1.054131054,0.554038843,1.134969325,1.157933569,1.119604307,0.963188468,0.934002778
S7,1.035990218,1.002770872,1.002285859,1.04557246,1.153331469,1.17626713,0.931952282,0.595870223,1.283699422,0.852244443,0.876276003,0.948736936,0.926244234,0.867392327,0.962112169,1.213525399,1.153361219,1.070359534,0.844763832,1.101897722
S8,1.033051949,0.878877297,1.078088481,1.152015258,1.065688843,0.943533088,0.822384096,1.056300834,1.168258726,0.964402609,1.160110398,0.886399523,0.987789154,1.200043257,0.893404508,0.886520199,1.272957589,0.734607259,0.851546269,0.890946892
S9,0.987993096,1.053533552,0.903105392,0.950425155,1.113403087,1.132716724,0.781833459,0.913300946,1.135481212,1.001764193,1.010526667,0.843688475,0.928029052,1.117333776,1.092307753,1.106627769,1.093059692,1.028247296,0.894825204,1.049063844
S10,1.018877313,0.948554065,1.081749493,1.004759864,1.054959688,1.143149347,0.971360274,0.987698769,1.097230275,1.244925182,0.710939446,1.014103738,1.064027689,0.879228728,0.764691636,1.137954431,1.150451101,0.838274636,1.054834641,0.962519411
