subject_number,FromM3_ToM1,FromM3_ToM2,FromM3_ToM4,FromM3_ToM5,FromM1_ToM3,FromM1_ToM2,FromM1_ToM4,FromM1_ToM5,FromM2_ToM3,FromM2_ToM1,FromM2_ToM4,FromM2_ToM5,FromM4_ToM3,FromM4_ToM1,FromM4_ToM2,FromM4_ToM5,FromM5_ToM3,FromM5_ToM1,FromM5_ToM2,FromM5_ToM4
S11,1.107578377,1.107621529,0.753074902,0.962374879,1.139749227,1.156342782,0.84610788,0.66712126,1.121841163,1.161881922,0.620713034,0.922196377,1.384518145,0.815300129,0.881301766,0.924438481,0.92164004,0.786665792,0.799171655,1.693776924
S12,0.97950605,0.979177599,0.881659477,1.202674859,1.084774684,0.998664641,1.032931148,0.860777487,1.022160715,1.115198298,0.881934316,0.695216692,1.166252657,0.966385,0.955235053,0.963913535,1.134309309,1.084547625,1.006972936,1.041522911
S13,1.374536968,0.708427886,0.995225961,0.980103957,1.13597347,0.876950305,0.908136977,0.999768235,1.143814408,0.928881448,0.718192828,1.061578797,1.09640755,0.85858194,1.23605518,0.992142143,1.179774121,0.65696963,0.930709074,1.120645902
S14,0.804968955,1.088966625,1.179171925,0.971844882,0.954700494,1.109982389,0.981457733,0.998985487,1.065717661,1.237024043,0.897806573,0.889337581,1.182176574,1.108918438,0.788920516,0.878590892,1.09042407,0.996444654,1.007323892,0.912280212
S15,0.872788389,1.06501351,0.920549857,1.14661494,1.1628364,0.962050829,1.064491529,0.7122999,1.091709484,1.061185102,0.8965915,1.129689459,1.103118366,1.008761827,0.914589264,0.978426798,1.164700353,0.919858777,0.821950643,1.025220961
S16,1.080695499,1.14692655,0.947057447,1.064109025,1.100987903,0.934352518,1.010540763,0.776879705,1.117390403,1.060217585,0.817073106,0.675044808,1.283216225,0.720661086,0.833917893,1.040054328,1.19939638,0.861527737,0.819947953,1.255368908
S17,0.863893913,1.213015859,0.839444312,0.938922502,1.21932532,0.868631367,0.927747277,0.804612377,1.310510083,0.90631584,0.770580093,0.954715374,0.935639065,1.041672891,0.995475285,1.032756576,0.928818019,0.792364756,0.9154003,1.682467785
S18,0.88814532,1.124375711,0.971126622,1.051617856,1.075508676,0.896410016,1.035069977,0.885195093,1.094078693,1.019750664,1.067591343,0.935155524,1.217847543,0.721422028,1.05215204,1.046004975,1.086607188,0.920816421,0.586013005,1.246188785
S19,1.127282518,0.997707931,1.083124901,0.829267423,1.16389659,1.115555676,0.820539236,0.764591723,1.099637371,0.932131483,0.866101152,1.240628004,1.131672438,1.040777877,0.934687258,1.078127967,0.927601895,0.980730978,0.83882165,1.18870548
S20,0.908194271,0.927048222,1.085474408,1.108358475,1.102116785,0.949922439,0.873650864,1.009510413,1.209023035,0.76038127,1.00344579,0.911031901,1.279790368,0.905312712,0.818939495,0.963557391,0.978889535,1.177069761,0.988280036,0.934899649
S21,1.034930007,1.00529207,1.136366612,0.848213245,1.325048281,0.944318766,0.599127508,0.985096879,1.307188571,0.932301219,0.709258522,0.762031872,1.211230939,0.882437896,0.804422611,1.034967273,1.15982786,0.82153185,0.588791632,1.20688417
S22,1.05772911,0.960203757,0.961766447,0.933158585,1.099196044,1.15658105,1.113361224,0.909086588,1.12867745,1.017982594,1.022663812,0.683433453,1.083176994,0.949075529,0.824106957,1.183790234,1.163086119,0.732116396,1.120072353,0.929859454
S23,1.043491855,1.110590452,0.895877801,1.018040834,1.02515647,1.026913305,1.051557883,1.006373414,1.167625897,0.826285162,1.077225407,0.752838344,0.986009666,1.020515739,1.008417776,1.087074585,1.151545485,1.191217209,0.709501212,0.985835515
S24,0.965272572,0.98081006,1.138619239,0.946397303,1.24297651,1.036976952,0.660765279,0.844943948,1.296009423,0.94909516,0.79173575,0.914971718,1.08592303,0.99204384,0.855437559,1.133453759,1.021097592,0.759281534,0.844588796,1.234178632
S25,1.057177925,0.94864703,1.041303877,0.99202008,1.110337095,0.863657069,0.80275,1.098214747,1.043889893,1.156894866,0.762478459,0.991193828,1.178780502,1.080993542,0.793170233,1.029068399,1.076953159,0.63939635,1.07625952,1.275026229
S26,0.982864212,1.165150883,0.862606522,1.077889724,1.129985843,1.023741922,0.911828961,0.85695881,1.20223538,1.07663536,0.933521233,0.682336572,1.096976063,0.977285961,0.898471679,1.164686321,0.884396802,0.974657895,0.673853774,1.489355916
S27,1.070711221,0.959229266,1.087822175,0.966623528,1.170620624,1.179682198,0.818145346,0.758871885,1.08671853,1.166994283,0.831458922,0.937633719,0.957713046,0.923964164,0.800579185,1.383617016,1.19760933,0.818817292,0.877636276,1.111691819
S28,0.992963395,1.017875686,1.170106546,0.907166193,1.286861954,0.872005649,0.723324139,1.026052782,1.230712044,1.116185621,0.927242926,0.710711335,1.123115171,0.773624141,0.937573,1.121354477,0.887943816,0.987289213,0.79860978,1.288080821
S29,1.039550855,0.898584169,1.003827563,1.14588927,1.052267151,1.257935566,0.817639792,0.901744878,1.441141805,1.28262659,0.656583747,0.67325459,1.142270179,0.671700846,0.816383464,1.165852938,1.091510654,0.849220393,0.819418488,1.139649242
S30,1.074356577,1.07197425,0.988641457,1.031111886,1.012804647,0.904393499,0.889472644,1.157665747,1.206892079,1.006669145,0.859720209,0.687711292,1.192042934,0.81635763,0.862465554,1.150456672,1.096528057,0.68291416,0.982587128,1.241724586
S31,1.058757093,1.001637646,0.982946296,1.024983788,1.110995041,1.114383502,1.035471072,0.740375845,0.942739943,1.07225303,0.823803182,1.02066788,1.054578517,0.726843652,1.057793254,1.192593923,1.284338723,0.997606693,0.620934509,1.168684978
S32,1.043857579,1.100470329,1.009524112,0.846289744,1.194130617,0.88800393,1.020410414,0.854449087,1.178298749,1.116122078,0.734158962,0.881873416,0.903376241,0.879474027,1.085087913,1.381621495,1.080666755,0.822011627,0.919729739,1.198313257
S33,1.190307384,0.847649328,0.884690121,1.133383886,1.162943053,1.077214188,0.58227522,0.983541326,0.942015808,1.121524738,1.124121709,0.81376795,1.290535659,0.561903934,0.904153993,1.016193539,1.116110157,1.018374467,0.958277544,1.111085447
S34,1.07942243,1.061056098,1.02932371,0.723441857,1.334753565,0.862597533,0.758280276,0.970420322,1.114443863,1.305051276,0.751165055,1.101133617,1.097480165,0.658206442,0.989513229,1.308193189,1.028087222,0.502583608,0.921403281,1.311391798
S35,0.923157852,1.133730342,0.956351663,1.035551681,1.148255387,1.003672099,0.829237795,0.978394826,0.993311625,0.980642529,1.119750698,0.905423037,1.184108697,1.044641267,0.822133764,0.995968371,1.06104845,0.870536134,1.007905623,1.111111111
S36,1.100888992,0.993029277,0.914761,0.920379579,1.176353697,1.100953827,0.716588862,0.90364687,1.210639649,1.048484991,0.730103247,0.653895749,1.312598463,0.847499925,0.660073866,1.449431847,0.901544099,0.859003213,0.823210506,1.810584606
S37,0.966811071,1.112243958,0.984470512,0.847893038,1.231522841,0.820518856,0.995145139,0.868786522,1.14061264,0.967904448,0.759384914,1.210445184,1.117876701,0.926753395,1.076940984,1.004541295,1.043648427,1.073545171,0.904082897,0.973482848
S38,1.067512882,1.111346387,0.858657101,0.893227165,1.151476956,0.930085302,0.748937986,0.863654352,1.252493452,0.995915066,0.868946075,0.794888386,1.223706002,0.846762419,0.993942589,0.993937911,1.194933482,0.910423438,0.527786845,1.525623188
S39,1.08202426,0.899619468,1.052260794,1.078658617,1.13402862,0.717036812,1.029829363,1.01399764,1.273902066,0.903228452,0.602327787,0.829677549,1.138701777,1.042002296,0.925356561,0.949295274,1.109744952,0.956918112,1.182324229,0.733141333
S40,1.034616122,1.0321274,0.958767742,1.049524846,1.105893403,0.967166897,1.054350754,0.840154082,1.061200516,1.07738591,0.825425926,1.083333741,1.093955477,0.918903045,0.899476013,1.045459722,1.201163318,0.811415634,0.909947638,1.059193558
S41,1.144086218,0.906343023,1.051751655,0.900327155,1.145342848,1.08312398,0.769385016,0.990133905,1.213017601,1.034141485,0.848106715,0.898832899,1.127777942,1.030764328,0.899588629,0.922247265,1.032329967,0.878638675,1.08694744,0.950155042
S42,1.023956267,1.082104471,1.005803379,0.941428754,1.21866536,0.902208651,0.810689866,0.870393543,1.287276667,1.002965391,0.917243142,0.778669257,1.122244192,0.867442384,0.704531149,1.284375925,0.991311953,0.847544115,1.048857768,1.172586145
S43,0.943546246,1.108555079,0.916788609,1.080219841,1.129490258,0.985687799,0.883106905,0.871555826,1.161043878,1.267094092,0.627993364,0.899025411,1.245720881,0.79063511,0.797223536,1.135181948,1.150132553,0.768385553,0.73956901,1.221939914
S44,1.037532787,0.985420034,0.865433808,1.062516432,1.221608739,0.874865742,0.838185595,0.868597574,1.231839533,1.032402337,0.924757678,0.927389909,1.090299101,0.943913334,0.775820674,1.205916832,1.138795082,0.672592562,1.0120824,1.091651228
S45,1.072111333,0.916327815,1.101236506,0.975228854,1.106788294,1.206825221,0.754711734,0.885675625,1.286867726,0.81645566,0.874928146,0.886099479,0.902973673,0.723557939,1.134777166,1.281236299,1.056446095,1.132095923,0.703847524,1.116669065
S46,1.049893176,0.955200668,1.083192222,0.979381542,1.012577763,1.100508813,0.962159075,0.935338604,1.163444245,0.86703592,1.013803688,0.973935775,1.094644662,0.799448,1.122401571,1.027140619,1.017187101,1.095591629,1.000237056,0.889620136
S47,1.040098964,0.968532572,0.901098012,1.200798903,1.056118531,0.873406827,1.00304,0.81251769,0.95066842,0.792848875,1.043056043,1.200120024,1.304224229,0.745542501,1.024015439,0.975038502,0.958360886,1.065682562,0.972010058,1.000201733
S48,0.866399175,1.132256413,1.06479332,0.932733462,1.146004123,0.912466859,0.936968701,0.895379568,1.008583261,1.067455262,0.860931047,1.104990853,1.204854423,0.929247255,0.78221493,1.104108375,1.089801754,1.000555641,0.904004479,1.093037536
S49,1.025375234,1.114302715,1.083039845,0.827483622,1.024092149,1.13092547,0.729153022,1.085051743,0.961255496,1.159021325,0.995029535,0.864916561,1.055066848,0.788346402,0.98712602,1.236641859,1.195362393,0.888129673,0.914846076,1.125182896
S50,1.04099797,1.015970605,0.901654125,1.026522462,1.326494644,1.045543979,0.774802028,0.807076118,0.923104306,1.03093995,1.136470754,0.886270772,1.238149892,0.840058607,0.909371056,1.070515726,0.940726641,1.01036282,0.766228744,1.360913335
S51,0.939530286,0.918439455,1.024740719,1.106494666,0.98113969,0.744356043,0.78055657,1.281097258,1.206182074,1.171723297,0.781928113,0.865606644,1.142046524,0.860239939,1.084509163,1.085212718,1.087757021,0.683733548,0.981306795,1.137351256
S52,1.051940485,0.971449757,1.023392136,1.080942528,1.221250187,1.035740542,0.67985262,1.069395929,1.010350614,1.128101229,1.029144981,0.758102879,1.045454986,0.77367292,0.923767734,1.057765675,1.104461144,0.808872019,1.037084108,1.180671479
S53,1.158765054,1.162951279,0.851262047,0.517023494,1.037695898,1.236081261,0.744501349,0.799080338,1.172364881,1.143633968,0.790725528,0.730823199,1.003642722,0.881864458,0.799776156,2.111559544,1.020020264,0.829677688,0.889334123,1.444747967
S54,0.771844826,1.144988975,0.981702519,0.882108679,1.087740799,0.957042474,1.109945095,0.93188752,0.951078351,1.158276756,1.086947156,0.987165728,1.214003458,0.654810605,0.894676263,1.120058894,1.228108844,1.260208743,0.614951237,0.813034977
S55,0.981659642,1.080147893,0.98415435,0.929800659,0.933850064,1.073676402,1.014435333,0.824309447,1.296519855,0.708482217,0.822435407,1.118419055,1.153446467,0.972620343,0.89129497,1.054946968,1.074054066,0.812653786,0.834978843,1.342930006
