subject_number,FromM1_ToM2,FromM1_ToM4,FromM1_ToM3,FromM1_ToM5,FromM2_ToM1,FromM2_ToM4,FromM2_ToM3,FromM2_ToM5,FromM4_ToM1,FromM4_ToM2,FromM4_ToM3,FromM4_ToM5,FromM3_ToM1,FromM3_ToM2,FromM3_ToM4,FromM3_ToM5,FromM5_ToM1,FromM5_ToM2,FromM5_ToM4,FromM5_ToM3
S26,0.940680559,1.026196973,1.076895513,0.833334583,0.873830988,0.881387675,1.216924106,0.707514743,0.945977764,0.836335046,1.202671867,1.011385458,1.131357038,1.058374128,0.946386668,0.9441844,1.164021625,0.733333014,1.107696573,1.056000293
S27,1.036402116,0.693101915,1.310661705,0.914894567,1.13020916,0.856770418,0.924156338,1.028127025,1.124436446,1.006391817,0.918540182,1.219577718,0.852665712,0.966103949,1.17103245,0.898389269,0.858918112,0.867308658,1.261534639,1.190667831
S28,1.040393265,0.808895392,1.208606554,0.872675182,0.744698011,1.141382034,1.234374653,0.911540628,1.088764073,0.698060044,0.967106967,1.122268056,1.082559403,1.041117188,1.098959066,0.96370471,0.837826624,1.031713904,1.048263864,1.058094035
S29,1.068427503,0.670384789,1.378187017,0.633140093,1.345366272,0.730238451,1.451743995,0.578007244,0.609470235,0.883731955,1.052257963,1.361605447,0.946430821,0.871314081,1.153215176,1.026218289,0.949951573,0.798506015,0.915935762,1.20333183
S30,0.767994915,0.797301148,1.277546115,1.000278077,1.178398675,0.562634663,1.141001826,0.926456715,0.875649371,0.958947435,1.090888856,1.13981373,1.000250863,1.138407598,1.055449632,0.898384273,0.850688026,0.831389522,1.397418224,1.061943976
S31,1.374331741,0.679917477,1.019607911,1.00946067,1.046420441,0.779644211,0.902251927,1.108893636,0.79530614,0.708049561,1.341374231,0.957711443,1.046182809,0.926439649,1.100430516,0.943521548,1.130647912,0.714359217,1.189277416,1.197179366
S32,1.117052457,0.861054465,1.160410737,0.907873452,1.271331696,0.703324187,1.093140596,0.782760926,0.970163147,0.903466196,0.950123552,1.134935718,0.919527167,1.093159705,0.981319219,1.011849249,0.787619306,0.803326008,0.987641824,1.40496
S33,0.906884421,0.783968243,1.138977568,0.921458399,0.924551533,1.160414437,1.089861992,0.646595423,0.732870598,0.806363466,1.165369611,1.195925806,1.284246376,0.796826539,0.83578229,1.206890396,0.74261706,1.071813987,1.003762726,1.119494391
S34,1.123731203,0.977850379,1.162520053,0.874405941,0.95456219,0.765094436,1.1975422,0.956454364,0.915264045,1.032979987,1.066480426,1.184737909,1.145980355,0.964103402,1.079339268,0.789952038,0.265173986,0.871288367,1.293728942,1.20675888
S35,1.10638143,0.901268246,1.174452118,0.82907042,0.984800165,0.960209605,0.992300485,0.96359106,0.937407722,0.806739292,1.130947828,1.21949061,1.009937035,1.18684916,1.020528972,0.914073487,0.795556804,0.738092971,1.302719403,1.028002681
S36,1.013606656,0.837630893,1.284205984,0.645021029,1.081664432,0.645637308,1.14733727,0.624297113,0.572089383,0.849963282,1.17420874,1.856685644,1.111505792,1.002862758,1.092000573,0.921376255,0.868775677,0.836113972,1.173609742,1.077541195
S37,1.006888837,0.983189862,1.126698398,0.822669952,0.949424823,0.668111058,1.184716207,1.235761486,1.1079706,0.743180738,1.053374362,1.057554042,0.997934278,1.174232639,1.014845168,0.814564641,0.933604495,0.903203339,1.005423242,1.177776774
S38,0.973783484,0.778825887,1.254392192,0.521122823,0.793631079,1.007300853,1.27472574,0.727493958,0.89079937,0.929813428,1.189922834,0.786325704,1.07098237,1.101447122,0.841482923,1.000982652,0.965908775,0.336067597,1.214287276,1.466813348
S39,0.97528805,1.019619056,1.147401468,0.844836502,1.017339535,0.742856,1.205947375,0.928846559,0.943509762,0.981818182,1.166186612,1.039663508,0.993982477,0.966518185,0.800852377,1.131195289,0.986450639,0.96892313,0.9447745,1.108797628
S40,1.008256294,0.759100055,1.357710742,0.669514053,1.153987232,0.883720463,1.044037369,0.992001984,0.851176639,0.934941225,1.051811424,1.067051329,1.079167866,1.002337977,1.005409409,1.0504674,1.091734673,0.749484293,1.108385636,0.983697057
S41,1.046310785,0.783849901,1.087130823,0.970461301,1.154447454,0.544690661,1.270101309,0.9090655,1.027628274,0.966547446,1.057113355,0.988765101,1.061016159,0.943820055,1.202017014,0.922604206,0.771136255,1.066563008,1.243891579,0.969458321
S42,1.139181891,0.731939373,1.117994961,0.970108925,1.179492521,0.923955115,1.023861776,1.020770391,0.768331151,0.839672117,1.367824806,0.877130106,1.047023733,1.151439612,0.895566735,0.902101896,0.702637419,0.790005458,1.269499205,1.1164464
S43,1.033565024,0.73726529,1.097792315,0.965362829,0.876221673,0.916772554,1.04493679,1.001397167,0.847517985,0.853446115,1.260221148,1.071994419,0.888803275,1.223959181,0.847396514,1.034781958,1.001887195,0.662410565,1.103236157,1.235536827
S44,1.0101,0.813501991,1.213589547,0.923870543,1.288640815,0.937751358,1.120631753,0.740854174,0.854174179,1.135344662,0.889423894,1.174496129,0.977391112,0.832364367,0.921743784,1.199059807,0.717234269,0.835365506,1.121295709,1.257104379
S45,0.866484298,0.985528435,1.115349036,1.033326371,0.725432035,0.878761804,1.318724163,0.725930469,0.93165945,1.099370193,1.145684021,1.048844196,1.150441327,0.921253485,0.886621215,1.089708186,0.918825229,0.867384273,1.001725677,1.139722352
S46,1.159181641,1.077916121,1.138374521,0.693682859,0.870504426,0.991410405,1.157098837,1.051590429,1.04929243,1.099781544,1.012982392,0.735559904,1.020434085,0.906702696,0.911500492,1.13686776,1.122723877,0.832811047,1.038908273,1.098745642
S47,1.053975827,0.951725704,0.981012393,0.886952573,0.912936047,0.7400975,0.921803846,1.151606557,1.193796634,0.954543517,1.297438262,0.931692603,0.833074811,0.916807267,0.957215286,1.344992797,0.874314667,0.869979303,1.262544476,0.94471298
S48,1.003670018,0.855049015,1.274656783,0.823807865,1.053072688,1.182454135,0.804721633,1.126299694,0.981721348,0.859212639,1.091200491,1.105944915,0.882080936,1.039844182,1.075348586,0.959221543,0.914227108,0.867573663,1.122352903,1.101826741
S49,1.080209528,1.038094791,0.841122841,1.024444278,1.302777596,1.02011448,1.103562025,0.744642915,0.62747122,0.919717575,1.026831957,1.350213333,1.260058829,1.06776242,1.2,0.576182837,0.803656884,0.824572191,1.161064673,1.070113139
S50,0.883526152,1.004131897,1.189603502,0.737266753,1.048263864,1.093283646,0.820309242,0.909756311,0.780705587,0.95286143,1.308237657,1.004367604,1.186037544,1.058605005,0.883551728,0.960126908,0.990635022,0.755679912,1.239815074,1.05255164
S51,1.128783549,0.635692241,1.007686403,0.963776126,1.025243584,0.733793543,1.269138117,0.871635795,0.731567627,0.830969776,1.29995371,1.216280416,1.092180502,0.86551898,1.024847013,1.196468847,0.835174449,1.003388051,1.138041246,0.912027803
S52,1.01131744,0.694892355,1.337545346,0.799264244,1.273834414,1.038559682,0.904935715,0.764515315,0.63854892,0.84456081,1.058800164,1.202756289,1.011226826,0.97270269,1.168499192,1.00174386,1.049823917,0.903535134,0.992876217,1.157275244
S53,1.292554386,0.803360059,1.059924581,0.785897912,0.911537154,0.909216909,1.253032077,0.650350608,0.867444558,0.994364831,0.87177369,1.934687367,1.19341185,1.217466959,0.813158234,0.636386842,0.897092277,0.696624488,1.363859611,1.020087241
S54,0.851084864,1.076726713,1.032056037,1.140062954,1.333336,0.977387129,0.858772962,1.034883865,0.768834637,0.603116336,0.969605787,1.438297923,0.950205884,1.21973735,0.983352336,0.850979279,0.997127279,0.88590395,0.831262634,1.187148108
S55,1.238795045,1.034943029,1.072720072,0.676637747,0.879679958,0.820291352,1.118552399,0.996966626,1.082484027,0.823394506,1.119278472,1.006370554,0.887272084,1.102547853,1.029487013,1.112928513,0.695797384,0.627273868,1.310123763,1.211709149
