subject_number,FromM3_ToM1,FromM3_ToM2,FromM3_ToM4,FromM3_ToM5,FromM1_ToM3,FromM1_ToM2,FromM1_ToM4,FromM1_ToM5,FromM2_ToM3,FromM2_ToM1,FromM2_ToM4,FromM2_ToM5,FromM4_ToM3,FromM4_ToM1,FromM4_ToM2,FromM4_ToM5,FromM5_ToM3,FromM5_ToM1,FromM5_ToM2,FromM5_ToM4
S11,0.875141995,1.031149971,1.074925082,1.031718821,1.098503602,1.120694574,0.832258333,0.658831987,1.236787958,1.104700836,0.556206062,0.95944184,0.978767911,1.03372728,0.807219964,1.533165189,0.935607541,0.877627635,1.070828996,1.459768223
S12,1.056657461,0.745875221,1.02596698,1.08601049,1.054528306,1.253725159,0.818415333,0.842897843,0.955918802,1.052561437,1.135541381,1.072051649,1.093746171,0.831154585,0.931261432,1.165370145,1.057567306,1.049803357,1.017113838,0.999322171
S13,1.114564149,0.950902674,0.986440433,1.061610283,1.105945343,1.094301094,0.95040297,0.879996428,1.202449903,0.875943099,0.980083094,0.768261845,1.187383097,0.962626902,0.685346437,1.045310176,1.100402437,0.941053021,0.975683363,0.977156389
S14,1.056609602,1.095920833,0.928337963,1.0128685,1.053087229,1.036881732,0.960077045,0.828740454,1.242824923,1.034382252,0.944214434,0.733537223,0.976849379,0.683261299,0.906906738,1.433203125,1.19286547,0.834353116,0.942509943,1.066271024
S15,0.833838632,1.17311756,0.913931393,1.067513005,0.915572104,1.043133925,1.231641005,0.71112945,1.29458922,0.895687515,0.863915958,0.985443849,1.149927799,1.009189555,0.821816959,1.05835128,1.064403442,1.030242941,0.877131706,1.116947454
S16,0.918184484,1.259937629,0.775614551,0.996834704,1.256725819,0.971389221,0.805829391,0.975756668,1.013268838,1.259217472,1.017991663,0.816933626,1.233148634,1.008606629,0.774043723,0.96308625,1.050340222,0.757070073,0.878066204,1.305161537
S17,1.130715652,1.035028126,0.97411143,0.888772626,1.189035661,0.867255918,0.751201724,1.083161671,1.2537138,0.75086609,0.749776125,1.039260807,1.424350662,0.823580013,0.853724058,0.820736547,0.83420492,1.017076672,1.016875852,1.344177253
S18,1.03748603,1.084436104,0.882459795,1.014326857,1.201444387,0.624584156,0.961564945,1.232431165,1.261082591,0.771080451,1.157886062,0.686006671,1.034041197,1.016127517,0.988235062,1.031248781,1.164298852,0.731638624,0.889444592,1.158661291
S19,1.130550224,0.994994334,0.836414681,1.150730099,1.366670009,0.791151373,0.936220039,0.806343714,1.04247335,1.23027158,0.85809151,0.705410392,0.902115872,0.929582431,1.005371889,1.241925425,0.850749407,0.999135325,1.081740365,1.141496489
S20,0.96788262,0.960061378,1.112262355,0.932716068,0.946060446,1.479948222,0.602227435,0.984989011,1.126787368,0.954429455,0.887513546,1.074385133,1.18791996,0.887223911,0.768947449,1.121749148,1.074201335,0.835824696,0.910611662,1.233417787
S21,1.060607661,1.048024978,1.054342946,0.807170811,1.127712629,0.949116908,0.822694661,1.075952297,1.298663778,0.645300113,0.74564682,1.116868484,1.300586224,0.896430057,0.773545804,0.901734933,1.258849405,1.025063087,0.617326134,1.002866079
S22,1.169285684,0.861168518,0.977989685,1.00751168,1.275096463,1.047296705,0.956066995,0.483822797,1.055011648,0.98373762,0.978151228,0.987515183,1.041920216,0.835348902,1.067234947,1.176553101,1.02681157,0.940843874,1.0708785,1.029047527
S23,1.000967809,1.045537256,0.898336157,1.067673638,1.28818043,0.971833275,0.822550722,0.877017694,1.240195491,0.943168368,0.891072053,0.876634321,1.053595679,0.841904985,0.969914672,1.061395173,0.854711291,1.065944018,1.137093792,1.13740955
S24,1.0329701,0.831816828,1.074479077,1.171492027,1.312314407,1.291224734,0.651822901,0.752978326,1.041376981,1.211422377,1.016662834,0.800753615,1.206892641,0.542482969,0.850694819,0.975091522,1.009117143,0.936667195,0.988342014,1.180406714
S25,1.076681779,1.194088294,0.942959475,0.750953874,1.123497398,1.052993705,0.841195997,0.969435906,0.768649298,1.269669321,0.939884317,1.036989978,1.223475354,0.864224095,0.888726661,1.136790784,1.149318123,0.748569996,0.719806279,1.410529441
S26,1.167502222,1.10263954,0.852275552,0.914813774,1.085423684,0.958965583,1.068565647,0.902669069,1.262664861,0.924539497,0.876695004,0.597914925,1.055258869,0.937278692,0.925442425,1.105167642,1.110683089,1.004444282,0.677380568,1.347626075
S27,0.991856166,1.057638861,1.041675895,0.863598876,1.276871734,0.865669714,0.841630599,0.929399512,0.949018994,1.199958309,0.756136305,1.108579426,1.042683279,0.832149404,0.972430437,1.264444016,1.044530937,0.921704365,1.027136789,1.194551916
S28,1.082412953,0.987069712,1.109276634,0.931199152,1.151134978,1.037418883,0.842515233,0.873837937,1.399387981,0.924560649,0.625674479,0.864388062,1.098567357,0.903143475,0.788947104,1.250906283,1.059509335,0.695244509,0.875277889,1.25150848
S29,1.021002422,0.926183075,1.037214235,1.01129363,1.154992949,1.122738073,0.821280416,0.911131921,1.370953399,1.170263102,0.798122111,0.66407262,1.016159845,0.729864274,0.823155216,1.298907138,1.259597002,0.817161364,0.638617867,1.098959066
S30,0.999926121,1.099811694,0.950525316,1.054052488,1.207126206,0.925831955,0.909109056,0.925230779,1.074132676,1.143412765,0.858093503,0.977269185,1.225990651,0.981298635,0.814924284,0.876544249,0.939498793,0.989661471,0.903760216,1.184957673
S31,0.847334162,1.005030283,1.10038184,0.905181391,0.945987574,0.994004211,0.890433226,1.166995826,1.059569388,1.197604959,0.8474173,0.935757727,1.118942028,0.968101396,0.835960125,1.136084102,1.146857334,1.08093948,0.798090257,1.162198259
S32,1.152347346,1.167989511,0.825034559,0.870374656,1.241716464,0.903933983,0.9628331,1.042246973,1.198054298,0.930804991,0.74955098,0.943903169,0.947235571,0.742876816,0.939883643,1.232722886,1.132313422,0.860264499,0.863258775,1.303694046
S33,1.026198044,0.887358631,0.949339364,1.123818659,1.159732561,1.134308984,0.830253387,0.847734755,1.10369025,1.040449242,1.089833672,0.812005584,1.081896567,0.994015269,0.94818647,1.059159361,1.089306596,0.687372972,0.884479194,1.206132727
S34,1.055254432,1.029373576,1.043488535,1.080378427,0.886688381,1.303126058,1.016448962,0.765946872,1.099212867,1.105347435,0.826612676,0.652587712,1.068038136,0.903786543,0.959058507,1.363604226,1.147814424,0.59244361,0.900407801,1.25731
S35,0.952322746,1.110383942,1.003463102,0.964070242,1.245143261,1.093019352,0.891927245,0.910785716,1.253645853,0.748032536,1.041186871,0.867759781,1.12421374,0.788367114,0.832409709,1.166923974,0.906271683,1.089966604,0.700632264,1.279645445
S36,1.174701845,0.996102919,0.943610441,0.911814654,1.114844473,1.192973607,0.670696187,0.735170068,1.251130502,0.959601578,0.904881551,0.820857724,0.976898085,0.940722303,0.787115574,1.465537313,1.212082694,0.75028381,0.700211464,1.312209674
S37,1.009653259,0.979120115,1.109508739,0.94654756,1.094920196,1.113267973,0.813022463,0.848771808,1.216440742,1.027010227,0.776825861,0.916516093,1.130060596,0.933467353,0.933615914,1.042701232,1.01609838,0.936008375,1.028245319,1.156247865
S38,1.088479331,1.101827498,0.834622802,1.105850888,1.163956666,0.95852926,1.072507707,0.582278281,1.248571124,1.067913564,0.779100035,0.652670739,1.285924731,0.677594929,0.73809819,1.051736182,1.097384841,0.825336461,0.76438754,1.351194438
S39,1.108442926,0.98937534,0.845915146,1.006296259,1.17410914,1.035388341,0.737714328,0.905007034,1.142773167,0.972414544,1.065588991,0.901192997,0.92979348,1.008116952,0.785896726,1.367284527,1.104131518,0.97538879,0.957049277,0.87034575
S40,1.150608182,0.970783566,0.973426998,0.828480314,1.149776081,0.988215219,0.858432138,0.968638209,1.222579293,1.068317881,0.609182574,0.92797664,1.14849965,0.922304359,0.957455817,0.948506191,1.126337864,0.786689441,0.83659349,1.474377781
S41,1.157869688,1.079529177,1.022278121,0.774651462,1.098811671,0.978139239,0.920175541,1.039755846,1.15899739,0.945262085,0.779506935,1.015470645,1.134078878,0.867794412,0.787627254,1.218285034,1.00243616,1.006149457,0.976549382,1.096297197
S42,1.009585485,1.020006336,0.92422226,1.028942651,1.17627425,1.151924705,0.847872536,0.639694907,1.067218372,1.130167029,0.870587873,1.047124926,1.310174998,0.8341267,0.728166388,1.027324635,1.165003106,0.734056487,1.000178675,1.032564023
S43,1.058481211,0.923652857,0.939574961,1.114569213,1.02193738,1.114802992,0.897719601,0.886686589,1.25075553,0.773171847,0.854792537,0.853832981,1.283631294,0.6024125,0.882224322,1.071060555,1.02463999,1.022400019,0.996411128,1.113367608
S44,0.909952553,1.14276685,0.860235805,1.152606886,0.945992323,1.049282993,0.852226111,1.243366359,1.346411786,0.962324614,0.826191623,0.622681676,1.088117304,0.839545127,0.916721255,1.04891411,1.204721596,1.029795784,0.564847013,1.201526377
S45,0.930795741,1.052387851,0.994737293,1.051239175,1.223137018,1.044160201,0.896725271,0.886217393,1.12177811,1.087108014,0.904386035,0.799406467,1.241019695,0.938502135,0.80229228,1.054825904,1.112874335,0.898222577,0.821088383,1.068394054
S46,0.91715094,1.041124049,0.849751006,1.249026886,1.14210538,1.075656366,1.102149695,0.661771538,1.142179503,0.893345022,1.062211501,0.808257211,1.24242682,1.07011346,0.759990221,0.852006727,1.010803988,1.009007914,1.158369473,0.918061227
S47,0.974809932,0.781112699,0.923982022,1.248940087,1.14126688,1.158716107,0.797939077,0.926354567,1.137004065,0.95863113,0.837547465,0.847676318,1.218339736,1.077489981,0.965960352,0.894184827,1.028013767,0.776771,0.852397483,1.334177029
S48,0.923669709,0.957890355,1.078622758,1.04201325,1.178069998,1.129696694,0.957417582,0.723889058,1.022372941,1.058649217,1.001108017,1.003555794,1.151665455,0.825599744,0.936766821,1.017948784,1.179407582,0.827913451,0.863814811,1.063008359
S49,0.955762265,1.047474521,1.062317438,0.999283263,0.894057391,1.183390452,0.854534206,0.951198389,1.034447837,1.227523023,1.146343714,0.657342007,1.13284647,0.6841849,0.90902523,1.340839385,0.940811903,1.090078955,0.979820865,1.069404228
S50,1.004368303,0.96070174,0.996490856,1.139309063,1.079539203,1.028766825,0.861385121,1.049522553,1.348359476,0.987101605,0.864743787,0.647839977,1.147853905,0.916205534,0.949134607,0.974345555,0.924676708,0.97290607,0.914117337,1.236399966
S51,0.873746958,0.981141864,1.155452195,1.050410857,1.161755572,1.227244824,0.829823591,0.818764158,1.203184021,1.077474147,0.628531246,1.029585432,1.15361166,1.062362833,0.55393015,1.198558854,1.193144504,0.855222256,0.89299591,0.841322093
S52,0.914521223,0.918148229,1.262598852,0.927021631,0.979490255,1.2383517,0.853978436,0.949610259,0.94915288,1.521733573,0.836652845,0.820086503,1.19320487,0.686320867,0.673927328,1.202520762,1.306053777,0.904585746,0.798093873,0.976262277
S53,1.05392717,1.102771035,0.873863795,0.854236292,1.180775515,1.090463791,0.925494904,0.889726108,1.185060072,1.059377558,0.988174982,0.511102031,0.76836184,0.858585429,1.059621165,1.789476792,1.025869126,1.095384749,0.656112532,1.317996105
S54,0.99641048,1.147117045,0.997972618,0.859491765,1.159699688,0.899062657,0.697545997,1.118648735,1.237403642,1.245366208,0.931636599,0.633842581,0.877245633,0.867923543,0.880896497,1.51454297,1.160750331,0.697086586,0.636749614,1.151994074
S55,0.855347546,1.11984156,0.883117321,1.170841761,1.107356148,1.237107946,0.810619502,0.928578232,0.997152479,1.206285445,1.113358967,0.619210383,1.158779012,0.938250836,0.960643273,1.072698279,1.160407704,0.710402589,0.682086201,1.298777305
