subject_number,FromM2_ToM1,FromM2_ToM3,FromM2_ToM5,FromM2_ToM4,FromM1_ToM2,FromM1_ToM3,FromM1_ToM5,FromM1_ToM4,FromM3_ToM2,FromM3_ToM1,FromM3_ToM5,FromM3_ToM4,FromM5_ToM2,FromM5_ToM1,FromM5_ToM3,FromM5_ToM4,FromM4_ToM2,FromM4_ToM1,FromM4_ToM3,FromM4_ToM5
S23,0.977015304,1.30204097,1.016807121,0.691427803,0.991305603,1.201579416,0.907077177,0.642513876,1.060149997,0.9410764,1.030702098,0.893278465,1.096640927,1.112530852,0.864018928,1.364703562,1.186667531,0.902899266,0.770560699,1.047060117
S24,2.191647732,0.76295108,0.321788671,0.98547715,1.076165511,1.145596157,1.127410953,0.863175136,1.043009236,1.099385493,1.192013672,0.912631405,0.617602428,0.826254938,0.986172857,1.273808622,0.402322034,0.239216348,1.570349272,1.264437434
S25,1.14893287,0.873529044,1.056524036,0.613635611,1.397103716,1.155689366,0.797260977,0.35721054,1.294121098,1.170214758,0.843991372,0.588235,0.467636461,1.007399017,1.160484996,2.032609533,0.616160411,0.943905972,1.304809304,1.205532423
S26,0.777878997,1.032180404,1.490933797,0.506354176,0.862466897,1.399662916,0.782609283,0.86382372,0.868272509,1.277242329,0.590909091,1.146775219,0.782314573,0.777776,1.17948473,1.301886694,1.09703524,1.062347744,1.002420656,1.085952114
S27,1.046224082,0.760890242,1.365958493,0.819575096,1.265331062,1.297782255,0.51772967,1.035459341,0.87599809,1.081482779,0.724824334,1.139004343,1.037823058,0.943478659,1.048309086,1.204441572,1.108083241,1.026006279,0.820805987,1.080580821
S28,1.266560132,1.661002366,0.751100514,0.37996804,0.83466104,1.197479356,1.025990131,0.778547384,0.887579894,0.995169102,0.972027134,1.287866609,1.025145153,0.74373184,0.851495694,1.381215621,0.83466104,0.865048728,1.134453619,0.923395304
S29,0.908381875,1.495802888,0.941411214,0.734434877,1.298243739,1.090525637,0.743541825,0.99439805,0.822221918,0.973686132,1.076364713,0.997162021,0.281207529,0.999023553,1.164196647,1.130811976,1.510630241,0.715566916,1.027232735,1.071180717
S30,0.890625322,1.283783107,1.066321876,0.647728166,0.594340923,1.489863818,0.964287918,0.954548318,1.037226081,0.890766471,0.623276172,1.110565514,1.06315266,1.387329725,0.622998362,1.397030217,0.878216306,0.969696,0.943486368,1.662340783
S31,1.447872415,1.382064071,0.675675,0.723936207,1.38470799,1.036434807,1.16931048,0.375853087,0.706941154,0.852812878,1.127612443,1.279219317,0.892399835,0.922750323,1.027610057,1.153435309,0.553883196,1.127554,1.195886058,0.935448384
S32,0.963262673,1.167595768,0.944378118,0.84285394,0.653058526,1.292930909,1.568625882,0.666664667,1.01577249,1.253539291,0.845811308,0.746594543,0.655461743,0.611763421,1.251337524,1.491178191,1.153845,0.837608141,0.856641721,1.231775099
S33,1.067307692,1.237456203,0.580846408,0.853846154,1.100959449,1.140851615,1.314412031,0.357813502,0.868780308,0.970588059,1.267707125,1.058824094,1.220306368,0.540820045,1.003253736,1.406123628,0.708331681,1.035940219,1.121015191,0.789287341
S34,0.903377836,1.111849645,1.165645948,0.455485647,1.397293823,0.939999132,0.758062755,0.829412057,0.688344185,1.273436322,1.06804463,0.973804947,0.515256872,0.476611211,1.27096915,2.055976916,1.233701408,0.855882553,1.22895849,0.920303641
S35,1.319689279,0.907993358,0.281048437,1.099739196,1.233162813,1.319396584,0.529390278,0.870038021,0.871042989,0.708196491,1.37108476,0.901337793,0.74074,1.026569914,1.150286712,1.43719788,1.00895233,0.745747692,1.172797713,1.482288881
S36,1.032997093,1.157865701,0.462746758,1.388233334,1.102564715,1.073923605,0.77827874,0.583710636,0.941991405,1.324675686,0.857140286,0.93506213,0.484312735,0.770499165,1.320856095,1.068339,1.291504287,0.770499165,1.037813441,1.495670241
S37,1.258119111,1.064446159,0.866460502,0.82433068,1.117309726,1.028153801,0.968332146,0.723836216,0.821620471,1.01989379,1.201621309,1.009116027,1.084001801,0.978609847,1.025404394,1.008369467,1.018313781,0.919310561,1.431144271,0.529523619
S38,0.962187987,1.168366902,0.795140104,0.663128512,0.901260258,1.14706079,0.637254137,1.116057425,1.068239491,1.079134989,0.997024075,0.970072794,1.14336594,0.836978015,1.101022976,1.153673769,0.837838676,0.657127574,1.595881432,0.558559117
S39,1.240446383,1.006454686,0.764495961,0.868312468,1.246911086,0.923038077,0.906140355,1.068780931,1.077208253,0.971915738,1.06488259,0.680338743,0.617150968,0.831262101,1.514822311,0.793471384,0.762348884,1.30687561,1.03956498,1.193234354
S40,0.74739346,1.099563384,1.27843904,0.916615756,0.656250656,1.255786665,0.892270793,0.959609401,0.800478509,1.18347594,0.783623813,1.030047557,1.242788216,0.889069908,1.426900867,0.605760245,1.115032023,0.997096987,1.013510992,0.909629442
S41,0.905882106,1.061583218,1.207842458,0.926473676,0.890194507,1.031819052,1.37575714,0.656611619,1.001838039,1.238634292,0.681250886,1.083806079,1.032899491,0.820955164,1.058264652,1.111711521,0.954542061,0.885123674,1.18323739,0.901515662
S42,1.197578299,0.969630201,1.297377406,0.792510582,1.349898135,1.297980211,0.380743245,0.559911108,1.073355408,0.929246719,0.929246719,0.964614507,0.830707263,1.142224024,1.168183358,1.007841003,0.626380497,0.765577327,1.342243823,1.203047696
S43,1.200392961,0.851188942,1.025422269,1.072692634,1.00813235,1.256889244,0.717653834,0.643486566,1.094966985,0.724489434,1.219018394,0.941696842,0.815681066,0.932206932,1.22034122,0.916338597,0.86170272,1.230999769,1.141476685,1.051569618
S44,0.731704537,1.192413744,0.702437924,0.939026939,1.157427684,0.952021138,0.754958999,1.35937534,0.944295111,1.068462396,1.206731396,0.921810104,0.790426829,1.578284091,0.971651235,0.67515625,0.91412435,0.486741119,1.255914968,1.265527457
S45,0.473637483,1.549806542,0.749164308,0.982095081,1.084593552,1.122729209,0.746236306,1.30435,0.981840041,1.081067745,1.085687697,0.885579362,0.836119565,0.511457447,1.095424051,1.131220588,0.641943176,1.047139935,1.183668477,1.230394215
S46,0.978758914,1.235313387,0.799319478,1.172338881,1.198977512,1.631943628,0.407985117,0.979168516,1.078537712,0.741496901,1.513890718,0.660607881,0.802723153,1.003400328,0.819445686,1.09259065,0.975509826,1.625848084,0.724241448,0.663886634
S47,1.561224242,1.128775172,0.714285,0.549866967,1.687073528,0.748492787,1.389355443,0.779874596,0.70503138,1.028167545,1.028169377,1.105768794,0.955996832,0.569048324,1.009859596,1.262643344,1.149865587,0.745281156,1.448577666,0.789121242
S48,0.960600914,1.094014205,0.89004595,0.968474196,1.111949096,1.191369221,1.155026412,0.609355547,0.794868799,0.962305494,1.098613773,1.154991356,1.128208697,0.878045692,1.076924008,0.98360383,0.88524423,0.654936249,1.22950923,0.97527138
S49,1.161363376,1.088595096,0.890243837,0.973335475,0.967211529,1.223289515,0.784923645,0.476767115,1.090307557,0.53349315,1.240474934,1.304092292,0.860055636,1.457322108,0.715875452,1.165849643,1.198544538,0.949496352,0.824562054,1.273712085
S50,1.116379933,1.124025258,0.558189967,1.419173596,0.814189035,1.031676598,1.024655715,1.042061323,0.883746708,1.031314491,1.152644305,0.841299541,0.930500824,1.204495377,1.077998052,0.835192368,1.087709297,0.912590507,1.225120691,0.821330973
S51,0.586186329,1.063644735,1.236485636,0.961712273,1.449630055,1.211143762,0.921876498,0.558709868,1.431991714,0.706451754,0.88306751,1.324599184,0.733107732,1.205557136,0.875000875,0.988932992,0.131191829,0.970833571,1.409276421,1.289389758
S52,1.677809423,1.159664065,0.657144664,0.597405177,1.590277172,1.023152853,0.579788104,0.52707905,0.756074635,1.063509362,1.02910178,1.202852026,0.964282959,0.837765512,1.158089087,1.278406185,0.574025548,0.748065077,1.32954708,1.130114092
S53,0.832471989,1.30096311,0.556607456,0.946915713,1.030614557,0.953494139,1.089983432,1.007270772,1.315626122,1.294853269,0.432882889,1.063729295,0.455407059,1.222412632,1.22888,0.755310742,0.989956661,0.590498979,0.979482536,1.80959023
S54,2.220077379,1.002615325,0.925817723,0.578250614,0.922777304,1.37672986,0.908051237,0.992524289,1.072359381,0.826613464,0.773849818,1.153411583,0.775558621,0.683232107,1.079945213,1.001007905,0.703957525,0.744184,1.008251862,1.330038461
S55,1.422736779,0.663945483,1.070175551,0.741640406,1.151606805,1.105539361,0.763692949,1.132004115,1.26708461,0.958294395,0.988557689,0.799258248,0.466162794,0.93233155,1.21202942,1.527438317,0.605370678,0.83022227,1.017020216,1.605820272
