subject_number,FromM4_ToM2,FromM4_ToM5,FromM4_ToM3,FromM4_ToM1,FromM2_ToM4,FromM2_ToM5,FromM2_ToM3,FromM2_ToM1,FromM5_ToM4,FromM5_ToM2,FromM5_ToM3,FromM5_ToM1,FromM3_ToM4,FromM3_ToM2,FromM3_ToM5,FromM3_ToM1,FromM1_ToM4,FromM1_ToM2,FromM1_ToM5,FromM1_ToM3
S30,0.926728356,0.732954576,1.125846927,1.095872042,0.742946556,0.742946556,0.957131785,1.269498389,1.099426489,0.61781528,1.016893792,1.095872042,1.181278892,1.033386501,1.245129649,0.791030293,0.90952951,0.766656489,0.960060373,1.412098012
S31,0.741722008,1.442700591,1.230360551,0.735072601,0.7659597,1.022725069,1.181105654,0.967737496,1.236699299,0.802651096,0.956963657,1.30682,1.258867836,0.770342849,0.845236309,0.908858962,0.736674692,1.502658103,0.786904613,0.973667721
S32,0.904512432,1.258862391,0.969121464,0.923165754,0.621090839,0.865121906,1.183037527,1.001721137,1.270831427,0.753089544,1.301093353,0.890893998,0.930803964,1.149139166,0.793262658,0.972383433,0.707475524,0.931657261,0.985440459,1.377517705
S33,0.744561111,1.353095864,0.978579263,0.818676337,1.067579448,0.65920421,0.898921646,1.184460298,1.174606422,0.996358595,1.186840677,0.767953786,0.978656956,1.050735321,1.091145572,0.962776741,0.871440211,0.869646722,0.880514724,1.320773287
S34,1.094628345,1.272389063,0.930435775,0.979405305,0.913211445,0.745700401,1.252157851,0.95665868,1.401334726,0.821570116,1.208655149,0.494773519,0.819564647,0.997942022,1.006940652,1.240128577,0.963391196,1.173065874,0.852228873,0.969407373
S35,1.100188658,0.828065439,1.206894357,0.850639739,0.719723125,1.060163326,1.167658343,1.077727503,1.105749614,0.651761518,1.158585522,0.708299287,0.961387753,1.102714665,1.038187179,1.053113317,1.520565407,0.788714122,0.653280991,1.027887644
S36,0.672814698,1.33269364,1.283334617,0.709211236,0.871602278,0.521469239,1.183656505,1.155340655,0.432696959,1.092232479,1.322115625,0.531375699,1.056599721,0.989617982,1.051820642,1.17763067,0.772564578,1.066758581,0.660314428,1.073008671
S37,0.775863776,1.517242517,1.066812692,0.790230175,0.879541191,0.974666061,1.263127243,0.756479657,1.30848939,1.231519154,0.80433133,0.940742622,0.751064709,1.273808196,0.704999859,1.223959047,0.999578977,0.719698246,0.703701827,1.319443537
S38,0.856199881,0.479243812,1.529447686,0.6895277,1.05759642,0.68631354,1.1504425,1.060593036,1.81095971,0.61664838,1.301815162,0.717324818,0.686401199,1.140513829,0.937745437,1.03439219,0.845099487,0.942086682,0.639821209,1.166794006
S39,1.252149559,1.193158119,1.226111254,0.439485021,0.849863921,0.683838433,1.37308466,0.865849373,0.880114352,0.981337057,1.029896171,1.095925465,0.907009331,0.942374039,1.059250483,1.152009508,0.831569255,1.103448,0.836392743,1.020078444
S40,0.922255729,1.126201708,0.945699521,1.043719105,0.877194737,1.053739726,1.022493865,1.101761719,1.529196944,0.709520572,1.188337278,0.702590101,0.93800346,1.044516685,0.802164817,1.173550906,0.592105575,0.856374724,0.866867626,1.380368945
S41,0.706216691,1.065719954,1.177028117,0.991277391,0.803985683,0.858914264,1.243093122,0.964603744,1.23862458,0.97826,0.905796667,0.998644841,0.825817775,1.207832676,0.868454897,1.225285724,0.872916744,0.838982855,1.087982314,1.045690249
S42,0.713864139,0.899165529,1.476502976,0.689038563,0.960340504,0.984663537,1.071398736,1.188993005,1.175297107,1.066896603,1.119331419,0.559666041,0.985346109,1.003358541,0.991935055,1.04165458,0.638557845,1.250964338,0.738599702,1.094667286
S43,0.634181925,1.091002774,1.305664302,0.867442318,0.775704066,0.954597633,1.278710669,0.613300591,1.359735129,1.029867318,0.97662711,0.813557333,0.817694864,0.806393128,1.195918679,1.200318545,0.957138628,1.286946734,0.723261628,1.041243517
S44,1.012089633,1.295747496,0.682712638,1.212406046,0.906030345,0.403952028,1.732571478,0.695948739,1.153934622,0.66956467,1.123744847,1.083341552,0.877884482,0.926160948,1.19595663,0.961544651,0.874968202,1.246166245,0.858229793,1.035279303
S45,1.012060832,1.116673282,1.242013559,0.821673353,0.825553976,1.103266847,0.904182716,0.939991264,1.030316805,0.880732239,1.289647901,0.670360718,0.912599991,0.985964776,1.055550465,1.108366634,0.968576087,1.026323171,0.953766055,1.077659864
S46,0.92594783,0.963889667,1.258205942,0.935852112,1.160624173,0.738576501,1.03295208,0.896362561,1.156668745,0.653608807,1.220078386,1.143820277,0.73827777,1.1377792,1.14097382,0.977453408,0.855168141,1.236521909,0.704255471,1.134190261
S47,0.880708925,0.966015427,1.24028251,0.770620943,0.717229226,0.901851501,1.1773657,0.782676188,1.341072784,0.779303665,1.000649324,1.15396747,0.846552741,0.844620396,1.368592519,0.944324647,0.983506594,1.533209314,0.938542058,0.733845313
S48,0.869066695,1.092115598,1.09934434,0.786322014,1.408444657,1.149241581,0.744582904,1.085393319,0.736001539,1.013085155,1.373342495,0.725662526,1.196814126,0.75504862,0.9177812,1.114452334,0.690001187,1.392994201,0.725662526,1.224875625
S49,1.048645187,1.186957937,1.057208331,0.730431243,1.158330723,0.966831586,0.904638086,1.322160646,1.23641428,0.788366415,0.947918371,0.787500788,1.069102611,1.03285884,0.83827306,1.089044911,0.817390807,0.930691411,0.813463131,1.268555738
S50,1.071011489,0.724874076,1.420665889,0.673757188,0.98023972,0.988506622,1.05306048,1.023807647,1.415379463,0.898488939,0.798274334,0.936251667,0.934652895,0.79870078,1.11083673,1.193121121,0.791009545,1.180238565,0.807176642,1.209747997
S51,0.776667661,0.958658563,1.287088245,1.151186271,0.870909447,0.880918855,1.020094736,1.203283582,1.16858043,0.863303218,1.163769478,0.551988777,1.003000457,0.911112083,1.2517964,0.784013595,0.638999576,1.405796727,1.030111843,1.02506172
S52,0.841178945,1.011998786,1.067646745,0.935000935,0.832944719,1.041177359,1.02076103,1.041175985,1.275998469,1.100003235,1.16470554,0.66000066,1.069411171,0.873702597,1.099117261,1.113968286,0.575000805,1.014706479,1.035001449,1.099265353
S53,0.965854682,2.144344986,0.869267306,0.672505892,0.959034295,0.468453848,1.142927389,1.150097569,1.306906938,0.585727853,0.99573421,1.186407333,0.959034295,1.37737448,0.780756414,1.001699734,0.760639761,1.180044739,0.489042706,1.180044739
S54,0.589855771,1.381224616,0.950916303,0.835515943,0.537998474,0.823368742,1.150714188,1.471129485,1.258889285,0.608699609,1.126508765,1.005899591,1.008519991,1.274357395,0.771738043,0.802257072,0.590525576,0.932721184,1.50626308,1.202920511
S55,0.479803505,1.110603955,1.075679193,1.350876865,1.005204131,0.885745299,0.929386,0.954940733,1.475019906,0.766770188,1.299585851,0.480826015,0.854879775,1.313870814,0.859726857,1.000455531,1.007754688,0.942961654,0.979406383,1.216752631
