subject_number,FromM2_ToM1,FromM2_ToM3,FromM2_ToM5,FromM2_ToM4,FromM1_ToM2,FromM1_ToM3,FromM1_ToM5,FromM1_ToM4,FromM3_ToM2,FromM3_ToM1,FromM3_ToM5,FromM3_ToM4,FromM5_ToM2,FromM5_ToM1,FromM5_ToM3,FromM5_ToM4,FromM4_ToM2,FromM4_ToM1,FromM4_ToM3,FromM4_ToM5
S41,1.00106789,1.178061529,1.058824059,0.655459207,0.807692308,1.305407278,0.888462427,0.72000132,1.101870085,1.093858168,0.936591611,0.982240421,0.605768106,0.981816093,1.155407777,1.414279315,1.379121595,0.782337854,0.775287378,1.103296311
S42,1.154014032,0.782490678,1.131816371,1.24499667,0.901960063,1.347375358,0.909476543,0.744116177,0.962953653,0.9838216,1.207917995,0.766563343,1.035149284,0.637908103,1.054321665,1.118334208,0.960001536,0.9058815,1.629630595,0.439999472
S43,0.851685003,1.410706869,0.697806343,0.754903255,1.048504136,0.90327076,1.376158406,0.607655806,0.696341846,1.214137308,1.131557929,1.008909329,1.36245682,0.593891527,0.983702708,1.052803289,0.776739463,0.580417169,1.453008018,1.081888155
S44,1.004066461,1.280739945,0.403592635,0.623735531,1.311656359,1.101788543,0.925872148,0.670731171,0.858860507,0.95978997,1.377850827,1.02211423,0.631808574,0.665710373,1.273725857,1.137254488,0.75441485,0.927384755,1.086361724,1.278074315
S45,0.810475405,1.320560496,0.820411931,0.747157951,0.955320456,0.977532918,0.989034501,1.155936512,1.181817725,1.233900692,0.764708431,1.040001105,0.912657455,1.020935571,1.050613506,0.7529408,0.455113657,0.678812892,1.319478294,1.439707661
S46,0.714529216,1.555828229,0.365382058,1.187501781,1.753843342,0.619355693,0.727270942,0.981816754,1.066519458,0.942440444,1.08743344,0.815572621,0.531468409,0.921213165,1.448677969,0.942150045,0.853583218,1.315151924,1.034093534,0.89669503
S47,1.312495617,0.447761137,0.725808906,1.093749834,0.732353932,1.579479404,0.702822535,0.77812534,0.989304813,1.009090909,1.247802377,0.840909091,0.753792229,0.823790796,1.038278323,1.296707558,0.738359359,0.502081639,1.348882047,1.457663618
S48,1.149227145,1.008607838,1.422854602,0.543271581,1.333329867,1.26582216,0.47618915,0.969698116,0.946834864,0.999672821,0.994578562,1.265824,0.95464641,0.445057136,1.318262212,1.025652014,0.976000156,0.796272429,1.010819409,0.871429318
S49,1.554481477,0.967229486,0.81609921,0.797967001,1.267798579,1.019999921,1.190001607,0.816002171,1.143222802,0.912858525,0.443749235,1.349000179,0.691101379,0.998568718,1.164998777,1.28150164,0.925631392,0.390083529,1.061904868,1.479082577
S50,1.124552653,1.010469262,1.045832471,1.206732603,1.0245875,1.496789677,0.553279933,0.78026576,1.053137376,1.121084795,1.18478249,0.850615431,1.029166581,0.597580992,0.805435436,1.306251959,0.62767395,1.093363151,0.982443115,1.129807947
S51,1.201973883,0.953803853,1.121135069,0.986524748,0.844007,1.190429613,0.310951801,1.337668383,0.778252277,1.127125812,1.261585867,1.110111607,1.363096082,0.846057266,0.976546265,0.540094452,0.837371989,0.151594035,1.443534084,1.23403029
S52,0.768109797,1.244131189,0.92014204,0.90598207,1.08695625,0.688914171,0.917122527,1.316891018,0.969482275,0.975504833,0.701146628,1.150596525,1.12499775,0.293479588,1.330984716,0.908652868,0.854034071,1.169650694,1.244958523,0.840688451
S53,0.987091381,1.370176435,0.519004343,0.960905312,1.244600701,0.904165672,0.927347362,1.073079546,1.350876288,0.924526807,0.680555799,0.7999964,0.684211175,0.98112991,1.191669592,0.928569996,0.824562054,0.633422308,0.78333379,2.611119452
S54,1.75,1,1.076923077,0.55813873,1.028094274,0.995970808,1.225810589,0.55588808,1.408770616,0.524903082,0.775241875,1.328125,0.985728303,0.409253098,1.159556356,1.218247663,0.177045586,1.715118037,0.943315658,0.844367089
S55,0.997497706,1.221426757,1.02307472,0.727660813,0.854998034,0.977141405,1.315381782,0.848937615,1.363043263,0.932610633,0.809361832,1.03792749,0.73397568,0.73397568,1.090474586,1.124386085,0.82287356,1.175535236,1.141945179,0.964538083
