subject_number,FromM1_ToM4,FromM1_ToM3,FromM1_ToM2,FromM1_ToM5,FromM4_ToM1,FromM4_ToM3,FromM4_ToM2,FromM4_ToM5,FromM3_ToM1,FromM3_ToM4,FromM3_ToM2,FromM3_ToM5,FromM2_ToM1,FromM2_ToM4,FromM2_ToM3,FromM2_ToM5,FromM5_ToM1,FromM5_ToM4,FromM5_ToM3,FromM5_ToM2
S12,0.955905447,1.011379286,1.048424536,0.81774339,0.819160995,1.14512688,0.777736542,1.332378493,1.136188893,0.913623676,0.969304596,0.97203544,1.171679837,0.946912815,0.900456442,0.94691015,0.850243223,0.991054,1.247863092,1.056235406
S13,0.919999296,1.18536667,1.121917106,0.767738538,0.869307906,1.162268412,0.852965448,0.980390975,1.130501852,1.01310393,0.88253249,1.111608212,1.025340114,0.846312868,1.167055551,0.77176415,0.936462801,1.128212147,1.0767703,0.881943032
S14,0.97172598,1.004735293,1.136429376,0.983545087,0.744629581,1.04699257,0.96075927,1.101471844,0.934106423,1.019481672,1.036757926,1.095347839,1.147804413,0.833797063,1.246832901,0.68235455,0.924847681,1,1.156597275,0.97911139
S15,1.07128281,1.139527676,0.859049001,0.670781353,1.044444957,1.030190006,0.942222798,1.103595547,0.802971891,1.052849575,1.082912063,1.096976697,0.988900342,0.845214844,1.227219895,0.980402345,0.867515901,1.026647694,1.18090489,0.909694664
S16,0.918077306,1.133883756,1.139552955,0.800765726,1.005598423,1.224820273,0.981425384,1.030194954,0.838622039,0.929426515,1.091282891,1.079419977,1.289938011,0.906582318,0.98538635,0.714047019,0.944196932,1.126928674,1.213218136,0.60758305
S17,0.889858205,1.264449607,0.764948799,0.981036207,0.890723574,1.119923326,1.141495907,1.024766505,1.098557867,0.838635495,1.068018825,0.94168304,0.824723425,0.696050968,1.341920673,0.961949433,0.929096855,1.366444961,0.8334008,0.931932878
S18,1.359198778,1.0490031,0.731136037,1.005374434,0.965440598,1.153469979,0.823557683,1.038087537,0.99531026,0.926441606,1.119095211,0.989838787,0.853313168,0.966931578,1.225997456,0.750697528,0.656407797,1.145595765,1.18354198,0.895164459
S19,0.714310307,1.287301495,0.761213539,1.029791334,0.909950856,1.051972765,0.910330133,1.197711982,1.180890434,1.098907418,0.996297668,0.882463859,1.09348993,0.774952409,1.067129188,0.859506147,1.027262748,1.195452004,0.935530587,0.865881053
S20,0.615574523,1.132352014,1.224932464,0.954034978,1.051415643,1.028216373,0.879093956,1.169099604,0.861460273,1.131507751,1.028151067,0.935823046,0.997380109,0.830307666,1.14528292,1.065442204,0.907597353,1.217296023,1.121793333,0.773729236
S21,0.84282953,1.238192491,0.916139394,0.813141259,0.931288907,1.244197576,0.711358011,1.120146183,0.959879833,1.076836493,1.039356186,0.87810298,0.850948907,0.683342635,1.324850205,0.934521082,1.011138477,0.972682004,1.246495849,0.702690482
S22,1.046883445,1.241676784,1.067107809,0.5450191,0.836349259,1.097063886,1.067078954,0.932566933,1.159243537,0.912903539,0.894824883,1.066394687,0.977604156,1.084235184,1.023937344,0.922372689,0.734653104,1.105265897,1.104826111,1.008145321
S23,0.896787674,1.16145983,0.990472175,0.935690593,0.788989627,1.074641971,1.061627361,1.152005727,0.975329503,0.847576323,1.16586597,1.059584524,0.974895827,1.074497369,1.156672257,0.785293428,1.063791322,1.035555809,0.916369086,0.950801028
S24,0.616721018,1.33694389,0.855960982,0.999202895,0.473993261,1.313490719,0.845498641,0.855194781,1.044200761,1.116477616,0.83628169,1.163380173,1.448761222,0.826765057,1.061318254,0.761594256,0.96693455,1.172807526,0.855280414,1.237366896
S25,0.710715984,1.264757181,0.923657769,1.056517093,0.872323499,1.227791102,0.942257346,0.923821497,1.070541595,1.008510313,1.009140828,0.912212938,1.021439526,0.9227931,0.974703676,1.045690903,0.813202445,1.371377356,1.026033872,0.840862392
S26,1.065793964,1.111150098,0.842764479,0.993909252,0.973261403,1.092494431,0.894580495,1.05581247,1.065407205,0.919461634,1.141509475,0.913212484,1.096244025,0.93896262,1.146325108,0.584185948,0.955320988,1.345401826,1.044475472,0.728862245
S27,0.818208775,1.161260896,1.153404472,0.856817308,0.958457564,0.99777602,0.885603307,1.315750001,1.060264029,1.175817125,0.849052745,0.94608052,1.245318419,0.747040703,0.961299831,1.004809709,0.921558242,1.06666733,1.047461272,1.019574161
S28,0.878787736,1.227035116,0.903887976,0.794056373,0.676144441,1.119419827,0.928457795,1.343678011,1.130677724,1.042528151,1.120089305,0.827821333,0.931217288,0.776843458,1.249768666,0.891017155,1.009475293,1.233112032,0.974271352,0.828102146
S29,0.850899316,1.176160289,1.074342182,0.87402426,0.585400935,1.01296563,0.886946966,1.340059097,1.066383177,1.058981093,0.953706535,0.9747426,1.094723905,0.590802377,1.479558769,0.821046677,0.937426276,1.173108541,1.078718324,0.780576753
S30,0.944447232,1.201711819,0.818880488,0.949440731,1.005961699,1.200663902,0.784998552,1.053863226,1.148100065,0.764237837,1.100930021,1.023984348,1.149061818,0.812065074,1.113803011,0.880812698,0.681095229,1.461864699,0.98461856,0.952745508
S31,0.942754793,1.109873052,1.141498718,0.932238333,0.96169595,1.024888745,0.82853882,1.222333067,1.023992509,0.927387092,1.089680779,0.977262346,0.994175058,0.946832025,1.03755496,0.819487429,1.085000389,1.265841683,1.082808688,0.651000908
S32,1.04876748,1.049443048,1.04852467,0.974736498,0.702067262,1.084310853,0.990419994,1.212659127,1.087603533,0.858906037,1.118191882,0.907132244,1.015729355,0.741589519,1.245164366,0.851418598,0.966501698,1.303127189,0.954529918,0.931145601
S33,0.89433421,1.037038582,1.358331977,0.923920282,0.837649926,1.155561361,0.991647115,1.004908823,1.083820504,0.878101439,0.78917092,1.153082192,1.06844084,1.117801297,1.074966655,0.842428101,0.768316342,1.237181538,1.037123484,0.858226078
S34,0.866666302,1.090322299,1.331827583,0.643808426,0.701753333,1.018674194,0.981265537,1.654137143,1.040855358,1.045838756,1.042466789,0.811056803,1.174239048,0.782184175,1.1363625,0.817775194,0.386668291,1.411844523,1.192741774,0.819208184
S35,0.915477117,1.268707655,1.23655465,0.861661513,0.755426074,1.058769423,0.716762974,1.281307194,1.011424852,1.007721625,0.949763911,0.995687233,1.177810065,0.983666386,1.221234153,0.749670446,0.778671197,1.265043867,0.976604769,0.914172279
S36,0.555272489,1.231086493,1.151072608,0.780303336,0.936324049,1.084599037,0.496912306,1.604070993,1.151253409,0.898233963,0.991141056,0.94669248,0.960532275,0.927030497,1.205359834,0.73135182,0.516906809,2.100533799,1.197528133,0.558808341
S37,0.890912527,1.056687984,1.118777029,0.81000081,1.007722853,1.190479391,0.909839771,0.962979979,1.005634392,1.040880487,1.035686651,0.934668697,0.96793904,0.921451995,1.164698761,0.90988587,1.013650908,0.66883279,1.218383226,0.963819548
S38,1.062501816,1.052543772,0.984371662,0.841119229,0.784315294,1.346517434,0.700231916,1.028036615,1.043977764,0.892371324,1.171243175,1.08547719,1.042778964,0.722221901,1.263278873,0.485980436,0.870757039,1.249805775,1.220148523,0.580266313
S39,0.733874534,1.195762622,1.044925917,0.814392737,0.931656789,1.076019716,0.725292088,1.32298439,1.147995082,1.069312893,0.9047605,0.98527903,1.016195826,0.659104821,1.165988146,0.9337275,0.890386879,0.96772757,1.042067479,1.111042619
S40,0.906763139,1.129787751,1.071631406,0.859472309,0.974919104,1.037826428,0.820205913,1.158931227,1.135941861,0.961180385,1.003415439,0.952092328,1.209858619,0.571692639,1.21221849,0.823388214,0.682027922,1.289106638,1.230039819,0.837916684
S41,1.028641316,1.095512,1.040925113,0.920063101,0.84692894,1.25313746,0.791103368,1.113665383,1.118444094,0.981822131,1.095900846,0.878186902,0.888462427,0.800811515,1.142037451,1.026667693,1.004536799,1.098133819,0.955366214,0.97183218
S42,1.058731293,1.296698433,0.909041522,0.565348195,0.943349445,1.154816321,0.794985545,1.048674845,1.039791069,0.864118673,1.082904982,0.991335278,0.944704225,0.862318612,1.107459666,1.154731446,0.678906336,1.032832047,1.168732048,0.986926474
S43,1.069948283,0.907235956,0.995506497,1.008474612,0.669116697,1.324845461,0.863334495,1.03927887,1.047524059,0.862592912,0.984507901,1.127865633,0.830991459,0.639862479,1.413797354,0.746967973,0.977122142,1.216224007,1.016650066,0.938522917
S44,0.679891122,1.084704329,1.185211453,1.03357012,1.064813119,1.043103244,0.722563707,1.153332914,0.949647188,0.78580785,1.120241921,1.152879375,0.938991766,1.039437177,1.245439458,0.670763254,0.830657264,1.286238343,1.164292207,0.712420276
S45,0.678708419,1.165155719,0.944025161,1.157981589,0.77778,1.083631031,1.153409189,1.149156733,0.964813306,1.106226864,1.001542376,0.943704435,1.140842808,0.868464256,1.050812116,0.905508389,0.895943306,1.243599906,1.095342982,0.768419228
S46,1.235774077,1.048878868,0.940269614,0.835903614,1.08450804,1.204119964,0.826592494,0.853002123,0.794553568,0.824317538,1.184473732,1.198812672,0.984298843,0.92452009,1.124735644,0.827414847,1.072694171,0.980383662,1.079877439,1.030925456
S47,0.605657905,1.299220486,0.965889974,0.918272586,0.867557616,1.146678261,0.9768,0.965796056,0.991991649,0.978438739,0.930757663,1.209325328,0.677264044,0.926537439,1.075078373,0.995044329,1.120275818,1.336106396,0.917533207,0.835505241
S48,0.959859378,1.030106582,1.114846828,0.821143908,0.74032637,1.143042153,0.962998547,1.138961833,1.006452556,1.115749645,0.989491023,0.905805546,1.144459632,0.841934584,0.96331213,1.181382316,0.791144456,1.073948471,1.209871805,0.888928644
S49,0.890162942,0.9920679,1.153328206,0.87317701,0.68250844,0.993479363,0.918459778,1.663234764,0.852881091,1.140487577,1.063234426,0.863637758,1.360972106,1.096908925,0.932172491,0.608633041,0.892605205,1.007293447,1.199355542,0.960943745
S50,0.868631221,1.185865986,0.879303146,1.090971901,0.785500529,1.135117838,1.035975981,0.926650549,1.013768686,0.923277181,1.131114975,1.071263426,0.913532631,0.734263309,1.289833131,0.871068532,1.053687541,1.414631869,0.919945355,0.700207448
S51,0.926030675,1.192091503,0.843256983,0.878855895,0.807033369,1.018403211,1.19477629,1.040640223,0.946727754,1.026102883,0.996673783,1.095558436,1.170723289,0.705345494,1.127175775,0.980215943,0.846573628,0.900872373,1.253011865,0.865924052
S52,0.759200562,1.10220419,1.349687779,0.950637256,0.719200249,1.158988109,0.779133603,1.117927363,0.946386328,1.149862975,1.022097234,0.92677283,1.391867697,0.854100632,0.947897654,0.852295301,1.001449599,1.079687068,1.259447498,0.657199978
S53,0.895550765,1.245508539,1.182898613,0.744429165,0.81738329,0.977083294,0.738156311,1.88976389,0.998177991,0.792792334,1.14467348,0.832432432,1.244024613,1.066058587,1.041461779,0.48167164,0.772021085,1.611987975,0.973200119,0.836632054
S54,0.916160389,1.160638015,1.091083555,0.911338116,0.665892898,0.966929444,0.956214751,1.484823247,1.01398974,0.963094229,0.977054889,0.798354751,1.180748948,0.908138279,1.155253239,0.972847403,0.812919897,1.082136868,1.249864887,0.658690835
S55,0.781541132,1.151802183,1.182600098,0.975644937,0.950586723,1.152236161,1.056288216,1.032814129,0.833335,0.907612448,1.066955759,1.178466707,1.027552562,1.149646373,1.064306066,0.626060595,0.915981042,1.300510128,0.953279302,0.769031467
