subject_number,FromM1_ToM4,FromM1_ToM3,FromM1_ToM2,FromM1_ToM5,FromM4_ToM1,FromM4_ToM3,FromM4_ToM2,FromM4_ToM5,FromM3_ToM1,FromM3_ToM4,FromM3_ToM2,FromM3_ToM5,FromM2_ToM1,FromM2_ToM4,FromM2_ToM3,FromM2_ToM5,FromM5_ToM1,FromM5_ToM4,FromM5_ToM3,FromM5_ToM2
S1,0.927738833,1.090806596,1.125274935,0.959368852,0.875522852,1.000586475,0.914829475,1.086361527,0.896679645,1.084538372,0.948593924,1.042389371,1.075509216,0.905928473,1.288973927,0.801462165,0.851946828,1.221258009,1.055486896,0.941628452
S2,0.848960111,1.159133937,0.985397928,0.785758151,0.822781416,1.09380469,0.885155144,1.160564034,1.051840057,0.985233227,1.15293054,1.039261217,1.171596746,0.773438273,1.113381975,0.87147853,0.736808278,1.334152528,1.180664583,0.864727732
S3,0.764626217,1.112804858,0.980917909,0.926337693,1.256440332,1.019838354,0.872526524,1.103631508,0.812927181,1.120547029,1.070210065,1.002720146,1.062544136,0.689476255,1.22600954,0.911223374,0.843026248,1.013373828,1.213728691,0.945843795
S4,0.752975998,1.403704332,0.681125446,1.042832,0.839080713,1.199870781,0.899011899,0.980541258,1.102993815,0.933061925,1.118977618,0.876876751,0.928808938,0.993929396,1.093796092,1.013034667,0.976299484,1.237583109,0.940686066,0.887544985
S5,0.913928206,1.015616786,0.970229668,0.863542719,0.750275579,0.895832,1.178217122,1.253833991,0.92766059,0.849066446,1.018764144,1.051292477,0.952087004,0.89496057,1.314189377,0.912203212,1.06469273,1.214399992,1.125471221,0.773531122
S6,0.695901568,1.244259815,0.933664487,1.084395755,0.747466198,1.287294308,0.758964357,0.863862061,0.968842477,1.086496288,1.146569045,0.764855889,1.195736938,0.696195293,1.163956158,1.004270007,0.916485833,1.271117724,1.111437104,0.846830314
S7,0.995259605,1.004406271,1.268569091,0.464288411,0.924327276,0.866502491,1.055161365,1.385864167,1.131954164,1.058331463,0.983180588,0.893409376,1.128651098,0.908707806,1.178074359,0.87098707,0.662199114,1.129821705,1.353577254,0.726530675
S8,0.951714101,1.08902439,0.735271761,0.876087317,1.096862081,0.990755321,0.936669305,1.051403155,1.177680218,1.006284583,0.935794842,1.002852742,0.955102793,0.862215275,1.254762655,1.0419796,0.810853269,1.175497027,1.103660064,1.005457374
S9,0.82359373,1.119826962,0.995904992,1.06599,0.731203241,1.206128051,1.147642034,1.166367535,1.004959583,0.915876491,1.15716164,0.877246452,1.242024937,0.41095881,1.081282853,0.985888318,0.830133397,1.545041912,1.064687024,0.77360444
S10,0.855432725,1.15627145,0.885655438,1.134258888,0.943875992,1.048451904,0.907817218,1.01281859,1.003085332,1.070083453,0.897973386,1.072294924,1.026278555,1.104430251,1.126771968,0.868530964,0.810974557,0.929642655,1.077073947,1.143987881
S11,0.634877774,1.334489811,0.882980865,0.776760607,0.701729271,1.050693175,0.86247357,1.80747899,0.964991269,0.88321303,1.142668853,0.909973324,1.184044333,0.802091175,1.108586326,0.708341951,0.789303337,1.403206668,0.939393333,1.259445919
