subject_number,FromM4_ToM2,FromM4_ToM5,FromM4_ToM3,FromM4_ToM1,FromM2_ToM4,FromM2_ToM5,FromM2_ToM3,FromM2_ToM1,FromM5_ToM4,FromM5_ToM2,FromM5_ToM3,FromM5_ToM1,FromM3_ToM4,FromM3_ToM2,FromM3_ToM5,FromM3_ToM1,FromM1_ToM4,FromM1_ToM2,FromM1_ToM5,FromM1_ToM3
S17,0.925345586,1.348367365,1.11041653,0.697237699,0.701387486,1.391638661,1.356595551,0.489339213,1.73184376,0.758046425,0.932980231,0.951965603,1.009177829,1.134201647,0.695988789,1.197748142,0.842585456,0.907838621,0.510656051,1.096971373
S18,0.991498535,1.075309301,1.189266839,0.748181013,0.97286284,0.771955643,1.226257002,0.986538386,1.318449145,0.918364754,0.865127321,0.829850795,0.914121314,1.331454019,0.812251947,1.004719083,1.056187655,0.396314754,1.531217345,1.098481446
S19,0.816403109,1.065906598,1.40943595,0.824917885,0.945151927,1.067279868,1.22429114,0.871871632,1.099050247,1.005475459,0.706907158,1.280630644,0.99295475,0.992385351,0.783102778,1.212104516,0.895779427,1.148459397,0.912358812,0.960276989
S20,0.806255633,0.880355311,1.369445614,1.022726829,1.115354456,1.00018267,1.025438618,0.80662533,0.785206134,1.183437733,0.934153684,1.202969892,1.020896929,0.828003045,1.182293187,0.87403525,1.031022209,1.04380632,0.878714189,1.127684322
S21,0.794805588,0.645862766,1.286150451,0.934463716,0.443568429,1.136057211,1.336057395,0.748904266,1.19651953,0.433903134,1.182311598,1.059530908,0.958409864,0.965963275,0.944104892,1.141329857,0.615221366,1.095680997,1.010070651,1.241452941
S22,0.954537651,1.078783558,1.123588222,0.788236923,0.945983791,0.947567754,1.295468214,0.671375505,0.979135632,1.106918383,1.165244205,0.930991237,0.913229606,0.906849585,0.896775859,1.248089109,1.392698083,0.880342428,0.855012365,0.947786808
S23,1.179760749,0.885704834,1.105140727,0.744794403,0.992387933,0.843244975,1.158214061,0.907638344,1.150982294,1.076900238,0.937194416,1.008826937,0.634190101,1.000116224,1.126257193,1.229540223,0.841669841,0.878222862,1.078897711,1.220547522
S24,0.604999285,1.090519091,1.291032581,0.5,0.874286364,0.844140085,1.121221571,1.669089164,0.929722987,1.16459755,0.823636395,1.089867322,1.14263892,0.984428062,1.131526165,0.932222846,0.742858544,0.850913538,0.978057742,1.299094368
S25,0.971874113,1.179312579,1.172413793,0.635056568,0.852997742,0.873066779,0.96198918,1.087964071,1.371470962,0.570899981,1.205226709,0.954138975,1.057643885,0.928221075,0.685600035,1.33478198,0.606001108,1.334061412,1.001958117,1.141564926
S26,0.819037277,1.069561137,1.380083862,0.695652,0.701089443,0.793845191,1.30387005,0.908945478,1.4754152,0.647402898,0.824219574,1.233398314,0.872442318,1.221797087,0.894195294,1.080094031,1.099946885,0.877901496,0.92257337,1.063939136
S27,0.99822316,1.280224673,1.150866943,0.937891857,0.771732862,1.259212215,0.889113193,1.195057243,1.339213558,0.811183517,1.037476856,0.858132613,0.934655744,0.886050195,0.911068226,1.044705186,1.048686912,1.166668509,0.7000021,1.042073414
S28,0.792100333,0.95051427,0.993078109,1.351223459,1.268835083,0.888890667,1.239953146,0.603317647,1.554637783,0.866662267,0.931343753,0.713726606,0.920235691,0.980914537,1.098080692,1.031400946,0.599151933,1.031674393,1.043137692,1.234414347
S29,0.949018803,1.429692083,0.966275458,0.748404334,0.72940874,0.73809819,1.394998466,1.21385473,1.129409381,0.666666667,1.146666741,0.771084764,0.941173616,0.95833125,1.095239286,1.054216949,0.88780498,1.167885846,0.51335469,1.293655541
S30,0.885067655,1.361854685,1.212567313,0.767660135,0.890598839,0.964179716,1.248584936,0.875629984,1.042636961,0.820090019,1.03988243,1.126232492,0.942822772,1.167994317,0.805642305,1.097475999,1.06331763,0.548860587,0.873650805,1.119928629
S31,0.7871489,1.036732082,1.166321277,0.960905832,0.658932851,1.000448401,1.111614539,0.930915689,1.104024326,0.865102751,1.227043887,1.03217191,1.099810129,0.885477363,0.874677856,1.283255266,0.835599903,1.369975368,0.902175167,0.864585191
S32,1.014582154,1.014584037,1.032702088,0.678063763,0.663688693,0.792888958,1.274287116,1.093448204,1.289162093,0.846224636,0.906666712,1.068251761,0.785406954,1.070093238,1.025032606,1.141750291,1.11386424,0.806225437,1.128711743,1.145687552
S33,1.081959852,1.037121448,0.928392416,0.747537141,1.025365425,0.657183884,1.274618291,0.828947829,1.390427978,1.214792175,1.023757051,0.757710249,0.770499244,0.708598665,1.243241731,1.274946682,0.430817699,0.846891943,1.030850155,1.326490606
S34,1.145208484,1.145207136,1.29952182,0.513871696,0.719743275,1.102261726,1.117895367,1.102265274,1.616011718,1.079456325,1.069066365,0.420116986,0.986110245,0.700877471,0.840152062,1.304782888,0.797861447,1.183561617,0.814594783,1.164122272
S35,0.631981348,1.033048138,1.522127102,0.725272044,1.249685124,0.648304745,0.796028215,0.970994233,1.265309803,1.135746473,0.846277215,1.00361838,0.946505994,0.93841098,1.079439171,0.994499913,0.776701314,1.117647059,1.153845033,1.201301853
S36,0.795455,1.517047267,1.382436932,0.514253174,0.901130825,0.826032909,1.166922942,0.9545816,1.751851392,0.805244061,0.979616774,0.911015637,0.785608986,1.049794724,0.757552358,1.198392537,0.630505588,1.027235451,0.840678281,1.247409382
S37,0.934759336,0.595290837,1.158626123,1.142962969,0.724196287,0.994766672,1.044985269,1.183339425,1.037725827,0.968042118,1.085606089,0.981687041,1.106289052,1.007432141,1.057122465,0.880053302,0.825396136,1.111535656,0.830224316,1.153395307
S38,0.592064181,1.044110504,1.329276491,0.632570369,0.639124322,0.457752088,1.467334472,1.018754459,1.217237144,0.808945381,1.021621591,1.111236489,0.908233539,0.974847743,1.177076973,0.965138487,0.902282415,1.149301699,0.704978876,1.177994847
S39,0.867005145,0.88373992,1.074036065,1.295974208,0.667633556,1.052583368,0.886934312,1.101873331,1.05234151,1.055236448,1.202470904,0.914669036,0.80292,0.712231772,1.242846764,1.071748328,0.924122182,1.104869998,0.890060995,1.0817156
S40,0.899986479,0.729410853,1.319770209,0.788202574,0.649581656,1.037987664,1.111595216,0.985295506,0.981485286,1.052958149,1.101582025,1.013710636,0.923488632,0.926942265,1.153715113,1.074454414,1.074870879,0.912906656,0.729972479,1.19382907
S41,1.304184943,1.148629201,0.895139235,0.797513601,0.645962296,0.948929678,0.986018049,1.261098892,1.029957578,1.058779739,1.179126403,0.792820445,1.161697503,0.856060575,0.880808129,1.153834403,0.73973966,0.880137876,1.086697549,1.19091936
S42,0.690639343,0.946609211,1.430915371,0.716844131,0.666945935,1.203294856,0.970100566,1.063105881,1.124624564,1.029826244,1.002385631,0.939006449,1.004461473,0.959243008,0.998905634,1.060679344,0.799729348,1.052701419,0.713802573,1.342403088
S43,0.977402239,0.901999553,1.28643877,0.870352442,0.957893757,1.20640017,0.836363974,1.040004007,1.023765571,0.800948719,1.156215124,0.864515161,0.847991835,1.200493327,1.07412425,0.895101709,0.872280572,0.567217752,1.012478801,1.306477817
S44,0.995744309,1.080288394,1.185407335,0.702124596,0.828938234,0.735094804,0.971790438,1.498464074,0.961060444,0.745661928,1.199846139,1.103044086,0.997885266,1.136983118,1.153076086,0.692394867,0.990180985,0.744616318,0.878086645,1.266351463
S45,0.68262142,1.404323478,1.14451474,0.991668242,0.793311536,0.668438885,1.441017305,0.666384787,0.982091619,0.800631218,1.01218877,1.03481839,0.923770698,1.079316897,1.073606493,0.985568446,1.134063292,1.097869584,0.955557042,1.045061757
S46,0.945756456,0.849903825,0.83468693,1.409847091,1.061559034,0.802844943,1.391407455,0.739877152,0.902866994,0.727777727,1.123533268,1.17063287,0.872159215,1.156088411,1.209273619,0.721098564,1.074165088,1.407362382,0.700877789,1.018436993
S47,1.139536209,0.963932846,1.322221488,0.723862978,0.996275446,0.960733363,0.837208,1.065542975,1.112460512,0.847503007,1.035129684,0.697469607,0.928001039,0.863255011,1.338754274,1.09672827,1.026816865,1.193970172,0.841651991,1.131854691
S48,0.834689047,0.938244821,1.188725179,0.853238992,1.022281312,1.09529873,0.911123703,1.053260678,0.843673996,1.100443163,1.265871852,0.83144898,1.214251545,1.001999607,1.008926986,0.892107576,0.715278314,0.995169082,0.919641708,1.196807669
S49,0.758308095,1.405696147,0.990682702,0.965990467,0.599308464,0.9145847,1.099551876,1.198621466,1.451319528,0.983938667,0.759588028,1.121476621,1.256219924,1.102154507,0.762159814,0.909678065,1.005898229,1.103164832,0.884919025,1.069127803
S50,0.917231385,1.077946923,1.227833509,0.87617211,1.22033768,0.863133875,0.935062931,1.08031708,1.0951764,0.839159237,1.17216,0.888722384,0.957280361,0.965133385,1.077977079,1.096689378,0.82589868,1.024589044,0.662968741,1.13651957
S51,0.712758375,1.375963748,1.087280571,0.706668001,0.901147578,1.191425004,1.159567071,0.903929682,1.000577061,1.097813322,0.869486586,0.95453935,1.176003387,1.12643515,0.8794842,1.008232021,0.796049858,0.985387935,0.588796101,1.395785466
S52,0.766867368,1.195738384,1.312016312,0.340326367,0.933332089,0.749189938,1.147033802,1.263589033,0.884792562,0.834233611,1.208199888,1.283432364,1.264869274,0.834811605,0.625376107,1.116805709,0.594405757,1.647690622,0.954261258,1.055171824
S53,0.734026701,1.937021416,0.991032733,0.872223603,0.671688843,0.8904997,1.397181461,0.761868465,1.233768525,0.719698246,1.171600161,0.866304845,0.919642384,1.258241882,0.390151941,1.28154088,0.801853238,1.275670952,1.154180745,0.839148633
S54,0.622222222,1.169230769,1.055739366,1.194664628,0.830356364,0.973311054,0.907491824,1.476191952,0.960440497,0.762251587,1.062781185,0.832378733,1.048557683,1.278239631,0.81118775,0.894764764,1.05700453,0.958726712,0.995604407,1.03967087
S55,1.023811269,0.996141621,1.132726657,1.05147798,0.67238501,0.825552885,1.227596813,1.375919457,1.413564508,0.425675676,1.239790953,0.590580185,0.97785388,1.082366407,1.059997224,0.757139349,1.060173381,1.206083706,1.012417823,0.885564967
