subject_number,time,duration
S1,1,87.823055
S2,1,98.345735
S3,1,83.138801
S4,1,81.705557
S5,1,98.431093
S6,1,84.147372
S7,1,97.898519
S8,1,92.118597
S9,1,74.992397
S10,1,94.593314
S11,1,93.492761
S12,1,88.032116
S13,1,88.890453
S14,1,81.858793
S15,1,91.034527
S16,1,97.554813
S17,1,85.939566
S18,1,94.658469
S19,1,99.173447
S20,1,94.496416
S21,1,89.531138
S22,1,82.543325
S23,1,95.013558
S24,1,95.590223
S25,1,93.582663
S26,1,70.838028
S27,1,101.103653
S28,1,91.207657
S29,1,98.402696
S30,1,86.236242
S31,1,101.169519
S32,1,91.934117
S33,1,90.393613
S34,1,106.408855
S35,1,90.741861
S36,1,76.509558
S37,1,72.504727
S38,1,89.283546
S39,1,90.366429
S40,1,82.354645
S41,1,95.425704
S42,1,84.418039
S43,1,88.016402
S44,1,90.886029
S45,1,84.173321
S46,1,91.54704
S47,1,93.324488
S48,1,91.480461
S49,1,90.667234
S50,1,92.019699
S51,1,96.59959
S52,1,90.691153
S53,1,87.526699
S54,1,100.056032
S55,1,95.675796
S1,2,88.667631
S2,2,96.667714
S3,2,88.936817
S4,2,81.68808
S5,2,101.108152
S6,2,80.556465
S7,2,93.645486
S8,2,92.239624
S9,2,84.07892
S10,2,87.382694
S11,2,94.845553
S12,2,89.61191
S13,2,91.582993
S14,2,86.963191
S15,2,87.177897
S16,2,95.60004
S17,2,88.346679
S18,2,93.76384
S19,2,96.010355
S20,2,93.138002
S21,2,93.365419
S22,2,82.025716
S23,2,89.157923
S24,2,95.322849
S25,2,100.176701
S26,2,72.203211
S27,2,105.317922
S28,2,92.713064
S29,2,99.294291
S30,2,86.534766
S31,2,93.192422
S32,2,84.655616
S33,2,92.37979
S34,2,105.669012
S35,2,90.105501
S36,2,83.45864
S37,2,80.302763
S38,2,85.798871
S39,2,85.605201
S40,2,80.567468
S41,2,89.149081
S42,2,85.132629
S43,2,97.538145
S44,2,92.756214
S45,2,85.963779
S46,2,83.429063
S47,2,97.726651
S48,2,89.553412
S49,2,87.883643
S50,2,90.729606
S51,2,106.306484
S52,2,89.289461
S53,2,92.071834
S54,2,101.398831
S55,2,94.904053
S1,3,91.351327
S2,3,98.330185
S3,3,89.091423
S4,3,81.966103
S5,3,94.16231
S6,3,79.757911
S7,3,91.637127
S8,3,89.645372
S9,3,85.273369
S10,3,85.988842
S11,3,94.237167
S12,3,90.938656
S13,3,94.215287
S14,3,85.662718
S15,3,85.336982
S16,3,93.986905
S17,3,86.258175
S18,3,87.053106
S19,3,94.708109
S20,3,94.317716
S21,3,93.402023
S22,3,78.463995
S23,3,90.304833
S24,3,95.945175
S25,3,97.956723
S26,3,74.349375
S27,3,102.338199
S28,3,90.790874
S29,3,99.027333
S30,3,85.513722
S31,3,93.083399
S32,3,85.690909
S33,3,94.936532
S34,3,98.204459
S35,3,88.70466
S36,3,83.090946
S37,3,80.564351
S38,3,88.65208
S39,3,84.218015
S40,3,80.653994
S41,3,90.638648
S42,3,86.440558
S43,3,93.891312
S44,3,93.332999
S45,3,86.776243
S46,3,82.655759
S47,3,97.120666
S48,3,88.133361
S49,3,91.30608
S50,3,91.378627
S51,3,99.263088
S52,3,88.584796
S53,3,91.051736
S54,3,102.20577
S55,3,90.159965
S1,4,88.715818
S2,4,103.874841
S3,4,92.328847
S4,4,82.880211
S5,4,95.716386
S6,4,80.281537
S7,4,92.840484
S8,4,88.03108
S9,4,87.530461
S10,4,88.340826
S11,4,91.110352
S12,4,89.724184
S13,4,94.723049
S14,4,83.916578
S15,4,85.815316
S16,4,98.342717
S17,4,88.255984
S18,4,87.925454
S19,4,96.009844
S20,4,96.050813
S21,4,93.317406
S22,4,80.853689
S23,4,90.167615
S24,4,98.020567
S25,4,97.641229
S26,4,80.956939
S27,4,103.03875
S28,4,94.860857
S29,4,99.950193
S30,4,89.257649
S31,4,92.610385
S32,4,87.225845
S33,4,98.688028
S34,4,101.074483
S35,4,90.445753
S36,4,83.684038
S37,4,80.947402
S38,4,87.64921
S39,4,86.36737
S40,4,84.404331
S41,4,89.594347
S42,4,87.739489
S43,4,95.629893
S44,4,93.501592
S45,4,87.465196
S46,4,83.828384
S47,4,97.314919
S48,4,91.091735
S49,4,92.415347
S50,4,93.503255
S51,4,100.495822
S52,4,93.006692
S53,4,92.654925
S54,4,103.811565
S55,4,92.141737
S1,5,87.786669
S2,5,104.153662
S3,5,90.348672
S4,5,85.722134
S5,5,94.48021
S6,5,78.523131
S7,5,95.213164
S8,5,87.977286
S9,5,86.428254
S10,5,88.237918
S11,5,89.953288
S12,5,85.254951
S13,5,92.702953
S14,5,83.951566
S15,5,87.752484
S16,5,96.816251
S17,5,87.477979
S18,5,90.826641
S19,5,96.00808
S20,5,94.948879
S21,5,93.08704
S22,5,78.945687
S23,5,90.916343
S24,5,96.444578
S25,5,101.173989
S26,5,80.431501
S27,5,100.685371
S28,5,96.213538
S29,5,97.693918
S30,5,90.742405
S31,5,91.513107
S32,5,84.441873
S33,5,99.952455
S34,5,103.235311
S35,5,88.909649
S36,5,83.681896
S37,5,80.956864
S38,5,85.734512
S39,5,88.322515
S40,5,84.885374
S41,5,90.438841
S42,5,90.49536
S43,5,96.196483
S44,5,92.696714
S45,5,90.45503
S46,5,82.949714
S47,5,100.422672
S48,5,92.677222
S49,5,89.897096
S50,5,94.137526
S51,5,100.51775
S52,5,92.808879
S53,5,93.26679
S54,5,105.425216
S55,5,93.835562
