subject_number,time,microstate,gev,duration,coverage,occurrence
S21,3,M1,0.10843,82.294449,21.689503,2.275857
S22,3,M1,0.066584,79.515439,15.556143,1.754091
S23,3,M1,0.064483,78.282329,15.488063,1.76136
S24,3,M1,0.083842,78.364334,17.173375,1.92692
S25,3,M1,0.077197,86.806239,16.190476,1.648825
S26,3,M1,0.078085,75.358673,17.35164,2.054921
S27,3,M1,0.050546,77.148624,12.32361,1.396161
S28,3,M1,0.121737,87.605426,23.009716,2.231983
S29,3,M1,0.092296,79.120004,19.390071,2.163121
S30,3,M1,0.088573,82.4847,17.153615,1.799247
S31,3,M1,0.102271,84.271193,20.804808,2.135017
S32,3,M1,0.105104,86.125295,19.56379,1.946529
S33,3,M1,0.09433,78.323443,18.935196,2.135333
S34,3,M1,0.072988,79.243352,17.098555,1.911923
S35,3,M1,0.040272,70.797111,10.952514,1.427378
S36,3,M1,0.053612,76.141263,13.719527,1.625624
S37,3,M1,0.092566,83.604925,18.284731,1.884711
S38,3,M1,0.077487,77.186162,16.312709,1.887772
S39,3,M1,0.051418,75.214175,12.769208,1.51545
S40,3,M1,0.052258,73.60005,13.010149,1.57896
S41,3,M1,0.060028,72.326136,14.870116,1.854643
S42,3,M1,0.062858,82.277005,14.820147,1.571761
S43,3,M1,0.080022,78.825548,16.815002,1.921612
S44,3,M1,0.07499,72.66036,15.547678,1.929291
S45,3,M1,0.104807,84.70218,20.721831,2.115213
S46,3,M1,0.067992,80.231406,16.096148,1.78336
S47,3,M1,0.061115,80.277334,14.712794,1.592897
S48,3,M1,0.056831,78.211821,14.256604,1.61421
S1,4,M1,0.05344,76.685476,14.327337,1.692063
S2,4,M1,0.085167,85.394372,16.685501,1.681645
S3,4,M1,0.055983,77.454922,13.8106,1.613597
S4,4,M1,0.045825,72.172261,12.426594,1.569209
S5,4,M1,0.077715,77.779021,17.581009,1.959958
S6,4,M1,0.053897,79.657382,13.670449,1.497957
S7,4,M1,0.094506,80.618912,19.917562,2.180554
S8,4,M1,0.079544,82.40635,18.486915,1.945803
S9,4,M1,0.095127,85.488204,19.095413,1.930854
S10,4,M1,0.085932,77.554486,18.422355,2.125515
S11,4,M1,0.083845,81.697431,17.37872,1.879494
S12,4,M1,0.077325,75.210311,17.153969,2.035732
S13,4,M1,0.066882,82.285794,14.945181,1.605818
S14,4,M1,0.064799,74.31772,14.368067,1.741226
S15,4,M1,0.054362,76.045776,13.729592,1.636178
S16,4,M1,0.053419,74.280569,12.212701,1.457217
S17,4,M1,0.077944,77.212094,17.28822,1.987664
S18,4,M1,0.066846,75.250958,15.367942,1.821057
S19,4,M1,0.036635,74.353101,10.940047,1.324663
S20,4,M1,0.096922,84.22584,18.95578,1.905544
S21,4,M1,0.101274,83.447454,20.912921,2.155021
S22,4,M1,0.062975,79.690872,14.523792,1.63548
S23,4,M1,0.059173,76.274917,14.045346,1.649501
S24,4,M1,0.076508,77.766772,15.900952,1.81756
S25,4,M1,0.073095,84.895817,15.719323,1.638391
S26,4,M1,0.073842,77.422883,16.679729,1.933225
S27,4,M1,0.048247,77.372794,11.888243,1.365175
S28,4,M1,0.115712,89.446883,22.55425,2.131245
S29,4,M1,0.092134,79.38532,19.259928,2.134481
S30,4,M1,0.096508,84.027751,18.39806,1.899005
S31,4,M1,0.094484,80.800526,19.24607,2.075914
S32,4,M1,0.097994,83.736718,18.585695,1.923145
S33,4,M1,0.090022,76.472742,17.836622,2.050883
S34,4,M1,0.065791,78.235914,15.634462,1.769242
S35,4,M1,0.038584,73.242962,10.372377,1.298284
S36,4,M1,0.048895,74.138808,12.425061,1.521908
S37,4,M1,0.080823,83.465682,16.631528,1.752293
S38,4,M1,0.07529,76.380591,16.170303,1.898812
S39,4,M1,0.050892,73.079075,12.491419,1.544498
S40,4,M1,0.050602,72.644935,12.592485,1.544447
S41,4,M1,0.057014,72.838921,14.186595,1.756595
S42,4,M1,0.064742,81.953262,15.601561,1.659262
S43,4,M1,0.077131,75.894737,16.331726,1.922698
S44,4,M1,0.072058,71.115161,15.192974,1.927927
S45,4,M1,0.094453,82.50579,19.380788,2.033775
S46,4,M1,0.069206,79.813053,16.032248,1.785683
S47,4,M1,0.058065,77.234737,14.044517,1.60152
S48,4,M1,0.053102,76.832814,13.161013,1.536809
S1,5,M1,0.053777,76.159995,14.145281,1.660142
S2,5,M1,0.082034,83.190769,16.691338,1.724609
S3,5,M1,0.049012,75.490286,13.025704,1.567072
S4,5,M1,0.045625,73.878199,12.482,1.539569
S5,5,M1,0.079485,78.393785,17.910163,1.989448
S6,5,M1,0.052211,80.147695,13.314705,1.462994
S7,5,M1,0.089204,81.281238,19.357163,2.091573
S8,5,M1,0.083595,83.51673,18.761244,1.966789
S9,5,M1,0.101909,86.029799,19.596516,1.949975
S10,5,M1,0.082761,77.455069,18.098335,2.07244
S11,5,M1,0.082413,80.20452,17.320468,1.911321
S12,5,M1,0.075762,75.636183,16.515361,1.93839
S13,5,M1,0.067289,79.379542,15.178927,1.689663
S14,5,M1,0.068854,75.435383,15.532807,1.816554
S15,5,M1,0.049308,75.42308,12.928831,1.559712
S16,5,M1,0.053188,75.130912,12.133529,1.42468
S17,5,M1,0.07602,77.11068,17.045863,1.960742
S18,5,M1,0.063161,73.850118,14.677463,1.789501
S19,5,M1,0.035902,73.331236,10.615699,1.307224
S20,5,M1,0.095236,81.556666,18.859656,1.956473
S21,5,M1,0.093159,81.803539,19.628157,2.075581
S22,5,M1,0.058701,78.966369,13.881202,1.566595
S23,5,M1,0.057146,76.150259,13.86208,1.619268
S24,5,M1,0.074421,76.69943,15.822721,1.838262
S25,5,M1,0.071232,84.61848,15.322652,1.602136
S26,5,M1,0.070304,75.744043,15.937775,1.886872
S27,5,M1,0.050258,79.74007,12.443293,1.366202
S28,5,M1,0.110165,87.416744,21.998963,2.128165
S29,5,M1,0.08798,76.943325,18.595991,2.140258
S30,5,M1,0.090242,83.866996,17.619819,1.845852
S31,5,M1,0.096243,81.117818,19.51967,2.113981
S32,5,M1,0.091714,81.658675,18.256146,1.948539
S33,5,M1,0.08854,77.866352,17.985751,2.030605
S34,5,M1,0.062289,77.094905,14.989054,1.737165
S35,5,M1,0.044992,75.51134,10.568981,1.26533
S36,5,M1,0.049276,73.746178,12.398894,1.524028
S37,5,M1,0.076965,81.16738,16.512401,1.779993
S38,5,M1,0.07351,75.151463,15.856803,1.905493
S39,5,M1,0.048179,71.494311,12.091949,1.536673
S40,5,M1,0.053217,72.374187,13.159046,1.637586
S41,5,M1,0.054671,73.22345,13.562893,1.686347
S42,5,M1,0.062041,81.044261,15.038266,1.625038
S43,5,M1,0.071648,75.813697,15.710845,1.856684
S44,5,M1,0.072096,73.050028,15.62582,1.916966
S45,5,M1,0.090328,82.961011,18.63336,1.94704
S46,5,M1,0.065791,79.231097,15.791942,1.772898
S47,5,M1,0.056149,77.023232,13.55406,1.559689
S48,5,M1,0.048993,79.012178,12.696382,1.443109
S1,1,M2,0.097192,83.347902,18.797431,1.970228
S2,1,M2,0.147237,100.653768,25.060671,2.052106
S3,1,M2,0.068951,80.389641,14.914614,1.679731
S4,1,M2,0.122454,81.693444,25.691457,2.688998
S5,1,M2,0.12075,85.29111,22.365515,2.315639
S6,1,M2,0.07738,83.687968,16.327414,1.714306
S7,1,M2,0.058808,78.135169,12.996075,1.490042
S8,1,M2,0.149894,87.089037,23.549584,2.361957
S9,1,M2,0.154655,89.21296,25.442812,2.488672
S10,1,M2,0.0751,73.419716,16.377511,1.961702
S11,1,M2,0.054212,74.892464,13.980569,1.643092
S12,1,M2,0.13119,82.371148,22.36595,2.347173
S13,1,M2,0.087026,84.066483,18.013823,1.818843
S14,1,M2,0.116449,82.083334,20.39944,2.192498
S15,1,M2,0.071059,80.094563,15.726035,1.772547
S16,1,M2,0.08801,87.598382,17.88266,1.83773
S17,1,M2,0.057364,79.984506,14.114766,1.574528
S18,1,M2,0.103461,79.829594,21.319291,2.366043
S19,1,M2,0.060743,81.698556,15.26027,1.631321
S20,1,M2,0.077682,82.241892,17.411613,1.832423
S21,1,M2,0.114145,84.980451,18.092105,1.854703
S22,1,M2,0.054201,78.308529,13.883413,1.56646
S23,1,M2,0.048013,75.421746,12.052531,1.447433
S24,1,M2,0.071613,75.848286,15.222333,1.793579
S25,1,M2,0.070835,88.896645,15.58774,1.554385
S26,1,M2,0.107795,83.279216,19.913601,2.055463
S27,1,M2,0.067103,78.646941,15.212805,1.691524
S28,1,M2,0.114826,81.588113,18.318191,1.901542
S29,1,M2,0.113112,82.893967,22.319859,2.407733
S30,1,M2,0.098892,85.611479,18.321688,1.852636
S31,1,M2,0.094523,81.886466,18.465849,1.926445
S32,1,M2,0.042733,73.801687,10.825815,1.318529
S33,1,M2,0.095216,79.637558,19.07443,2.145702
S34,1,M2,0.079203,77.052873,16.763087,1.975448
S35,1,M2,0.062452,73.466328,14.520167,1.790682
S36,1,M2,0.050917,76.0939,11.125683,1.311475
S37,1,M2,0.057856,71.231922,13.02206,1.642036
S38,1,M2,0.116219,81.953635,21.837446,2.346583
S39,1,M2,0.047615,71.636467,11.649767,1.480275
S40,1,M2,0.078429,78.8308,15.528782,1.743817
S41,1,M2,0.095188,81.850074,19.113246,2.088119
S42,1,M2,0.116596,89.457725,23.200913,2.2288
S43,1,M2,0.095653,74.884887,21.01372,2.488093
S44,1,M2,0.061356,72.295856,15.358859,1.892561
S45,1,M2,0.069425,76.167974,15.832549,1.864996
S46,1,M2,0.092696,78.970538,17.329847,1.996608
S47,1,M2,0.090005,78.718106,19.541634,2.173288
S48,1,M2,0.067819,78.580227,14.886113,1.671565
S1,2,M2,0.105753,80.271978,19.442927,2.084471
S2,2,M2,0.150377,99.975042,23.695195,1.988869
S3,2,M2,0.081997,80.082686,16.063508,1.751391
S4,2,M2,0.109233,81.943217,22.437737,2.381499
S5,2,M2,0.119759,84.563956,21.587553,2.241951
S6,2,M2,0.094445,88.932998,18.232501,1.753471
S7,2,M2,0.058105,73.433275,12.850459,1.53815
S8,2,M2,0.139161,85.504998,21.895979,2.208325
S9,2,M2,0.167468,92.74307,26.397264,2.397828
S10,2,M2,0.063476,78.032366,15.478241,1.73208
S11,2,M2,0.0547,74.235349,12.654498,1.518037
S12,2,M2,0.110297,79.132493,19.621807,2.169254
S13,2,M2,0.082985,83.73708,16.863488,1.726827
S14,2,M2,0.119605,80.039346,20.94721,2.292821
S15,2,M2,0.067541,74.234018,15.025311,1.822066
S16,2,M2,0.0778,81.732841,15.324377,1.679312
S17,2,M2,0.064511,81.415936,14.118721,1.535788
S18,2,M2,0.090784,77.957163,18.582012,2.129487
S19,2,M2,0.070706,84.005738,15.473708,1.60137
S20,2,M2,0.06768,78.999357,15.554907,1.723258
S21,2,M2,0.090295,81.593556,17.412831,1.882845
S22,2,M2,0.060898,75.880317,14.054093,1.639169
S23,2,M2,0.045729,71.293229,11.050414,1.410311
S24,2,M2,0.07595,77.7571,14.924785,1.710244
S25,2,M2,0.058574,81.479489,13.072016,1.438106
S26,2,M2,0.099286,81.876867,18.184658,1.94377
S27,2,M2,0.053339,77.324731,13.549874,1.495838
S28,2,M2,0.102092,82.689132,17.470521,1.846853
S29,2,M2,0.115208,86.490799,21.874013,2.228461
S30,2,M2,0.094254,84.915085,18.993644,1.94209
S31,2,M2,0.103755,79.484375,18.403478,1.965217
S32,2,M2,0.048936,71.968109,11.460776,1.443974
S33,2,M2,0.089794,78.557939,16.926237,1.916824
S34,2,M2,0.089653,79.837311,17.732038,2.007434
S35,2,M2,0.066319,75.660162,12.991893,1.530914
S36,2,M2,0.054576,78.325786,12.52683,1.424765
S37,2,M2,0.06042,71.535317,12.818486,1.60815
S38,2,M2,0.094536,80.121024,17.790388,1.9507
S39,2,M2,0.055975,72.799242,13.405544,1.670644
S40,2,M2,0.068482,76.224395,14.348778,1.686825
S41,2,M2,0.086443,78.63889,17.485467,1.976109
S42,2,M2,0.099637,87.009064,19.760888,1.956701
S43,2,M2,0.103782,78.419568,20.347412,2.300096
S44,2,M2,0.072281,72.117838,16.017035,1.966941
S45,2,M2,0.083831,77.887723,17.576399,1.998978
S46,2,M2,0.091241,81.076561,17.315987,1.900233
S47,2,M2,0.083697,76.209377,16.30143,1.886656
S48,2,M2,0.062124,79.905672,14.397301,1.576882
S1,3,M2,0.088784,79.082127,17.036378,1.864594
S2,3,M2,0.126296,93.67112,20.884339,1.879161
S3,3,M2,0.075395,78.933165,16.432828,1.83985
S4,3,M2,0.104684,81.314419,22.4685,2.416722
S5,3,M2,0.102037,82.766104,20.630108,2.19495
S6,3,M2,0.084796,87.463216,17.315549,1.700312
S7,3,M2,0.054367,76.563905,12.726421,1.490992
S8,3,M2,0.119674,83.98178,20.953374,2.161912
S9,3,M2,0.145318,92.117909,24.871218,2.285424
S10,3,M2,0.063319,77.481161,15.742936,1.790654
S11,3,M2,0.052769,76.012427,13.047047,1.538851
S12,3,M2,0.101694,80.368409,18.880699,2.068073
S13,3,M2,0.076744,85.746663,16.300389,1.668419
S14,3,M2,0.118448,84.020168,21.043339,2.176647
S15,3,M2,0.057333,76.883682,13.641236,1.583974
S16,3,M2,0.070263,78.629665,14.898325,1.700403
S17,3,M2,0.057804,79.789196,13.245267,1.471696
S18,3,M2,0.094751,79.239532,19.127741,2.1449
S19,3,M2,0.063109,79.625082,14.994909,1.663894
S20,3,M2,0.054289,75.742686,13.140598,1.556709
S21,3,M2,0.09983,83.66068,19.145211,1.995752
S22,3,M2,0.058981,75.679263,14.049547,1.663983
S23,3,M2,0.042171,74.902671,11.006117,1.32697
S24,3,M2,0.070782,77.792986,14.49234,1.647397
S25,3,M2,0.057815,81.687787,13.402239,1.464255
S26,3,M2,0.090721,79.60417,17.57855,1.927574
S27,3,M2,0.050899,79.566842,13.477936,1.483421
S28,3,M2,0.095736,82.560891,18.192452,1.909718
S29,3,M2,0.112001,82.37394,21.70922,2.340426
S30,3,M2,0.091453,84.908371,19.148277,1.960107
S31,3,M2,0.081937,78.458153,16.209881,1.781114
S32,3,M2,0.047858,74.715219,12.091932,1.436445
S33,3,M2,0.091996,79.373374,17.645981,1.963591
S34,3,M2,0.076807,75.475882,16.516207,1.964545
S35,3,M2,0.054356,75.880075,12.275449,1.444785
S36,3,M2,0.05777,78.783943,13.190427,1.464916
S37,3,M2,0.059731,74.714469,13.768696,1.630184
S38,3,M2,0.083472,75.355469,16.919156,2.005758
S39,3,M2,0.057108,74.142849,14.282194,1.706422
S40,3,M2,0.063978,77.449262,14.297423,1.645252
S41,3,M2,0.082489,76.130352,16.930831,1.990061
S42,3,M2,0.102356,84.672885,20.339308,2.063686
S43,3,M2,0.093456,79.543053,19.351768,2.147685
S44,3,M2,0.068752,73.576116,15.620026,1.905175
S45,3,M2,0.079887,77.639496,16.699301,1.885561
S46,3,M2,0.094993,82.043542,18.690555,1.995244
S47,3,M2,0.08859,77.916653,17.682971,2.010805
S48,3,M2,0.059436,81.058449,14.29834,1.540558
S1,4,M2,0.092179,81.549115,18.399146,1.963517
S2,4,M2,0.120881,92.763052,21.21473,1.923801
S3,4,M2,0.08308,81.81649,17.344378,1.869083
S4,4,M2,0.104617,80.2146,21.71477,2.358627
S5,4,M2,0.11054,83.203575,21.630978,2.285091
S6,4,M2,0.083772,84.787425,17.842941,1.815706
S7,4,M2,0.062801,75.413422,14.386133,1.70672
S8,4,M2,0.127644,84.41321,22.719483,2.307294
S9,4,M2,0.155214,92.301017,26.826114,2.427229
S10,4,M2,0.066717,76.712086,16.115437,1.859826
S11,4,M2,0.057558,77.296763,14.182215,1.647401
S12,4,M2,0.106533,77.211287,20.036114,2.274464
S13,4,M2,0.076145,83.111798,16.731884,1.758094
S14,4,M2,0.139881,83.26676,24.297145,2.536825
S15,4,M2,0.066286,77.617164,15.442662,1.788173
S16,4,M2,0.079027,82.031345,16.495349,1.797525
S17,4,M2,0.060188,79.067777,13.744295,1.555369
S18,4,M2,0.090754,78.215713,18.645844,2.109761
S19,4,M2,0.069298,80.813548,16.490663,1.801727
S20,4,M2,0.064392,78.276717,15.275727,1.720988
S21,4,M2,0.092087,83.347752,18.853581,2.005794
S22,4,M2,0.063691,78.147073,14.997076,1.704006
S23,4,M2,0.047905,73.749336,12.212567,1.488574
S24,4,M2,0.080276,79.502013,16.224874,1.77707
S25,4,M2,0.057344,80.867107,13.620336,1.504551
S26,4,M2,0.093295,78.775628,18.226309,2.011599
S27,4,M2,0.052889,80.006656,13.992108,1.524134
S28,4,M2,0.098707,81.554559,18.962223,1.996071
S29,4,M2,0.109032,85.704353,21.716796,2.209764
S30,4,M2,0.09336,82.683681,19.359153,2.037196
S31,4,M2,0.083817,79.365206,16.35195,1.77191
S32,4,M2,0.053568,75.608013,12.860369,1.526165
S33,4,M2,0.099442,81.543536,19.145033,2.072516
S34,4,M2,0.087154,80.260944,18.208225,2.015703
S35,4,M2,0.065184,74.124451,14.485202,1.732493
S36,4,M2,0.064335,76.695594,14.663977,1.669936
S37,4,M2,0.05982,75.196184,13.868546,1.64133
S38,4,M2,0.09094,75.414434,17.985409,2.127903
S39,4,M2,0.062698,76.153506,14.6565,1.706833
S40,4,M2,0.06521,77.08974,14.710063,1.713015
S41,4,M2,0.092443,79.137946,18.404184,2.064769
S42,4,M2,0.094543,84.724313,19.884166,2.02349
S43,4,M2,0.102335,79.778227,20.727488,2.294688
S44,4,M2,0.071875,77.116155,16.321605,1.864419
S45,4,M2,0.079818,80.630715,17.232613,1.856728
S46,4,M2,0.105775,85.42967,20.551263,2.108343
S47,4,M2,0.090198,79.364874,18.88527,2.108216
S48,4,M2,0.075666,82.428959,16.708636,1.772885
S1,5,M2,0.089467,81.55255,18.342758,1.960998
S2,5,M2,0.120026,95.661846,21.06897,1.857547
S3,5,M2,0.087869,80.950658,17.697516,1.929256
S4,5,M2,0.108754,82.30498,22.105457,2.339992
S5,5,M2,0.110575,81.284041,21.634059,2.333846
S6,5,M2,0.084017,84.52741,17.823651,1.825084
S7,5,M2,0.057257,75.550357,13.569864,1.61371
S8,5,M2,0.124552,84.180653,22.076587,2.266627
S9,5,M2,0.151786,91.187478,26.340791,2.411811
S10,5,M2,0.065886,77.201546,15.845746,1.830778
S11,5,M2,0.058025,76.833396,14.137144,1.649849
S12,5,M2,0.102379,77.295959,19.477332,2.210322
S13,5,M2,0.075996,82.057112,16.462776,1.770826
S14,5,M2,0.137245,83.576225,23.911524,2.475464
S15,5,M2,0.061644,75.167702,14.396459,1.720323
S16,5,M2,0.075805,79.66991,15.844682,1.780851
S17,5,M2,0.060933,78.463738,14.269884,1.629754
S18,5,M2,0.090418,77.828658,18.815728,2.141709
S19,5,M2,0.070559,80.404162,16.793541,1.828623
S20,5,M2,0.059853,78.211067,14.266975,1.609898
S21,5,M2,0.091067,81.658823,18.727447,2.026246
S22,5,M2,0.061152,76.285237,14.210626,1.658102
S23,5,M2,0.045269,74.567335,11.598679,1.397647
S24,5,M2,0.07795,78.051926,15.596806,1.759119
S25,5,M2,0.058064,82.035949,13.598873,1.479751
S26,5,M2,0.099329,78.717125,19.132878,2.120983
S27,5,M2,0.052718,79.511065,13.429953,1.471007
S28,5,M2,0.099561,82.713029,18.984242,1.969723
S29,5,M2,0.108187,81.856589,21.388314,2.286509
S30,5,M2,0.089735,83.923522,18.406905,1.917535
S31,5,M2,0.076524,76.544243,15.531316,1.772679
S32,5,M2,0.051409,73.866262,12.52723,1.520638
S33,5,M2,0.092622,79.925967,18.06753,1.995953
S34,5,M2,0.08447,76.488235,17.42956,2.030224
S35,5,M2,0.060043,75.219819,13.480631,1.595567
S36,5,M2,0.064262,77.11838,14.603902,1.672713
S37,5,M2,0.062908,76.027442,14.195443,1.665035
S38,5,M2,0.088404,75.579855,17.734823,2.081602
S39,5,M2,0.061008,76.244979,14.679483,1.736625
S40,5,M2,0.065984,76.331707,15.127068,1.765238
S41,5,M2,0.091075,79.053089,18.486884,2.082302
S42,5,M2,0.094032,84.664717,19.493248,1.981753
S43,5,M2,0.095082,77.458035,19.240695,2.211533
S44,5,M2,0.070291,77.603552,16.015044,1.833144
S45,5,M2,0.08041,80.751383,17.195097,1.856057
S46,5,M2,0.104436,85.837196,20.163434,2.050025
S47,5,M2,0.086077,79.379891,17.860252,2.00946
S48,5,M2,0.074196,82.067646,16.48417,1.766692
S1,1,M3,0.25308,101.758558,33.369819,2.736427
S2,1,M3,0.192216,102.228303,26.652391,2.087794
S3,1,M3,0.34652,113.497388,37.835946,2.817049
S4,1,M3,0.238065,93.097933,31.353719,2.919484
S5,1,M3,0.212902,95.652305,30.245814,2.618454
S6,1,M3,0.16662,91.955008,22.996968,2.183485
S7,1,M3,0.244275,97.389035,33.25338,2.871057
S8,1,M3,0.230654,90.499105,30.08608,2.78186
S9,1,M3,0.276307,105.763991,31.758891,2.471509
S10,1,M3,0.211844,89.378137,26.851919,2.447628
S11,1,M3,0.283723,100.341384,33.004715,2.768253
S12,1,M3,0.232261,89.627318,27.102024,2.642743
S13,1,M3,0.272252,107.791811,32.535467,2.510004
S14,1,M3,0.273339,90.70568,34.357727,3.242686
S15,1,M3,0.241379,97.659171,30.728871,2.587918
S16,1,M3,0.278452,100.617554,28.970871,2.473207
S17,1,M3,0.35121,103.567441,38.285514,3.026592
S18,1,M3,0.247022,90.025281,27.979791,2.59731
S19,1,M3,0.327579,110.403486,37.223788,2.687973
S20,1,M3,0.283421,114.169778,35.089106,2.479161
S21,1,M3,0.246421,100.35442,33.013718,2.782055
S22,1,M3,0.23817,109.436765,32.124754,2.481695
S23,1,M3,0.306688,109.630599,37.244934,2.859564
S24,1,M3,0.249862,95.665758,30.849552,2.734763
S25,1,M3,0.226993,100.853592,30.253822,2.578451
S26,1,M3,0.304191,101.423003,36.489688,3.030936
S27,1,M3,0.262266,104.837154,33.786832,2.637323
S28,1,M3,0.349549,113.152265,39.988732,2.852314
S29,1,M3,0.283648,90.747985,32.196837,3.022847
S30,1,M3,0.338862,107.705976,38.845367,2.981862
S31,1,M3,0.317755,105.395646,34.591944,2.749562
S32,1,M3,0.325142,108.789792,39.653019,2.96669
S33,1,M3,0.291985,102.474911,31.893711,2.557676
S34,1,M3,0.308721,96.697923,36.743333,3.263017
S35,1,M3,0.370565,116.676312,39.895688,2.799026
S36,1,M3,0.262118,99.072676,35.205829,2.91439
S37,1,M3,0.286819,101.894525,36.503177,2.944956
S38,1,M3,0.230469,88.836207,29.261182,2.86212
S39,1,M3,0.207575,92.15451,29.864555,2.757013
S40,1,M3,0.254612,95.608554,32.642852,2.853519
S41,1,M3,0.308318,109.390827,35.518897,2.749356
S42,1,M3,0.198577,103.15741,25.961058,2.121817
S43,1,M3,0.308401,94.95519,33.96602,3.074572
S44,1,M3,0.292391,95.787406,35.259863,3.148202
S45,1,M3,0.249805,105.186164,33.099153,2.62548
S46,1,M3,0.315863,112.932759,37.663439,2.756379
S47,1,M3,0.139919,81.679846,22.350744,2.442704
S48,1,M3,0.295729,118.353447,34.393828,2.461425
S1,2,M3,0.255144,101.500601,33.380666,2.776261
S2,2,M3,0.181503,98.292516,24.651279,2.086975
S3,2,M3,0.309735,106.803311,35.260156,2.7547
S4,2,M3,0.228915,95.973434,30.796894,2.81189
S5,2,M3,0.209013,98.564713,28.75099,2.458042
S6,2,M3,0.20792,96.289197,25.778721,2.293001
S7,2,M3,0.262837,96.556504,33.854032,2.919721
S8,2,M3,0.236365,94.002999,31.234542,2.844322
S9,2,M3,0.259489,107.97243,33.118234,2.530061
S10,2,M3,0.220997,94.509488,30.477118,2.70579
S11,2,M3,0.274177,100.184503,34.467519,2.946249
S12,2,M3,0.250968,91.409409,29.58136,2.800152
S13,2,M3,0.266555,109.359851,34.893048,2.664513
S14,2,M3,0.284025,96.01931,35.837705,3.118236
S15,2,M3,0.259514,101.889538,32.064769,2.665781
S16,2,M3,0.265374,103.480028,29.399276,2.427607
S17,2,M3,0.356002,111.405082,38.901955,2.887282
S18,2,M3,0.259487,96.78165,32.482731,2.773702
S19,2,M3,0.309311,111.291142,37.423656,2.737226
S20,2,M3,0.26062,110.284454,33.681024,2.480032
S21,2,M3,0.279845,102.831299,35.13947,2.824268
S22,2,M3,0.296444,106.009317,37.07729,2.806186
S23,2,M3,0.309654,106.20244,38.481862,2.990217
S24,2,M3,0.236689,101.04695,30.501433,2.578797
S25,2,M3,0.212763,103.231688,29.665548,2.433718
S26,2,M3,0.286744,98.053056,34.817772,3.019785
S27,2,M3,0.266665,112.369775,34.833507,2.545711
S28,2,M3,0.3374,114.906653,40.169058,2.894587
S29,2,M3,0.286728,97.843641,33.29356,2.930339
S30,2,M3,0.374587,113.735292,42.266949,2.930791
S31,2,M3,0.314744,105.037654,36.469565,2.852174
S32,2,M3,0.307295,106.265623,38.264431,2.940456
S33,2,M3,0.311337,104.26363,34.013349,2.721205
S34,2,M3,0.306868,100.255744,37.308461,3.129493
S35,2,M3,0.358794,115.881332,39.967294,2.844369
S36,2,M3,0.253703,101.994834,33.339501,2.692251
S37,2,M3,0.27387,100.231922,35.803356,2.955762
S38,2,M3,0.251212,93.839475,32.073063,2.926051
S39,2,M3,0.190055,94.066056,28.004406,2.561043
S40,2,M3,0.246457,93.031904,32.605965,2.969888
S41,2,M3,0.283309,101.287641,34.067064,2.871119
S42,2,M3,0.203551,105.8961,27.146088,2.136215
S43,2,M3,0.287559,94.386103,34.048524,3.090476
S44,2,M3,0.273779,96.530597,34.54598,3.076729
S45,2,M3,0.223627,98.299026,31.158494,2.692687
S46,2,M3,0.288835,106.424598,35.027929,2.74871
S47,2,M3,0.155246,89.193798,24.363254,2.36739
S48,2,M3,0.275591,114.031796,34.031318,2.530346
S1,3,M3,0.258115,102.751453,34.491387,2.851025
S2,3,M3,0.214942,102.399333,28.723125,2.278856
S3,3,M3,0.312937,103.075421,36.450395,2.93189
S4,3,M3,0.228812,95.643811,31.714533,2.856706
S5,3,M3,0.230322,97.773238,30.511023,2.619388
S6,3,M3,0.223295,99.774002,27.402067,2.289113
S7,3,M3,0.26173,98.299709,32.666289,2.760184
S8,3,M3,0.259917,96.820986,32.699962,2.843063
S9,3,M3,0.283895,108.980528,35.688892,2.672374
S10,3,M3,0.22372,95.21904,30.03359,2.685981
S11,3,M3,0.265749,101.217156,33.164361,2.806141
S12,3,M3,0.25173,92.326442,29.974351,2.795942
S13,3,M3,0.284458,108.198447,35.746938,2.750141
S14,3,M3,0.277523,100.181076,35.145593,2.914288
S15,3,M3,0.288871,105.082385,34.101898,2.679656
S16,3,M3,0.285748,106.137123,31.487736,2.498195
S17,3,M3,0.341802,107.433286,38.864557,2.9846
S18,3,M3,0.251917,96.797128,31.563394,2.740705
S19,3,M3,0.307243,109.567,36.980654,2.769017
S20,3,M3,0.244811,105.260929,33.14554,2.588337
S21,3,M3,0.263012,103.146378,33.612661,2.736864
S22,3,M3,0.283901,113.960264,35.749814,2.55905
S23,3,M3,0.312169,110.453155,38.364316,2.915764
S24,3,M3,0.23876,97.127848,30.304977,2.622752
S25,3,M3,0.220348,102.85585,30.28916,2.448628
S26,3,M3,0.287009,99.190706,34.508787,2.946352
S27,3,M3,0.257658,114.76625,35.649464,2.580404
S28,3,M3,0.339999,116.47676,40.827385,2.882481
S29,3,M3,0.290233,95.5048,34.737589,3.108747
S30,3,M3,0.365668,115.176847,42.464611,2.931223
S31,3,M3,0.339115,105.711905,37.722494,2.947251
S32,3,M3,0.288696,106.167052,36.526735,2.837711
S33,3,M3,0.307134,103.398222,34.591253,2.810854
S34,3,M3,0.307036,99.34983,36.935778,3.139763
S35,3,M3,0.366929,113.848819,40.625725,2.947593
S36,3,M3,0.2562,99.485621,34.527518,2.91747
S37,3,M3,0.265488,100.149492,34.88716,2.94524
S38,3,M3,0.248105,95.656115,31.629619,2.872953
S39,3,M3,0.21052,95.83322,30.259721,2.642797
