subject_number,time,m5_m3
S7,4,1.188488194
S8,4,1.137316126
S9,4,1.068882318
S10,4,1.103474218
S11,4,0.897662839
S12,4,1.208012757
S13,4,1.137200417
S14,4,1.152859556
S15,4,1.169567579
S16,4,1.204549343
S17,4,0.894854458
S18,4,1.125231291
S19,4,0.899883475
S20,4,1.03956242
S21,4,1.162900774
S22,4,1.064192137
S23,4,0.988014131
S24,4,0.972567631
S25,4,1.153972048
S26,4,0.95533771
S27,4,1.042093325
S28,4,0.950487257
S29,4,1.196147203
S30,4,1.013072353
S31,4,1.161508442
S32,4,1.170735662
S33,4,1.013198685
S34,4,1.173963023
S35,4,1.010266664
S36,4,1.171947327
S37,4,1.142220193
S38,4,1.192284999
S39,4,1.088995089
S40,4,1.136695582
S41,4,1.012164625
S42,4,1.131908206
S43,4,1.056726248
S44,4,1.215271974
S45,4,1.063278549
S46,4,1.052624272
S47,4,1.004522144
S48,4,1.142178471
S49,4,1.078345236
S50,4,0.987769524
S51,4,1.144641367
S52,4,1.20727253
S53,4,1.018102801
S54,4,1.219030271
S55,4,1.104764721
S1,5,0.967334737
S2,5,1.042718581
S3,5,1.075820892
S4,5,1.101125717
S5,5,1.045832887
S6,5,1.144943961
S7,5,1.224262559
S8,5,1.146654968
S9,5,1.055522957
S10,5,1.111462043
S11,5,0.921869886
S12,5,1.107802213
S13,5,1.125235408
S14,5,1.135884007
S15,5,1.125113094
S16,5,1.116403094
S17,5,0.881954178
S18,5,1.127849704
S19,5,0.88282933
S20,5,1.026502177
S21,5,1.215792345
S22,5,1.101990967
S23,5,1.008163703
S24,5,1.011809249
S25,5,1.116946596
S26,5,0.98212419
S27,5,1.126551752
S28,5,0.962558881
S29,5,1.174269582
S30,5,1.027126311
S31,5,1.211400261
S32,5,1.114446042
S33,5,1.099512671
S34,5,1.085240571
S35,5,0.98285453
S36,5,1.056727714
S37,5,1.037016566
S38,5,1.150061097
S39,5,1.103795701
S40,5,1.160303152
S41,5,1.018944541
S42,5,1.074051884
S43,5,1.073710213
S44,5,1.171891474
S45,5,1.086149058
S46,5,1.006561772
S47,5,0.999337982
S48,5,1.131147054
S49,5,1.060767113
S50,5,0.934838389
S51,5,1.130565129
S52,5,1.208810284
S53,5,1.021477197
S54,5,1.197522693
S55,5,1.1121153
