subject_number,time,m4_m2
S15,3,0.929429382
S16,3,0.849206546
S17,3,0.925373134
S18,3,0.935175419
S19,3,0.974502788
S20,3,0.757257026
S21,3,0.828631702
S22,3,0.907064125
S23,3,1.027518967
S24,3,0.758281186
S25,3,0.974025256
S26,3,0.964951021
S27,3,0.949372024
S28,3,0.867405494
S29,3,0.869740773
S30,3,0.907407032
S31,3,0.831705943
S32,3,0.991333307
S33,3,0.97896538
S34,3,1.008531318
S35,3,0.797602099
S36,3,0.811137248
S37,3,1.072496874
S38,3,0.951577196
S39,3,0.859235499
S40,3,0.942007303
S41,3,0.981333964
S42,3,0.768725836
S43,3,0.81771256
S44,3,0.973246845
S45,3,0.985556971
S46,3,1.020568324
S47,3,0.958693837
S48,3,0.907652298
S49,3,1.007213878
S50,3,1.026678213
S51,3,0.913155666
S52,3,0.820671714
S53,3,0.973652912
S54,3,0.667302527
S55,3,0.817642691
S1,4,0.850289074
S2,4,1.024502577
S3,4,0.869474022
S4,4,0.819233208
S5,4,1.179941294
S6,4,0.657454268
S7,4,0.960908027
S8,4,0.755375063
S9,4,1.039013257
S10,4,0.993575532
S11,4,0.72640739
S12,4,0.83541078
S13,4,0.839704463
S14,4,0.894684311
S15,4,0.922996086
S16,4,0.860824846
S17,4,0.991296851
S18,4,0.933574087
S19,4,1.037982409
S20,4,0.767336053
S21,4,0.808333964
S22,4,0.939313775
S23,4,0.983313972
S24,4,0.834047079
S25,4,0.925327869
S26,4,0.843619572
S27,4,0.930314032
S28,4,0.866947763
S29,4,0.858050575
S30,4,0.923331423
S31,4,0.905773125
S32,4,0.944874742
S33,4,0.88035665
S34,4,1.00787938
S35,4,0.774162942
S36,4,0.686837634
S37,4,0.961792154
S38,4,0.820044597
S39,4,0.838692408
S40,4,0.893625716
S41,4,0.857185126
S42,4,0.70110833
S43,4,0.84541595
S44,4,0.795294564
S45,4,0.998354778
S46,4,0.907559112
S47,4,0.966600127
S48,4,0.903513528
S49,4,1.004483492
S50,4,0.999626783
S51,4,0.914488452
S52,4,0.787493076
S53,4,0.885181903
S54,4,0.863449712
S55,4,0.931261321
S1,5,0.936805989
S2,5,0.971283587
S3,5,0.865557756
S4,5,0.882248158
S5,5,1.175029966
S6,5,0.637879112
S7,5,0.940045422
S8,5,0.911598205
S9,5,1.034409941
S10,5,0.89915011
S11,5,0.845958426
S12,5,0.947838662
S13,5,0.941438255
S14,5,0.852108232
S15,5,0.868135347
S16,5,0.79487259
S17,5,0.930864392
S18,5,1.013970826
S19,5,0.969607726
S20,5,0.790945914
S21,5,0.785004877
S22,5,0.956839217
S23,5,0.98761036
S24,5,0.854052051
S25,5,0.838782112
S26,5,0.904684859
S27,5,0.884664941
S28,5,0.86721105
S29,5,0.81198034
S30,5,0.850603581
S31,5,0.940469196
S32,5,1.012193208
S33,5,0.925078358
S34,5,0.968101139
S35,5,0.821484608
S36,5,0.718936055
S37,5,1.002420831
S38,5,0.860163239
S39,5,0.877998389
S40,5,0.928245647
S41,5,0.845072805
S42,5,0.717185652
S43,5,0.831743314
S44,5,0.843254504
S45,5,0.995477869
S46,5,0.947368667
S47,5,0.98801538
S48,5,0.85572603
S49,5,0.947047671
S50,5,0.947570304
S51,5,0.842500542
S52,5,0.807698212
S53,5,0.928989842
S54,5,0.886447866
S55,5,0.924543141
