subject_number,time,m3_m5
S52,2,0.87875307
S53,2,0.598108776
S54,2,0.783950716
S55,2,0.96197592
S1,3,0.915517468
S2,3,1.046155779
S3,3,1.145770501
S4,3,0.874156185
S5,3,1.175511179
S6,3,0.722377576
S7,3,1.032754089
S8,3,1.00435527
S9,3,0.986514211
S10,3,1.018706831
S11,3,0.906151057
S12,3,1.111090904
S13,3,0.929870767
S14,3,0.978098305
S15,3,1.143417887
S16,3,0.889565217
S17,3,0.927091769
S18,3,1.010518129
S19,3,1.057370708
S20,3,0.998691965
S21,3,0.865905267
S22,3,0.939294045
S23,3,1.070604585
S24,3,0.978760452
S25,3,0.832035218
S26,3,0.940717433
S27,3,0.903855239
S28,3,0.961458141
S29,3,1.025884
S30,3,0.983226701
S31,3,0.904664313
S32,3,0.925309807
S33,3,1.241810318
S34,3,0.867392497
S35,3,1.015094181
S36,3,0.949136205
S37,3,0.887771067
S38,3,1.031313719
S39,3,1.136644877
S40,3,0.945103718
S41,3,0.894241159
S42,3,0.941828279
S43,3,1.088087522
S44,3,1.208698372
S45,3,1.067677663
S46,3,1.240368763
S47,3,1.296572677
S48,3,0.967632358
S49,3,0.92233159
S50,3,1.046514075
S51,3,1.11688272
S52,3,0.964498149
S53,3,0.668605256
S54,3,0.782786337
S55,3,1.070976472
S1,4,0.937549545
S2,4,1.009112685
S3,4,1.037591828
S4,4,0.908749821
S5,4,1.156734333
S6,4,0.855592325
S7,4,1.021984254
S8,4,0.97074049
S9,4,0.9860531
S10,4,1.090354142
S11,4,0.959819904
S12,4,1.097294391
S13,4,1.010304534
S14,4,0.989648918
S15,4,1.134190654
S16,4,1.015631405
S17,4,0.960022112
S18,4,0.988750289
S19,4,1.021774922
S20,4,0.988770633
S21,4,0.88355732
S22,4,0.915375779
S23,4,1.135515524
S24,4,1.123361419
S25,4,0.875681349
S26,4,0.957550269
S27,4,0.9104176
S28,4,0.872614189
S29,4,1.053658133
S30,4,1.03097337
S31,4,0.931696647
S32,4,0.875748613
S33,4,1.182556864
S34,4,0.862864615
S35,4,0.982897507
S36,4,0.92624564
S37,4,0.881147368
S38,4,1.088943318
S39,4,1.056410764
S40,4,0.934884843
S41,4,0.888050567
S42,4,0.974056007
S43,4,1.111061153
S44,4,1.152997007
S45,4,1.007098942
S46,4,1.139043366
S47,4,1.211902778
S48,4,0.933376896
S49,4,0.864267046
S50,4,1.068545156
S51,4,1.073302454
S52,4,0.942342263
S53,4,0.687793486
S54,4,0.827533701
S55,4,1.060716853
S1,5,0.979509536
S2,5,1.015656049
S3,5,1.005187635
S4,5,0.951724987
S5,5,1.175272851
S6,5,0.810354642
S7,5,1.037933066
S8,5,1.028085814
S9,5,0.941252601
S10,5,1.023329283
S11,5,0.987250545
S12,5,1.136144974
S13,5,1.030530526
S14,5,0.997535033
S15,5,1.114659904
S16,5,1.024726843
S17,5,0.917400226
S18,5,1.027375728
S19,5,1.007166504
S20,5,1.021606341
S21,5,0.826663303
S22,5,0.955087458
S23,5,1.057491901
S24,5,1.070989069
S25,5,0.880014403
S26,5,1.001534128
S27,5,0.91812486
S28,5,0.919284995
S29,5,1.078745702
S30,5,1.040313305
S31,5,0.964284536
S32,5,0.857258002
S33,5,1.134149859
S34,5,0.902740237
S35,5,1.001302616
S36,5,0.912642017
S37,5,0.883030309
S38,5,1.010710276
S39,5,1.045754472
S40,5,0.950405384
S41,5,0.866445302
S42,5,0.987739729
S43,5,1.133327726
S44,5,1.106968795
S45,5,1.016570115
S46,5,1.14994327
S47,5,1.225713159
S48,5,0.985976044
S49,5,0.922925389
S50,5,1.074299408
S51,5,1.073351085
S52,5,1.000392687
S53,5,0.703281958
S54,5,0.871833687
S55,5,1.051283486
