subject_number,time,m5_m1
S1,1,0.452491531
S2,1,0.394862298
S3,1,0.809750858
S4,1,1.28463394
S5,1,0.726758011
S6,1,0.603600477
S7,1,0.865874593
S8,1,0.927800411
S9,1,0.825789184
S10,1,0.870539371
S11,1,0.938123358
S12,1,0.904763513
S13,1,0.550809198
S14,1,0.765205966
S15,1,0.968420718
S16,1,0.880823392
S17,1,0.865001467
S18,1,0.586122458
S19,1,0.998792459
S20,1,1.021702457
S21,1,0.986891199
S22,1,1.110656976
S23,1,1.067282887
S24,1,1.004598598
S25,1,0.783928673
S26,1,0.854911877
S27,1,0.884892273
S28,1,0.892855
S29,1,0.904924026
S30,1,1.135259993
S31,1,1.07608669
S32,1,0.723467246
S33,1,0.646007201
S34,1,0.483373595
S35,1,0.910981693
S36,1,0.94181868
S37,1,0.809803938
S38,1,1.049466856
S39,1,0.813698436
S40,1,0.992188021
S41,1,0.917428402
S42,1,0.925713526
S43,1,0.732131242
S44,1,1.123642212
S45,1,0.842018122
S46,1,0.95823712
S47,1,0.749511592
S48,1,0.672804616
S49,1,1.250794622
S50,1,0.879495386
S51,1,1.061211604
S52,1,0.697263309
S53,1,1.14301213
S54,1,0.593940641
S55,1,0.882093857
S1,2,0.766247625
S2,2,0.758262306
S3,2,1.107692906
S4,2,0.94843285
S5,2,1.020842804
S6,2,0.877375873
S7,2,0.675938171
S8,2,0.862631914
S9,2,0.765829697
S10,2,1.029319007
S11,2,0.894159687
S12,2,0.877907552
S13,2,0.830449609
S14,2,0.887490226
S15,2,1.06778171
S16,2,0.958996866
S17,2,0.877135221
S18,2,0.73148019
S19,2,0.946876718
S20,2,1.02593721
S21,2,0.901614856
S22,2,1.018131142
S23,2,1.095564288
S24,2,0.799558099
S25,2,0.732372704
S26,2,1.15303239
S27,2,0.784917372
S28,2,0.746931664
S29,2,0.839446277
S30,2,1.110833116
S31,2,1.17198616
S32,2,0.965888114
S33,2,0.749617421
S34,2,0.41330895
S35,2,0.880376144
S36,2,0.774797582
S37,2,0.972685749
S38,2,0.965264638
S39,2,0.999393812
S40,2,0.83801774
S41,2,0.877026747
S42,2,0.782475551
S43,2,0.840287874
S44,2,1.091018193
S45,2,0.849661467
S46,2,1.167829699
S47,2,0.905750903
S48,2,0.774594124
S49,2,0.957617346
S50,2,0.888886891
S51,2,0.72288924
S52,2,0.911542122
S53,2,1.016460464
S54,2,0.908205265
S55,2,0.531464611
S1,3,0.727385141
S2,3,0.629128641
S3,3,1.03593163
S4,3,0.870958702
S5,3,0.95151523
S6,3,0.947508118
S7,3,0.825787306
S8,3,0.905610465
S9,3,0.851409569
S10,3,0.952013238
S11,3,0.899928107
S12,3,0.83408471
S13,3,0.782686241
S14,3,0.882808537
S15,3,0.895613366
S16,3,0.861270396
S17,3,0.91000091
S18,3,0.847372348
S19,3,0.966293437
S20,3,0.865946517
S21,3,0.868575946
S22,3,1.009243507
S23,3,1.073862324
S24,3,0.982113854
S25,3,0.661695587
S26,3,1.077277024
S27,3,0.801340372
S28,3,0.918295826
S29,3,0.828577628
S30,3,0.97398913
S31,3,1.210423693
S32,3,0.811083739
S33,3,0.775818673
S34,3,0.389391445
S35,3,0.887557502
S36,3,0.813809675
S37,3,0.948858479
S38,3,1.063330811
S39,3,0.975707544
S40,3,0.834143218
S41,3,0.835732763
S42,3,0.802974536
S43,3,0.908053756
S44,3,0.90347437
S45,3,0.961891028
S46,3,1.17794378
S47,3,0.977194586
S48,3,0.793400467
S49,3,0.91047663
S50,3,0.942909881
S51,3,0.816403502
S52,3,0.959139975
S53,3,0.940909026
S54,3,0.910592075
S55,3,0.638523814
S1,4,0.811845931
S2,4,0.707890635
S3,4,0.960779829
S4,4,0.97039892
S5,4,0.912249293
S6,4,0.907050653
S7,4,0.807600488
S8,4,0.861588045
S9,4,0.927526648
S10,4,0.94945728
S11,4,0.837950666
S12,4,1.00324603
S13,4,0.844251196
S14,4,0.90891835
S15,4,0.924423958
S16,4,0.803031732
S17,4,0.991888527
S18,4,0.768081541
S19,4,1.008254953
S20,4,0.930546484
S21,4,0.949695826
S22,4,0.910287733
S23,4,1.070941048
S24,4,0.940728196
S25,4,0.653405872
S26,4,1.063857063
S27,4,0.88928314
S28,4,0.8996909
S29,4,0.83830403
S30,4,0.905294623
S31,4,1.096881685
S32,4,0.878449392
S33,4,0.794739477
S34,4,0.42671192
S35,4,0.881336914
S36,4,0.739616562
S37,4,0.921871005
S38,4,0.880931406
S39,4,0.939147804
S40,4,0.804674735
S41,4,0.85412089
S42,4,0.760946421
S43,4,0.92644401
S44,4,0.922022889
S45,4,0.995170663
S46,4,1.084010613
S47,4,0.917983512
S48,4,0.850589878
S49,4,0.926391284
S50,4,0.994601922
S51,4,0.79209495
S52,4,0.94482091
S53,4,1.015936643
S54,4,0.861556106
S55,4,0.709701755
S1,5,0.867224046
S2,5,0.795253858
S3,5,0.946667499
S4,5,0.949180508
S5,5,0.879090262
S6,5,0.956289413
S7,5,0.800527708
S8,5,0.838673198
S9,5,1.000341623
S10,5,0.881527933
S11,5,0.844657233
S12,5,1.066266901
S13,5,0.800878891
S14,5,0.90903373
S15,5,0.968849284
S16,5,0.821219953
S17,5,0.907677357
S18,5,0.82215349
S19,5,1.005682416
S20,5,1.016210293
S21,5,0.923782775
S22,5,0.832486464
S23,5,1.130296269
S24,5,0.849775863
S25,5,0.69398179
S26,5,0.968106192
S27,5,0.862704209
S28,5,0.851155916
S29,5,0.836259992
S30,5,0.839083738
S31,5,1.045722576
S32,5,0.839487182
S33,5,0.854466096
S34,5,0.547624664
S35,5,0.968844511
S36,5,0.80146964
S37,5,1.00040105
S38,5,0.86786321
S39,5,0.965686632
S40,5,0.797368135
S41,5,0.936063459
S42,5,0.790997298
S43,5,0.900449843
S44,5,0.854765847
S45,5,1.005635789
S46,5,1.05204946
S47,5,0.92077986
S48,5,0.925583243
S49,5,0.969946896
S50,5,0.981050756
S51,5,0.774031594
S52,5,0.857313333
