subject_number,time,m3_m2
S1,1,0.992010898
S2,1,1.236628062
S3,1,1.067071429
S4,1,1.18030552
S5,1,0.982000984
S6,1,0.898287364
S7,1,1.113298291
S8,1,1.129487829
S9,1,1.017682506
S10,1,0.930285124
S11,1,1.109420469
S12,1,0.596876155
S13,1,1.024073187
S14,1,1.05443568
S15,1,1.017919165
S16,1,1.245745164
S17,1,0.95145733
S18,1,0.9689557
S19,1,0.875569338
S20,1,1.017073489
S21,1,0.885092737
S22,1,0.916966306
S23,1,0.995585668
S24,1,0.926320623
S25,1,1.104434287
S26,1,1.121492906
S27,1,0.933761564
S28,1,1.081177195
S29,1,0.898392598
S30,1,1.234717403
S31,1,0.95905483
S32,1,1.068039027
S33,1,0.769084347
S34,1,0.715861004
S35,1,1.010525269
S36,1,0.890085526
S37,1,0.987630472
S38,1,1.057076704
S39,1,0.989821182
S40,1,0.972547357
S41,1,1.079186083
S42,1,1.039754982
S43,1,0.854179217
S44,1,0.925843287
S45,1,1.068294084
S46,1,1.084658933
S47,1,0.834023132
S48,1,0.874806898
S49,1,1.128289306
S50,1,0.974424507
S51,1,1.069566705
S52,1,0.88258673
S53,1,1.302617725
S54,1,1.238804306
S55,1,1.288887707
S1,2,0.998066301
S2,2,1.229202307
S3,2,1.018039013
S4,2,1.1124147
S5,2,0.966956413
S6,2,0.933718892
S7,2,1.096195395
S8,2,1.023527927
S9,2,1.091045947
S10,2,0.943362155
S11,2,1.111293641
S12,2,0.723462729
S13,2,0.756815716
S14,2,1.087573196
S15,2,1.005793617
S16,2,1.305630697
S17,2,1.124053855
S18,2,1.05008247
S19,2,0.906027048
S20,2,0.950488464
S21,2,0.923270478
S22,2,0.950657702
S23,2,1.060876698
S24,2,1.125637315
S25,2,1.066490411
S26,2,1.097104946
S27,2,1.075615576
S28,2,0.98444842
S29,2,0.983974217
S30,2,1.093925536
S31,2,0.826611043
S32,2,1.124051988
S33,2,0.872051573
S34,2,0.83346773
S35,2,1.024318588
S36,2,1.012840468
S37,2,1.154053784
S38,2,1.077769167
S39,2,0.857271689
S40,2,1.007704259
S41,2,0.989160214
S42,2,0.985244114
S43,2,1.021192773
S44,2,1.046467778
S45,2,1.035210723
S46,2,1.133747078
S47,2,0.84355977
S48,2,0.864406863
S49,2,1.052411529
S50,2,0.87619089
S51,2,1.008361857
S52,2,0.837499374
S53,2,1.302646551
S54,2,1.247159993
S55,2,1.19245518
S1,3,1.01063411
S2,3,1.211295175
S3,3,1.024739053
S4,3,1.137178041
S5,3,1.011301384
S6,3,1.104520027
S7,3,1.060384579
S8,3,0.971116164
S9,3,1.143763379
S10,3,0.88614724
S11,3,1.083102353
S12,3,0.799378602
S13,3,0.848638207
S14,3,1.088168915
S15,3,1.109956245
S16,3,1.259905837
S17,3,1.071425122
S18,3,1.066659574
S19,3,0.834266836
S20,3,0.950538047
S21,3,0.906909448
S22,3,0.973347274
S23,3,1.081280093
S24,3,0.994665559
S25,3,1.057103379
S26,3,1.104114251
S27,3,0.989126745
S28,3,1.035676469
S29,3,0.874185103
S30,3,1.111718975
S31,3,0.904280394
S32,3,1.107530083
S33,3,0.860843741
S34,3,0.926225397
S35,3,1.137539232
S36,3,1.056207589
S37,3,1.079720928
S38,3,1.084235219
S39,3,0.929732019
S40,3,0.976225313
S41,3,0.971403961
