subject_number,time,m1_m3
S32,3,1.128362558
S33,3,1.290223071
S34,3,1.037949218
S35,3,1.195691785
S36,3,1.210168418
S37,3,1.150152533
S38,3,1.218041315
S39,3,1.133835223
S40,3,1.247118919
S41,3,1.140978583
S42,3,1.1743336
S43,3,1.064156604
S44,3,1.228329595
S45,3,1.116471111
S46,3,1.236243808
S47,3,1.065808287
S48,3,1.241060643
S49,3,0.964480817
S50,3,1.231623082
S51,3,1.115261539
S52,3,1.190712087
S53,3,0.992788427
S54,3,1.107591078
S55,3,1.013653989
S1,4,1.053299995
S2,4,1.188655029
S3,4,1.203760029
S4,4,1.380693146
S5,4,1.097084638
S6,4,1.107804143
S7,4,1.042582993
S8,4,1.115759564
S9,4,1.058887862
S10,4,1.106113342
S11,4,1.263956557
S12,4,0.984276188
S13,4,1.186045313
S14,4,1.064750105
S15,4,1.099542641
S16,4,1.106545025
S17,4,1.186812358
S18,4,1.113940884
S19,4,1.201744158
S20,4,1.059357253
S21,4,1.221689405
S22,4,1.112551636
S23,4,1.167891152
S24,4,1.200353138
S25,4,1.1641847
S26,4,1.116313593
S27,4,1.293052394
S28,4,1.247653585
S29,4,1.188226026
S30,4,1.205646349
S31,4,1.096706344
S32,4,1.135407142
S33,4,1.199261407
S34,4,1.030005212
S35,4,1.198412407
S36,4,1.192478933
S37,4,1.130764974
S38,4,1.169826946
S39,4,1.167948003
S40,4,1.175742627
S41,4,1.143982314
S42,4,1.21933905
S43,4,1.052764796
S44,4,1.118033394
S45,4,1.16774291
S46,4,1.114482142
S47,4,1.123769412
S48,4,1.159423605
S49,4,0.999229926
S50,4,1.163198753
S51,4,1.164219169
S52,4,1.145355439
S53,4,1.071429093
S54,4,1.109507085
S55,4,1.091553265
S1,5,1.138622304
S2,5,1.200057633
S3,5,1.195630622
S4,5,1.352311378
S5,5,1.118221967
S6,5,1.156747525
S7,5,1.092755118
S8,5,1.134129549
S9,5,1.090287273
S10,5,1.074174341
S11,5,1.135468382
S12,5,1.054456247
S13,5,1.119373688
S14,5,0.996586882
S15,5,1.036093531
S16,5,1.183267786
S17,5,1.203154816
S18,5,1.13540761
S19,5,1.269944788
S20,5,1.02679607
S21,5,1.226925311
S22,5,1.192592779
S23,5,1.144224482
S24,5,1.265843236
S25,5,1.122976195
S26,5,1.124167997
S27,5,1.230102992
S28,5,1.218489423
S29,5,1.105770878
S30,5,1.113028949
S31,5,1.037396447
S32,5,1.219062804
S33,5,1.16075675
S34,5,1.079807143
S35,5,1.191554127
S36,5,1.146728695
S37,5,1.161150426
S38,5,1.152065683
S39,5,1.150587303
S40,5,1.137485971
S41,5,1.150343259
S42,5,1.191415937
S43,5,1.077946203
S44,5,1.080111471
S45,5,1.172559208
S46,5,1.075108242
S47,5,1.093106362
S48,5,1.170188295
S49,5,0.958257245
S50,5,1.199116348
S51,5,1.089552032
S52,5,1.105626109
S53,5,1.111661164
S54,5,1.124651502
S55,5,1.031327211
