subject_number,time,m2_m5
S25,3,0.915319025
S26,3,0.767137415
S27,3,1.120973568
S28,3,0.790366469
S29,3,0.641693498
S30,3,0.895176655
S31,3,0.989684925
S32,3,0.91772733
S33,3,0.710064143
S34,3,0.917551108
S35,3,0.743516089
S36,3,0.713662714
S37,3,1.088268709
S38,3,0.649145495
S39,3,0.806895807
S40,3,1.024832312
S41,3,0.968125289
S42,3,0.936937499
S43,3,0.941862417
S44,3,0.756999311
S45,3,0.802234744
S46,3,0.84750586
S47,3,1.052714109
S48,3,1.161425618
S49,3,0.797773884
S50,3,0.848915744
S51,3,0.927763287
S52,3,0.954411672
S53,3,0.537826897
S54,3,0.817869576
S55,3,0.779000842
S1,4,0.82
S2,4,0.815374651
S3,4,0.89272266
S4,4,0.958739922
S5,4,0.82699917
S6,4,0.994290185
S7,4,0.970647633
S8,4,0.967272226
S9,4,0.907159396
S10,4,0.975562761
S11,4,0.923598533
S12,4,0.848166914
S13,4,0.951571875
S14,4,0.784762378
S15,4,1.075111494
S16,4,0.772050367
S17,4,0.990985
S18,4,0.87108556
S19,4,0.874703118
S20,4,1.034794366
S21,4,0.892626154
S22,4,0.861996225
S23,4,0.804809858
S24,4,0.854978367
S25,4,1.054981542
S26,4,0.623303592
S27,4,1.071137961
S28,4,0.915975011
S29,4,0.614015428
S30,4,0.898548696
S31,4,1.016809046
S32,4,0.876888328
S33,4,0.815798871
S34,4,0.806627556
S35,4,0.845040579
S36,4,0.701187238
S37,4,1.053541008
S38,4,0.61477412
S39,4,0.879769556
S40,4,1.017991156
S41,4,0.93198639
S42,4,0.979667469
S43,4,0.871933709
S44,4,0.758747936
S45,4,0.864484151
S46,4,0.913467184
S47,4,1.115367347
S48,4,1.158037271
S49,4,0.765237009
S50,4,0.820843667
S51,4,0.920872642
S52,4,0.845039232
S53,4,0.594452832
S54,4,0.791342415
S55,4,0.77404881
S1,5,0.831834253
S2,5,0.869645546
S3,5,0.949456898
S4,5,0.921826865
S5,5,0.822104248
S6,5,1.006380666
S7,5,0.934892186
S8,5,0.931882826
S9,5,0.830707998
S10,5,0.996416262
S11,5,0.959060502
S12,5,0.899717609
S13,5,0.923874259
S14,5,0.799819597
S15,5,1.053698919
S16,5,0.744122652
S17,5,0.989017063
S18,5,0.799271296
S19,5,0.972571073
S20,5,1.00799238
S21,5,0.944371326
S22,5,0.831119006
S23,5,0.815444481
S24,5,0.864617291
S25,5,1.011054638
S26,5,0.659282823
S27,5,1.020216888
S28,5,0.78230479
S29,5,0.670550657
S30,5,0.837022037
S31,5,0.97595795
S32,5,0.912022355
S33,5,0.809708672
S34,5,0.846674733
S35,5,0.886331874
S36,5,0.739634029
S37,5,1.079654466
S38,5,0.720983012
S39,5,0.864877581
S40,5,1.018112067
S41,5,0.951937611
S42,5,0.920240427
S43,5,0.853029835
S44,5,0.773183971
S45,5,0.840319301
S46,5,0.891252162
S47,5,1.042850198
S48,5,1.060189104
S49,5,0.752030306
S50,5,0.762945672
S51,5,0.938046406
S52,5,0.784983224
S53,5,0.617839004
S54,5,0.80018693
S55,5,0.874825352
