subject_number,time,m1_m5
S1,1,1.143568779
S2,1,1.073867596
S3,1,1.118052509
S4,1,0.81087585
S5,1,0.454224608
S6,1,0.828532096
S7,1,0.7641598
S8,1,0.926732526
S9,1,0.828847907
S10,1,1.007937516
S11,1,0.59750006
S12,1,0.869961612
S13,1,1.095073704
S14,1,0.749645792
S15,1,0.513282751
S16,1,1.163796135
S17,1,0.744701786
S18,1,1.233387389
S19,1,1.021137049
S20,1,1.038598092
S21,1,0.894322896
S22,1,0.524592
S23,1,0.84279741
S24,1,0.804196462
S25,1,0.972020686
S26,1,0.902619849
S27,1,0.758475389
S28,1,1.113552
S29,1,0.734325846
S30,1,1.16283137
S31,1,1.052226244
S32,1,1.207479586
S33,1,1.187982966
S34,1,0.663255872
S35,1,0.82810788
S36,1,0.69454046
S37,1,0.844732827
S38,1,0.642399537
S39,1,0.912102623
S40,1,0.76787094
S41,1,1.145234097
S42,1,0.745864314
S43,1,1.015525732
S44,1,0.834844026
S45,1,0.883472725
S46,1,0.523643106
S47,1,1.012948917
S48,1,0.887721043
S49,1,0.958543519
S50,1,0.755722192
S51,1,0.718808178
S52,1,0.702091584
S53,1,0.989317906
S54,1,1.068310303
S55,1,0.991534199
S1,2,0.896747184
S2,2,0.897432756
S3,2,0.92113002
S4,2,0.899728762
S5,2,0.420543803
S6,2,0.983052902
S7,2,0.508760904
S8,2,0.92095279
S9,2,0.958258368
S10,2,0.885893681
S11,2,0.68514574
S12,2,0.808675328
S13,2,0.892464991
S14,2,0.782221358
S15,2,0.587101748
S16,2,0.984732124
S17,2,0.755571094
S18,2,1.196327582
S19,2,0.841335881
S20,2,0.903557907
S21,2,0.903854838
S22,2,0.757276964
S23,2,1.054368746
S24,2,0.786583855
S25,2,0.89587399
S26,2,0.817194743
S27,2,0.893553724
S28,2,1.037440933
S29,2,0.795291547
S30,2,0.921267905
S31,2,0.815135096
S32,2,1.017708034
S33,2,0.90965441
S34,2,0.819533351
S35,2,0.944022683
S36,2,0.760573056
S37,2,0.785831792
S38,2,0.675531951
S39,2,0.855340532
S40,2,0.778589693
S41,2,1.072638729
S42,2,0.726868024
S43,2,0.873485367
S44,2,0.8658683
S45,2,0.955682888
S46,2,0.695142292
S47,2,0.886772455
S48,2,0.819646315
S49,2,0.844304987
S50,2,0.763412801
S51,2,0.803395686
S52,2,0.994104681
S53,2,0.845173768
S54,2,1.230512203
S55,2,1.000504255
S1,3,1.03173521
S2,3,0.792579584
S3,3,0.976547483
S4,3,0.889708812
S5,3,0.584535701
S6,3,0.937837818
S7,3,0.517408199
S8,3,0.906539521
S9,3,0.860448463
S10,3,1.009775506
S11,3,0.498406581
S12,3,0.784816455
S13,3,0.810347477
S14,3,0.919099024
S15,3,0.698329062
S16,3,1.004274184
S17,3,0.732667236
S18,3,1.019337074
S19,3,0.741036379
S20,3,0.918639819
S21,3,0.8620986
S22,3,0.731439483
S23,3,0.978605686
S24,3,0.816020102
S25,3,1.064262194
S26,3,0.836214607
S27,3,0.9098821
S28,3,0.932959238
S29,3,0.819663823
S30,3,0.938697736
S31,3,0.884270736
S32,3,0.983234242
S33,3,0.927277564
S34,3,0.817304269
S35,3,0.863794341
S36,3,0.730380163
S37,3,0.796703622
S38,3,0.572130075
S39,3,0.823269096
S40,3,0.797851748
S41,3,1.02231747
S42,3,0.868923916
S43,3,0.956877052
S44,3,0.911112824
S45,3,1.04807823
S46,3,0.667344461
S47,3,0.929484736
S48,3,0.897024977
S49,3,0.839655461
S50,3,0.880437692
S51,3,0.983278968
S52,3,0.827598478
S53,3,0.941413364
S54,3,1.132251466
S55,3,0.89791612
S1,4,0.93514854
S2,4,0.830002916
S3,4,0.949120067
S4,4,0.949152
