subject_number,time,m3_m1
S20,5,0.937060289
S21,5,1.051939609
S22,5,1.122706565
S23,5,1.017986237
S24,5,0.997248586
S25,5,1.065289154
S26,5,1.06970048
S27,5,1.033405661
S28,5,1.04037641
S29,5,1.023216059
S30,5,1.032858809
S31,5,0.962071355
S32,5,1.095755918
S33,5,1.108664069
S34,5,1.071648946
S35,5,0.943944852
S36,5,1.148880683
S37,5,0.991744425
S38,5,1.082150017
S39,5,1.097724684
S40,5,1.105665106
S41,5,1.140058108
S42,5,1.01369539
S43,5,0.986407677
S44,5,0.972439813
S45,5,0.997465436
S46,5,0.967496796
S47,5,1.010429901
S48,5,0.895450216
S49,5,0.988462436
S50,5,1.025820238
S51,5,0.907551185
S52,5,0.995622038
S53,5,1.101592322
S54,5,0.894034418
S55,5,0.908881913
