subject_number,time,m4_m1
S16,3,0.818259794
S17,3,0.918893687
S18,3,0.896855815
S19,3,0.977982071
S20,3,1.000973896
S21,3,0.864239578
S22,3,0.803380435
S23,3,0.955739207
S24,3,0.448361273
S25,3,0.981962813
S26,3,0.891068915
S27,3,1.003646857
S28,3,0.820841863
S29,3,0.682143631
S30,3,0.914008349
S31,3,0.831550368
S32,3,0.90002316
S33,3,0.822384591
S34,3,0.776495508
S35,3,0.797308287
S36,3,0.643615618
S37,3,0.970440241
S38,3,0.674895089
S39,3,1.135853731
S40,3,0.805558984
S41,3,0.924969275
S42,3,0.751821457
S43,3,0.802972394
S44,3,0.98931704
S45,3,0.83497991
S46,3,1.056923164
S47,3,0.910073846
S48,3,0.912353978
S49,3,0.72109864
S50,3,0.869493444
S51,3,0.896206152
S52,3,0.661264023
S53,3,0.856833886
S54,3,0.891814059
S55,3,1.063980099
S1,4,0.859467356
S2,4,0.83729406
S3,4,1.094844399
S4,4,0.846846045
S5,4,0.857079908
S6,4,0.901828809
S7,4,0.945674401
S8,4,1.11276356
S9,4,0.796538276
S10,4,0.836786898
S11,4,0.923059979
S12,4,0.907976164
S13,4,0.941867319
S14,4,0.834503782
S15,4,0.953655764
S16,4,0.956298869
S17,4,0.849527679
S18,4,0.927086605
S19,4,0.952036262
S20,4,0.911430942
S21,4,0.887633099
S22,4,0.865139394
S23,4,0.958319826
S24,4,0.624746749
S25,4,0.938673769
S26,4,0.966936304
S27,4,0.935089213
S28,4,0.797805445
S29,4,0.653463752
S30,4,0.938487728
S31,4,0.9110145
S32,4,0.760886215
S33,4,0.906356265
S34,4,0.745777263
S35,4,0.889740758
S36,4,0.930531395
S37,4,0.966076201
S38,4,0.779259471
S39,4,1.063155701
S40,4,0.875422584
S41,4,0.963098715
S42,4,0.755621893
S43,4,0.730266708
S44,4,1.00338161
S45,4,0.798016788
S46,4,1.045531139
S47,4,0.953213306
S48,4,0.867864444
S49,4,0.698872367
S50,4,0.772603511
S51,4,0.930981775
S52,4,0.724334047
S53,4,0.911309047
S54,4,0.766388406
S55,4,1.02823328
S1,5,0.864530923
S2,5,0.885219122
S3,5,0.92879724
S4,5,0.803222634
S5,5,0.829811466
S6,5,0.933437359
S7,5,0.942103778
S8,5,1.073106593
S9,5,0.923449326
S10,5,0.873572438
S11,5,0.920671183
S12,5,0.900492401
S13,5,0.915551916
S14,5,0.912631944
S15,5,1.010094626
S16,5,0.873870981
S17,5,0.93372974
S18,5,0.854178002
S19,5,0.986425861
S20,5,0.895945803
S21,5,0.885192305
S22,5,0.889990832
S23,5,0.937368147
S24,5,0.798320273
S25,5,0.966134444
S26,5,0.96019995
S27,5,0.899908499
S28,5,0.834042553
S29,5,0.697099366
S30,5,0.898671692
S31,5,0.845264623
S32,5,0.817564575
S33,5,0.781044806
S34,5,0.786105617
S35,5,0.914980311
S36,5,0.88903914
S37,5,0.938553238
S38,5,0.761683873
S39,5,1.01292775
S40,5,0.919931074
S41,5,0.910497252
S42,5,0.854521464
S43,5,0.728105918
S44,5,0.886377045
S45,5,0.830627737
S46,5,0.938241025
S47,5,0.929509238
S48,5,0.873628229
S49,5,0.737174297
S50,5,0.874069072
S51,5,0.951841813
S52,5,0.728386438
S53,5,0.86919086
S54,5,0.763287688
S55,5,0.948052684
