subject_number,time,m2_m1
S1,1,1.156419981
S2,1,1.187945865
S3,1,1.129630289
S4,1,0.659574917
S5,1,0.903412002
S6,1,0.961789062
S7,1,1.079945271
S8,1,1.004898642
S9,1,1.185799178
S10,1,0.854169372
S11,1,0.955388424
S12,1,1.12186043
S13,1,1.069741714
S14,1,1.133997714
S15,1,0.78125
S16,1,1.525199267
S17,1,0.669983044
S18,1,1.184209747
S19,1,1.084436157
S20,1,0.814253365
S21,1,0.739781713
S22,1,0.941991183
S23,1,0.797288617
S24,1,2
S25,1,1.272457964
S26,1,0.853668192
S27,1,1.071004236
S28,1,0.979979458
S29,1,1.243150707
S30,1,0.92900121
S31,1,1.107877749
S32,1,1.391834581
S33,1,1.10455622
S34,1,1.163856829
S35,1,1.075102986
S36,1,0.849528011
S37,1,1.145454905
S38,1,1.119157947
S39,1,1.041667857
S40,1,0.944722846
S41,1,0.974794486
S42,1,1.11714148
S43,1,1.068179281
S44,1,0.85309529
S45,1,0.651428097
S46,1,0.847194006
S47,1,1.433719147
S48,1,1.047047203
S49,1,1.419972759
S50,1,1.126146417
S51,1,0.831337882
S52,1,1.260867098
S53,1,0.934513666
S54,1,2.000244383
S55,1,1.286517808
S1,2,0.946574471
S2,2,1.034264605
S3,2,1.153638854
S4,2,0.829805632
S5,2,0.876039823
S6,2,0.702148017
S7,2,1.086872197
S8,2,0.988599045
S9,2,1.06162164
S10,2,1.043922862
S11,2,1.153540339
S12,2,1.170970416
S13,2,0.89344337
S14,2,1.059716562
S15,2,1.104624856
S16,2,1.297803897
S17,2,0.692326082
S18,2,0.873622361
S19,2,1.026833758
S20,2,0.842761953
S21,2,0.743930382
S22,2,0.822926584
S23,2,0.926004979
S24,2,1.44200319
S25,2,0.939217651
S26,2,0.957805352
S27,2,1.344327936
S28,2,0.846255397
S29,2,1.345440793
S30,2,1.091459709
S31,2,0.95199489
S32,2,1.053921455
S33,2,1.042479519
S34,2,1.016867647
S35,2,1.011877896
S36,2,1.058895516
S37,2,0.994458813
S38,2,1.036069768
S39,2,0.99414683
S40,2,1.064717061
S41,2,1.138272355
S42,2,1.120925132
S43,2,0.840174347
S44,2,1.093131065
S45,2,0.791469757
S46,2,0.833964256
S47,2,0.945318122
S48,2,1.064117394
S49,2,1.247479584
S50,2,1.046540435
S51,2,1.028234254
S52,2,1.156892081
S53,2,0.950096443
S54,2,1.502282374
S55,2,1.143757973
S1,3,1.002611291
S2,3,1.166013024
S3,3,1.143836939
S4,3,0.920452939
S5,3,0.957495622
S6,3,0.990721456
S7,3,1.054603067
S8,3,0.92925109
S9,3,1.162288701
S10,3,1.101304191
S11,3,1.069829246
S12,3,1.16015084
S13,3,0.826224574
S14,3,1.232692547
S15,3,1.124625359
S16,3,1.338516728
S17,3,0.800563252
S18,3,0.901575305
S19,3,1.026531305
S20,3,0.815036513
S21,3,0.723679553
S22,3,0.805633601
S23,3,0.91744879
S24,3,1.304978986
S25,3,0.979288058
S26,3,0.974235051
S27,3,1.099373203
S28,3,0.987421617
S29,3,1.311523478
S30,3,1.111276479
S31,3,0.986978487
S32,3,1.098856364
S33,3,1.159568012
S34,3,1.234649966
S35,3,1.036184008
S36,3,1.02508478
S37,3,1.020334478
S38,3,0.895805371
S39,3,0.987532463
S40,3,1.126389338
S41,3,1.062736316
S42,3,1.114058646
S43,3,0.891776792
S44,3,1.026654509
S45,3,0.876479854
S46,3,0.891025462
S47,3,0.800469931
S48,3,1.048178114
S49,3,1.276540128
S50,3,1.001183996
S51,3,1.094877435
S52,3,1.260031174
S53,3,0.985540203
S54,3,1.403209122
S55,3,1.122900408
S1,4,1.020535952
S2,4,1.16855322
S3,4,1.101871191
S4,4,0.934484018
S5,4,0.922200192
S6,4,0.97616828
S7,4,1.071487551
S8,4,0.898240383
S9,4,1.12382669
S10,4,1.0756106
S11,4,1.116232547
S12,4,1.086858052
S13,4,0.973443866
S14,4,1.222691192
S15,4,1.078301078
S16,4,1.245822977
S17,4,0.82040182
S18,4,0.853773097
S19,4,1.054452362
S20,4,0.916553767
S21,4,0.780396062
S22,4,0.952715495
S23,4,0.909848544
S24,4,1.267204905
S25,4,1.106029202
S26,4,1.030590702
S27,4,1.173387996
S28,4,0.9289365
S29,4,1.324216308
S30,4,1.092002796
S31,4,1.049863259
S32,4,1.112714818
S33,4,1.026126651
S34,4,1.2153128
S35,4,1.032237585
S36,4,0.981662872
S37,4,1.007471854
S38,4,0.997794933
S39,4,0.961865981
S40,4,1.080831588
S41,4,1.008105697
S42,4,1.114437515
S43,4,0.97896962
S44,4,0.992262173
S45,4,1.015661036
S46,4,0.913554664
S47,4,0.778523241
S48,4,0.997904405
S49,4,1.256084148
S50,4,0.999970442
S51,4,1.122475218
S52,4,1.375306503
S53,4,1.009180887
S54,4,1.307581868
S55,4,1.00319253
S1,5,1.043881744
S2,5,1.066381412
S3,5,1.08577083
S4,5,1.027179266
S5,5,0.958973747
S6,5,0.884758421
S7,5,1.022566561
S8,5,0.952516792
S9,5,1.071837569
S10,5,1.119313949
S11,5,1.119939365
S12,5,1.08703679
S13,5,0.895811176
S14,5,1.162262667
S15,5,0.973079691
S16,5,1.16226132
S17,5,0.831476636
S18,5,0.900959673
S19,5,1.072577396
S20,5,0.860132121
S21,5,0.784799127
S22,5,0.996388811
S23,5,0.871308668
S24,5,1.057982813
S25,5,1.20772239
S26,5,1.016821866
S27,5,1.182812283
S28,5,1.019659587
S29,5,1.263366084
S30,5,1.075400308
S31,5,1.130767017
S32,5,1.018906544
S33,5,1.081977883
S34,5,1.196540801
S35,5,0.892898629
S36,5,1.001176381
S37,5,0.984614988
S38,5,1.029118429
S39,5,0.947833101
S40,5,1.062777208
S41,5,1.000752598
S42,5,1.076877954
S43,5,1.024067432
S44,5,0.992815587
S45,5,0.961308949
S46,5,0.881076692
S47,5,0.868514974
S48,5,1.06136541
S49,5,1.210855269
S50,5,1.009281811
S51,5,1.119533108
S52,5,1.310218243
S53,5,1.097793958
S54,5,1.202281723
S55,5,0.982046556
