subject_number,time,m1_m4
S1,1,1.075994587
S2,1,0.592989725
S3,1,0.642363809
S4,1,0.801964311
S5,1,0.984147622
S6,1,0.657250066
S7,1,0.939708847
S8,1,0.96661404
S9,1,0.924925664
S10,1,0.91039542
S11,1,0.966111852
S12,1,0.758428638
S13,1,1.062866408
S14,1,0.972965075
S15,1,1.09839277
S16,1,0.897383599
S17,1,0.88010317
S18,1,0.957685099
S19,1,0.749575279
S20,1,0.83962836
S21,1,0.726636421
S22,1,1.124123034
S23,1,0.541797968
S24,1,0.824494335
S25,1,0.492714219
S26,1,1.023405279
S27,1,0.757057857
S28,1,0.716951342
S29,1,1.080095567
S30,1,0.891791323
S31,1,0.60607059
S32,1,0.976134915
S33,1,0.462079899
S34,1,1.17680565
S35,1,0.920818951
S36,1,0.747966144
S37,1,0.932898799
S38,1,1.095000998
S39,1,0.965186929
S40,1,0.94907866
S41,1,0.672360529
S42,1,0.631112783
S43,1,0.680204628
S44,1,1.006647343
S45,1,1.146625367
S46,1,1.00609747
S47,1,0.775420268
S48,1,0.763362108
S49,1,0.620916988
S50,1,0.96084366
S51,1,0.845657291
S52,1,0.789856619
S53,1,1.026070326
S54,1,0.765703088
S55,1,1.082951818
S1,2,1.063847259
S2,2,0.640682227
S3,2,0.626781393
S4,2,0.703479775
S5,2,0.867472488
S6,2,0.660079239
S7,2,1.037843941
S8,2,0.928537319
S9,2,0.799662517
S10,2,1.003137579
S11,2,0.655860663
S12,2,0.870828524
S13,2,0.954832035
S14,2,0.960958869
S15,2,1.166056563
S16,2,0.916348727
S17,2,0.928451157
S18,2,1.068008324
S19,2,0.775967031
S20,2,0.831628957
S21,2,0.684323723
S22,2,1.12353376
S23,2,0.814234991
S24,2,0.832042282
S25,2,0.593653154
S26,2,1.013376655
S27,2,0.743755569
S28,2,0.726625281
S29,2,0.867271974
S30,2,0.982596306
S31,2,0.809894819
S32,2,0.924020125
S33,2,0.732588299
S34,2,0.868854423
S35,2,1.125568412
S36,2,0.702063139
S37,2,0.89002267
S38,2,0.875646911
S39,2,0.898178955
S40,2,0.824273265
S41,2,0.882994241
S42,2,0.714619089
S43,2,0.948235941
S44,2,0.921136698
S45,2,1.045484709
S46,2,0.984375984
S47,2,1.005739815
S48,2,0.721356542
S49,2,0.911487586
S50,2,0.805663734
S51,2,0.724573925
S52,2,0.579479127
S53,2,0.783431801
S54,2,0.867356285
S55,2,1.011904878
S1,3,0.998975051
S2,3,0.800018675
S3,3,0.817883476
S4,3,0.850098754
S5,3,0.655325166
S6,3,0.754754064
S7,3,1.126615156
S8,3,0.867749687
S9,3,0.875045812
S10,3,0.913819015
S11,3,0.658147918
S12,3,0.919324608
S13,3,0.952188914
S14,3,0.86712323
S15,3,1.242053906
S16,3,0.868968478
S17,3,0.798396618
S18,3,1.041630118
S19,3,0.926977968
S20,3,0.747319193
S21,3,0.689358364
S22,3,1.191745818
S23,3,0.866125567
S24,3,0.645584529
S25,3,0.655613234
S26,3,1.018620687
S27,3,0.742505967
S28,3,0.827098491
S29,3,0.854609334
S30,3,0.944624697
S31,3,0.800960189
S32,3,1.039970579
S33,3,0.817493803
S34,3,0.937260165
S35,3,1.029343218
S36,3,0.675272583
S37,3,0.971541211
S38,3,0.888630225
S39,3,0.890521376
S40,3,0.833491384
S41,3,0.831763007
S42,3,0.776348871
S43,3,0.866794577
S44,3,0.759190579
S45,3,0.94047691
S46,3,1.02534226
S47,3,0.990750456
S48,3,0.808351721
S49,3,0.98137003
S50,3,0.864905172
S51,3,0.694419485
S52,3,0.730233706
S53,3,0.917311793
S54,3,0.887921254
S55,3,0.959926122
S1,4,0.907700983
S2,4,0.795316148
S3,4,0.729927189
S4,4,0.807174743
S5,4,0.728221733
S6,4,0.807945954
S7,4,1.037864887
S8,4,0.93839986
S9,4,0.83963334
S10,4,0.911835942
S11,4,0.727579024
S12,4,1.005048253
S13,4,0.943825831
S14,4,0.896353671
S15,4,1.125025234
S16,4,0.91843407
S17,4,0.915979195
S18,4,1.079925487
S19,4,0.871944462
S20,4,0.702063578
S21,4,0.766167442
S22,4,0.996000672
S23,4,0.937500703
S24,4,0.69646948
S25,4,0.761465703
S26,4,1.006836009
S27,4,0.779641681
S28,4,0.790679691
S29,4,0.77390293
S30,4,0.910779291
S31,4,0.858313422
S32,4,0.984350118
S33,4,0.718040332
S34,4,0.919066393
S35,4,0.880456456
S36,4,0.656935105
S37,4,0.969938858
S38,4,0.974997954
S39,4,0.902476037
S40,4,0.85721932
S41,4,0.842656331
S42,4,0.952282203
S43,4,0.909636008
S44,4,0.763274619
S45,4,0.827876035
S46,4,1.052214928
S47,4,0.87501867
S48,4,0.852022759
S49,4,0.884529758
S50,4,0.876378925
S51,4,0.723506254
S52,4,0.761558145
S53,4,0.833333333
S54,4,0.886839038
S55,4,0.897543469
S1,5,0.856459822
S2,5,0.830134626
S3,5,0.768576569
S4,5,0.765726507
S5,5,0.742654547
S6,5,0.787796441
S7,5,0.963580278
S8,5,0.879931398
S9,5,0.807756999
S10,5,0.86540001
S11,5,0.820695742
S12,5,0.914585064
S13,5,0.932131384
S14,5,0.978587235
S15,5,1.151320814
S16,5,0.905699809
S17,5,0.839219841
S18,5,1.000213468
S19,5,0.874487163
S20,5,0.761026105
S21,5,0.709640492
S22,5,1.029364545
S23,5,0.94631584
S24,5,0.662000759
S25,5,0.832492562
S26,5,1.006668072
S27,5,0.832042499
S28,5,0.778775715
S29,5,0.81452066
S30,5,0.897343293
S31,5,0.972843997
S32,5,0.996849589
S33,5,0.706721189
S34,5,0.899773618
S35,5,0.864222071
S36,5,0.691963002
S37,5,0.906222373
S38,5,0.904600773
S39,5,0.88817234
S40,5,0.940138266
S41,5,0.8179184
S42,5,0.830003197
S43,5,0.872402737
S44,5,0.842978019
S45,5,0.836011957
S46,5,1.039551986
S47,5,0.892868632
S48,5,0.942629465
S49,5,0.786289596
S50,5,0.816375749
S51,5,0.80818865
S52,5,0.765313901
S53,5,0.845032091
S54,5,0.895606449
S55,5,0.908482226
