subject_number,time,m1_m2
S20,4,1.279316097
S21,4,0.941047954
S22,4,1.119102508
S23,4,0.975642047
S24,4,1.060958492
S25,4,1.026000958
S26,4,0.933304406
S27,4,1.023749822
S28,4,0.933959786
S29,4,1.201902638
S30,4,0.798033291
S31,4,1.167311104
S32,4,0.994922351
S33,4,1.131313548
S34,4,1.236878906
S35,4,1.136914198
S36,4,1.108991477
S37,4,0.961848737
S38,4,0.965647814
S39,4,0.935616595
S40,4,1.062428494
S41,4,0.980213611
S42,4,0.937708903
S43,4,0.960772224
S44,4,1.090391668
S45,4,1.027704139
S46,4,1.097172179
S47,4,1.09048933
S48,4,1.097278312
S49,4,1.091858447
S50,4,0.990281467
S51,4,1.041843885
S52,4,1.208678915
S53,4,1.212740917
S54,4,0.919010582
S55,4,1.204319024
S1,5,1.032323194
S2,5,1.09102487
S3,5,0.83244607
S4,5,0.660625288
S5,5,1.117607583
S6,5,1.138729087
S7,5,1.143405579
S8,5,0.848936867
S9,5,1.08873381
S10,5,1.135985877
S11,5,1.149764387
S12,5,1.124795385
S13,5,0.987246176
S14,5,1.07229773
S15,5,1.006048511
S16,5,0.954724955
S17,5,0.855791095
S18,5,0.767854359
S19,5,0.956257139
S20,5,1.216855745
S21,5,0.944487278
S22,5,1.094349817
S23,5,1.008396302
S24,5,1.160718183
S25,5,0.956023001
S26,5,0.977391787
S27,5,1.027202309
S28,5,0.952947066
S29,5,1.20710215
S30,5,0.916533943
S31,5,1.07490978
S32,5,0.888532389
S33,5,1.102883108
S34,5,1.154596251
S35,5,1.045746275
S36,5,1.14836635
S37,5,0.980716406
S38,5,0.949687195
S39,5,0.871096181
S40,5,0.972106405
S41,5,1.02117143
S42,5,1.035685714
S43,5,1.035947485
S44,5,0.966700616
S45,5,1.116573899
S46,5,1.092130644
S47,5,1.006974246
S48,5,1.012296095
S49,5,1.154284068
S50,5,1.037609947
S51,5,0.995244498
S52,5,1.128838902
S53,5,1.166088258
S54,5,0.924148618
S55,5,1.163371641
