subject_number,even_60s_norm_FromM4_ToM3,even_60s_norm_FromM4_ToM1,even_60s_norm_FromM4_ToM5,even_60s_norm_FromM4_ToM2,even_60s_norm_FromM3_ToM4,even_60s_norm_FromM3_ToM1,even_60s_norm_FromM3_ToM5,even_60s_norm_FromM3_ToM2,even_60s_norm_FromM1_ToM4,even_60s_norm_FromM1_ToM3,even_60s_norm_FromM1_ToM5,even_60s_norm_FromM1_ToM2,even_60s_norm_FromM4_ToM4,even_60s_norm_FromM4_ToM3,even_60s_norm_FromM4_ToM1,even_60s_norm_FromM4_ToM2,even_60s_norm_FromM2_ToM4,even_60s_norm_FromM2_ToM3,even_60s_norm_FromM2_ToM1,even_60s_norm_FromM2_ToM5,odd_60s_norm_FromM4_ToM3,odd_60s_norm_FromM4_ToM1,odd_60s_norm_FromM4_ToM5,odd_60s_norm_FromM4_ToM2,odd_60s_norm_FromM3_ToM4,odd_60s_norm_FromM3_ToM1,odd_60s_norm_FromM3_ToM5,odd_60s_norm_FromM3_ToM2,odd_60s_norm_FromM1_ToM4,odd_60s_norm_FromM1_ToM3,odd_60s_norm_FromM1_ToM5,odd_60s_norm_FromM1_ToM2,odd_60s_norm_FromM4_ToM4,odd_60s_norm_FromM4_ToM3,odd_60s_norm_FromM4_ToM1,odd_60s_norm_FromM4_ToM2,odd_60s_norm_FromM2_ToM4,odd_60s_norm_FromM2_ToM3,odd_60s_norm_FromM2_ToM1,odd_60s_norm_FromM2_ToM5
S31,1.279457868,0.597904152,0.893415033,1.34012255,0.770455596,1.303844429,1.120259355,0.730603927,0.676918677,0.827349564,0.962865452,1.412206001,1.170848754,1.166027771,0.924667872,0.81420758,0.390286691,1.378034497,0.858621535,0.888229183,1.365614714,0.707979482,1.064111766,0.276070434,1.090517141,0.954840858,1.34545183,0.949434319,0.405523741,1.027322661,0.910580534,1.090319777,1.157899429,1.408002788,0.496775931,0.91320865,1.211521915,1.104907003,1.48508843,0.502231489
S32,1.339330986,0.769484378,0.715483316,1.035751295,0.803338877,1.145459997,1.065077399,0.997154935,0.749382961,1.132075132,0.950345939,1.203771155,1.470254989,0.984674511,1.105922629,0.701365529,0.519806554,1.099363057,0.789520165,1.258480575,0.883722683,0.758618264,1.395346241,1.375000938,0.965096621,1.258821967,0.702595367,0.786762788,1.043104213,1.406976352,0.582195558,0.521556972,0.597675006,1.389941129,0.927424107,1.120637037,1.395830821,1.071219336,0.72198246,1.168602912
S33,0.78480968,1.068966015,0.762296582,1.332031335,1.078765193,1.030118447,0.979456427,1.073576807,0.738502834,1.402224514,0.799038567,0.900055014,1.040985804,1.001450049,1.005088769,0.910858082,0.664021865,1.159934676,0.755608544,1.306269236,1.451783371,1.051293792,0.821213589,0.677500655,0.602500377,1.18719044,0.67813729,1.377140378,0.981461452,0.997043516,1.520113466,0.581609418,1.225002297,0.915383915,0.909814772,1.130768728,1.045832471,0.896430057,0.793388322,1.267676499
S34,1.255030586,0.655403374,0.604989535,1.544881522,0.680034151,1.132260832,1.064516565,0.808754952,0.845045632,1.330498423,0.773076328,0.957143883,1.004154918,1.185759587,0.530771743,1.042577834,1.444022966,0.981764413,1.133334542,1.120883374,1.217022494,0.35020341,1.69481651,0.817143674,0.8847308,1.115207009,0.96376266,0.789939716,0.702857372,1.308509859,0.542329912,1.150510962,0.835554553,1.166668167,1.172336397,1.212300208,0.80000112,1.117022227,1.224491429,0.92592439
S35,1.160002456,0.659091718,1.3000018,0.859258472,0.924442589,1.122725332,1.210346628,0.818518155,1.058583106,0.980750677,0.615989231,1.212962199,0.773488305,1.228483816,0.593301732,1.208577123,0.829630791,1.317644129,1.060606061,0.72413853,1.179099039,1.41860341,0.915229557,0.92643661,1.078222522,0.511362965,1.14369424,0.946197066,0.555960789,1.345372416,1.413811966,0.32525487,0.772017309,1.101767274,0.922135816,1.129140685,1.242527896,1.135437627,0.910712958,0.861752603
S36,1.141204144,0.978749393,1.442603828,0.466070097,1.187501781,1.083001213,1.221430167,0.895712955,0.863334197,0.959260219,0.634286349,1.48000148,0.994897489,1.244647523,0.636733781,0.454808157,0.815477618,1.353088424,1.095998509,0.159764472,1.672168843,0.495454861,1.165543625,0.549017549,0.817792064,1.085066036,1.18512469,0.976928907,1.415114642,0.800116785,0.860455271,0.531974758,0.488235955,0.910976354,1.417068001,1.570272016,0.868044515,1.07976269,0.359920897,1.209570226
S37,1.329545455,0.472727273,1.508931009,0.464288964,0.621239636,1.233438304,1.025042968,1.118229184,1.350654335,1.128097098,0.67532558,0.900438287,0.880952381,1.103694286,0.925002943,0.991070658,1.238095238,1.181818182,0.709090909,0.928571429,1.348650876,1.019917361,1.098368061,0.726921727,0.856642088,1.193182862,1.284963132,0.69999804,0.822112753,1.17207763,0.73076746,1.140001064,1.018095154,0.893812788,0.945377928,1.164705565,1.046156421,1.271689369,0.680001166,0.836925137
S38,1.184325144,0.774650634,1.256834696,0.561319031,0.907864383,0.786815799,0.851044203,1.403409376,1.065146546,1.184325144,0.837887947,1.042453271,0.956485739,0.938774066,1.48786902,0.704080489,1.000295472,1.254805907,1.000295472,0.832272463,0.932486338,1.143787383,0.921378561,1.138179609,0.968246485,0.940076724,1.135921319,0.943327338,0.749510944,1.19651346,1.034481931,1.02231154,0.702831568,1.271589779,0.856322991,1.095587849,1.542736051,1.132884067,0.845844138,0.425855139
S39,1.23512208,0.578713842,1.186363658,1.259003191,1.043183395,0.905490624,1.084819898,1.170918342,0.609755,1.194451037,0.718640123,1.095071332,1.519485861,1.208416884,1.01916394,0.28425359,0.693504148,0.821080583,1.0632139,0.973033022,0.974129632,0.907281613,1.057626458,1.879768974,0.742195263,1.122804552,1.299245167,0.73684,0.74709474,1.01496323,0.944538557,0.68872224,1.158438836,1.249048525,0.818983232,0.593300965,1.588980358,0.616777127,0.919117647,0.937501339
S40,1.320167787,0.663579099,1.075975661,0.795524385,1.373202208,0.971290454,0.882642472,0.913614422,0.941967626,1.556033643,0.463001984,0.958496053,0.842199174,0.899375512,0.649853983,1.40232215,0.718694384,0.879415323,1.016689954,1.570024834,1.267928354,0.404760842,0.796251087,1.252832319,1.31920473,1.074694647,1.080570473,0.614112341,0.551586584,1.17228975,1.367215984,0.992858041,0.735624307,1.269011045,0.842626026,0.902811093,0.834465809,1.108431291,1.14999862,0.96955849
