subject_number,m1_s2_corr,m1_s2_gev,m1_s2_gfp,m1_s2_duration,m1_s2_coverage,m1_s2_occurrence,m4_s2_corr,m4_s2_gev,m4_s2_gfp,m4_s2_duration,m4_s2_coverage,m4_s2_occurrence,m3_s2_corr,m3_s2_gev,m3_s2_gfp,m3_s2_duration,m3_s2_coverage,m3_s2_occurrence,m2_s2_corr,m2_s2_gev,m2_s2_gfp,m2_s2_duration,m2_s2_coverage,m2_s2_occurrence,m5_s2_corr,m5_s2_gev,m5_s2_gfp,m5_s2_duration,m5_s2_coverage,m5_s2_occurrence
S11,0.648684,0.068916,1.842541,97.172097,17.3446,1.52177,0.610599,0.016303,1.459265,89.113555,7.558722,0.760885,0.724695,0.316109,2.235612,135.240426,37.389,2.202091,0.681739,0.176976,2.10126,112.272498,28.079347,1.960398,0.633926,0.02236,1.418432,85.116298,9.62833,0.984675
S12,0.598522,0.083232,1.354175,86.887454,18.602459,1.866657,0.623347,0.070528,1.255,97.370644,19.435855,1.715816,0.685282,0.238367,1.555906,107.747122,32.015989,2.498303,0.595253,0.043574,1.218131,88.418689,14.126254,1.395279,0.616776,0.065805,1.321125,89.750762,15.819443,1.517837
S13,0.627928,0.082268,1.156954,85.216695,18.517736,1.935529,0.637218,0.078971,1.119596,88.03411,18.869651,1.847551,0.692769,0.264863,1.355157,110.523717,33.449465,2.524986,0.587961,0.04068,1.069961,80.812068,11.479448,1.284488,0.611803,0.073079,1.142589,94.623858,17.683699,1.636402
S14,0.646248,0.058679,1.092857,76.828894,14.961066,1.756359,0.671046,0.084749,1.200739,81.700245,16.321163,1.790967,0.727971,0.271072,1.39563,105.084696,33.023014,2.664821,0.664661,0.085228,1.160309,80.599229,18.480706,2.041876,0.644292,0.077096,1.17803,81.650638,17.214051,1.860183
S15,0.638225,0.062503,1.299309,76.797228,13.450124,1.528832,0.673645,0.103912,1.308348,89.038317,20.259722,1.987482,0.738219,0.271422,1.479104,104.362786,33.202633,2.634987,0.652604,0.069241,1.190884,83.051439,17.899924,1.906543,0.669844,0.063625,1.206331,81.487616,15.187597,1.627756
S16,0.631474,0.073666,1.39716,90.407189,16.677682,1.597268,0.629959,0.055055,1.270972,97.539318,16.259088,1.441213,0.708931,0.262488,1.637999,127.477043,35.27943,2.294925,0.623295,0.082694,1.48148,101.290792,17.074245,1.432033,0.618906,0.050364,1.26315,98.229789,14.709554,1.266799
S17,0.648455,0.059473,1.280517,78.95564,12.692891,1.480221,0.648911,0.061161,1.289901,79.26531,13.49221,1.470969,0.727024,0.292104,1.488415,107.112126,36.561448,2.729157,0.666993,0.080409,1.172521,85.843877,20.504755,2.100063,0.656145,0.06819,1.240213,87.173867,16.748696,1.637494
S18,0.62064,0.035068,1.079209,84.174064,11.302905,1.226658,0.669585,0.12843,1.283201,106.294835,24.586113,1.976773,0.727298,0.300321,1.442018,124.395645,35.638392,2.338593,0.632088,0.055171,1.181369,83.785414,14.119807,1.517879,0.642375,0.056584,1.183227,88.911897,14.352783,1.394331
S19,0.64654,0.127147,1.373677,97.581963,24.527567,2.13214,0.640669,0.071783,1.333891,102.755651,15.344327,1.247434,0.711052,0.216258,1.443137,112.498579,31.060231,2.291387,0.617467,0.047406,1.273543,84.773691,12.435417,1.29167,0.640265,0.075142,1.322332,93.150594,16.632458,1.521693
S20,0.670081,0.049174,1.140169,85.329559,13.747221,1.424402,0.694676,0.113061,1.328319,93.457317,19.010561,1.71102,0.756279,0.276797,1.50816,114.645549,31.635631,2.240828,0.658182,0.056768,1.161971,88.306243,14.831156,1.4852,0.702423,0.125054,1.327059,97.076888,20.775431,1.806559
S21,0.605939,0.047406,1.179124,85.16285,14.470123,1.492123,0.622918,0.04411,1.220792,91.421908,13.554029,1.292595,0.741037,0.471897,1.709949,138.024992,47.515442,2.541814,0.598639,0.029877,1.13471,90.76133,11.628149,1.145118,0.618368,0.031268,1.061494,91.383758,12.832258,1.240544
S22,0.636119,0.061427,1.165571,82.197043,15.859094,1.698418,0.623253,0.077242,1.224154,90.655902,18.720345,1.806254,0.710153,0.315974,1.456636,118.572595,40.03954,2.785766,0.623193,0.06278,1.18985,78.926975,16.024443,1.815241,0.624345,0.03642,1.170255,83.049564,9.356578,1.015457
S23,0.626232,0.060072,1.243161,86.316002,14.660618,1.448264,0.634346,0.065544,1.232253,88.567618,16.325249,1.570407,0.703034,0.275151,1.50125,115.545726,33.488047,2.381783,0.626434,0.078129,1.210805,85.305944,19.452103,1.980457,0.609926,0.061924,1.185077,85.266239,16.073984,1.666376
S24,0.626666,0.045932,1.21392,88.117857,12.259111,1.215962,0.647501,0.12336,1.354163,103.515085,21.916799,1.787096,0.700223,0.245974,1.387118,119.618728,35.959321,2.570102,0.611383,0.05281,1.21749,88.05266,13.452964,1.363352,0.642647,0.06035,1.182908,96.707987,16.411806,1.492317
S25,0.638253,0.086286,1.238918,98.926552,18.435215,1.586683,0.662202,0.108415,1.388373,102.258107,18.873177,1.568125,0.690171,0.192376,1.372917,109.360222,30.653602,2.375385,0.616533,0.047952,1.181949,86.197395,13.346695,1.363991,0.640999,0.087991,1.291671,96.566402,18.691311,1.605241
S26,0.654074,0.084766,1.380979,86.757234,20.803413,2.107399,0.662685,0.180401,1.77333,101.367422,24.171783,1.899261,0.706877,0.147162,1.431595,102.38437,27.998057,2.298193,0.644026,0.071359,1.398462,87.264889,17.213029,1.699795,0.633847,0.050483,1.470049,87.683849,9.813716,0.971312
S27,0.63855,0.086138,1.153753,94.756593,19.557444,1.796778,0.652056,0.091542,1.233417,95.88504,17.525226,1.593202,0.718936,0.211728,1.292778,118.022043,29.148522,2.080014,0.634019,0.063564,1.159926,87.115358,14.908833,1.49584,0.66667,0.094731,1.185348,98.84197,18.859975,1.610905
S28,0.635876,0.048257,1.142372,83.648048,12.984447,1.400812,0.68813,0.155421,1.363623,115.662593,24.453145,1.679178,0.723037,0.204516,1.294495,115.647293,32.233038,2.280809,0.630961,0.048742,1.130725,81.57712,13.426242,1.463669,0.661676,0.101914,1.338927,103.18995,16.903128,1.409791
S29,0.623606,0.04421,1.11962,82.889608,12.800783,1.364018,0.623536,0.08332,1.290706,88.199491,17.31953,1.65256,0.691562,0.287034,1.397199,127.114036,40.004197,2.561905,0.604866,0.036429,1.113904,81.244609,11.170957,1.215375,0.637463,0.08765,1.249519,97.592657,18.704533,1.608842
S30,0.662231,0.077428,1.106466,86.364864,16.712664,1.729258,0.679779,0.095564,1.127395,94.992117,19.891703,1.790393,0.740234,0.302504,1.358037,107.36536,32.733624,2.436681,0.655531,0.060253,1.071844,86.326561,14.717904,1.510917,0.659251,0.064436,1.070825,84.776987,15.944105,1.650655
S31,0.646421,0.079169,1.156195,92.252457,16.715574,1.575916,0.661732,0.108982,1.170965,102.191311,21.653443,1.838568,0.709597,0.220941,1.278477,111.795954,30.572764,2.237076,0.633306,0.057181,1.098629,93.207852,13.926023,1.313263,0.645692,0.078902,1.154823,92.428834,17.132196,1.557802
S32,0.65547,0.082935,1.397666,85.507566,16.657331,1.662932,0.649375,0.060111,1.36141,85.979448,13.744574,1.38286,0.716993,0.205993,1.475366,107.352138,30.622462,2.398124,0.66773,0.157751,1.510551,88.028757,23.470102,2.196821,0.644293,0.047175,1.184662,87.431246,15.505531,1.487887
S33,0.597708,0.057982,1.361765,89.641664,13.257548,1.291799,0.619163,0.091321,1.36237,99.065759,20.761054,1.77161,0.674078,0.180855,1.427657,115.703256,31.368569,2.232967,0.609353,0.068632,1.401824,95.951204,14.656381,1.301026,0.617505,0.086342,1.352517,96.054158,19.956448,1.780837
S34,0.601645,0.040506,1.246444,89.331082,11.189523,1.091306,0.654851,0.093621,1.418459,107.664693,17.806475,1.382321,0.684919,0.226254,1.44552,125.41557,34.554383,2.255366,0.636076,0.09154,1.331215,107.065639,20.62932,1.609676,0.625831,0.069017,1.340405,103.147938,15.820298,1.27319
S35,0.622164,0.044982,1.231916,87.120924,12.46969,1.283697,0.674579,0.227139,1.553461,117.378109,30.723149,2.086008,0.698078,0.150866,1.410139,97.281392,25.581229,2.210812,0.631221,0.048993,1.258013,81.054811,12.751391,1.399586,0.625194,0.07457,1.310244,90.165213,18.47454,1.800742
S36,0.659799,0.115876,1.420661,102.645668,23.350054,1.943748,0.628144,0.018361,1.135469,78.200632,7.001075,0.797205,0.734838,0.345619,1.605456,135.788563,42.39699,2.517019,0.659917,0.09115,1.387006,99.014944,19.351487,1.648155,0.608437,0.019049,1.085987,82.663322,7.900394,0.850949
S37,0.636349,0.082332,1.175992,86.986998,19.391887,1.963625,0.624676,0.061111,1.208901,86.377494,14.089227,1.439992,0.712677,0.286269,1.443028,105.24523,34.503945,2.740348,0.629224,0.086411,1.167872,90.559058,20.334427,1.998534,0.622455,0.046452,1.167163,84.400095,11.680514,1.221811
S38,0.672268,0.087203,1.44546,90.797034,17.192809,1.654516,0.662447,0.053268,1.393277,87.328434,12.669875,1.274066,0.764352,0.367246,1.693313,125.776267,42.008777,2.610065,0.674547,0.08344,1.41724,96.42806,18.587203,1.698754,0.645215,0.02834,1.236468,89.940698,9.541336,0.946702
S39,0.67083,0.094802,1.132335,88.057137,20.9254,2.086652,0.640065,0.027136,1.057058,82.011757,8.13881,0.883147,0.756138,0.310987,1.368402,111.875718,36.832444,2.710051,0.671475,0.075934,1.164323,83.832209,16.211817,1.705687,0.683503,0.094098,1.186614,84.07221,17.891529,1.870195
S40,0.661593,0.098204,1.263881,93.132318,19.815779,1.85428,0.669546,0.119532,1.40706,100.502808,19.598441,1.681788,0.706744,0.240978,1.402278,119.096079,35.081243,2.4235,0.627103,0.054788,1.253787,78.740555,11.412012,1.293683,0.655815,0.058565,1.266314,84.026856,14.092524,1.492048
S41,0.659883,0.08279,1.282686,83.962867,17.093457,1.794589,0.65413,0.058816,1.317631,81.582171,12.845113,1.389081,0.738389,0.30584,1.525965,115.651364,35.539757,2.467559,0.648456,0.091724,1.303339,90.41623,19.088211,1.854983,0.656819,0.05849,1.198232,88.301425,15.433462,1.553009
S42,0.609121,0.046147,1.087131,83.780955,12.733904,1.33781,0.648092,0.057119,1.15401,80.20615,13.326971,1.465626,0.711605,0.355882,1.385784,121.123787,40.137701,2.752309,0.628451,0.061075,1.095049,81.550977,16.234364,1.763864,0.646972,0.075586,1.15362,89.060133,17.567061,1.738301
S43,0.619403,0.052175,1.123545,86.460958,12.889344,1.314891,0.678708,0.081688,1.219969,89.52868,16.08265,1.571038,0.743211,0.290697,1.377681,108.729597,34.696038,2.689549,0.635361,0.069903,1.160184,85.650811,15.645492,1.579577,0.672511,0.106655,1.182471,90.674385,20.686475,1.989413
S44,0.583054,0.043151,1.119656,91.778803,13.007834,1.238841,0.607713,0.065559,1.183499,96.484265,17.208963,1.56677,0.689287,0.263604,1.409559,103.605872,32.953179,2.577883,0.575457,0.064454,1.196663,89.257496,17.179814,1.685189,0.613901,0.08336,1.201659,93.93383,19.65021,1.803607
S45,0.641707,0.085942,1.23833,90.05356,19.309149,1.833719,0.6362,0.072111,1.285614,85.601602,15.93077,1.625958,0.697538,0.200318,1.366629,104.98084,30.698078,2.5383,0.634713,0.071478,1.287069,84.67215,15.200896,1.589825,0.641998,0.087353,1.284001,87.713933,18.861107,1.905984
S46,0.629861,0.058055,1.157408,77.885283,13.814872,1.604353,0.641482,0.073093,1.160957,86.182665,16.925921,1.665388,0.706617,0.257236,1.33524,109.226424,34.479632,2.737863,0.625137,0.093353,1.215498,87.84804,18.861607,1.883371,0.62127,0.064291,1.142627,81.037358,15.917969,1.717704
S47,0.571468,0.044819,1.198315,81.855464,13.084181,1.40056,0.596403,0.067162,1.184815,94.445579,17.919799,1.686201,0.692882,0.252455,1.403308,110.085663,33.937786,2.543123,0.584994,0.053946,1.208291,80.588917,13.644405,1.492702,0.620249,0.082454,1.164836,94.721375,21.413829,1.962627
S48,0.597847,0.047911,1.168008,89.142274,12.312206,1.23723,0.62246,0.10683,1.246959,99.378635,22.496377,1.953056,0.685909,0.264459,1.404978,113.95661,33.550143,2.465623,0.60716,0.053631,1.12805,85.76804,15.097741,1.57305,0.605714,0.056702,1.110087,93.125837,16.543533,1.546538
S49,0.646249,0.052038,1.215812,94.622895,13.792979,1.267803,0.680115,0.137168,1.474323,101.424349,21.450151,1.807294,0.727139,0.233803,1.51159,117.18825,27.564379,1.969141,0.651308,0.102001,1.323455,98.365946,21.309883,1.84326,0.64974,0.043912,1.100184,94.648558,15.882607,1.447633
S50,0.640304,0.058108,1.126991,82.928713,15.222621,1.603849,0.658324,0.108915,1.288343,94.169438,17.963111,1.621282,0.708563,0.256555,1.397318,108.585464,32.279209,2.449357,0.631866,0.058961,1.118803,88.230128,15.484118,1.55155,0.638616,0.082028,1.170911,93.547026,19.05094,1.734598
S51,0.638696,0.049775,1.117758,76.919408,12.226075,1.421013,0.635096,0.063558,1.147851,88.978362,14.603368,1.456762,0.712096,0.265239,1.337696,107.965519,34.937261,2.73478,0.631324,0.055648,1.084049,78.975944,14.088585,1.599757,0.664032,0.112738,1.120056,99.588134,24.144711,2.046616
S52,0.626212,0.049276,1.112367,85.297759,12.985064,1.339956,0.659566,0.132411,1.326189,94.59027,20.363753,1.786608,0.706555,0.244652,1.315578,116.712892,35.128278,2.563782,0.613761,0.039617,1.043459,86.083456,12.774244,1.339956,0.652965,0.083942,1.187738,94.000458,18.74866,1.724076
S53,0.638563,0.100446,1.398594,104.729195,22.001657,1.7383,0.662242,0.156202,1.686666,107.401298,20.380445,1.540152,0.695176,0.128602,1.41071,107.259689,25.060345,1.999496,0.638668,0.081368,1.366554,99.645191,20.272364,1.68426,0.613297,0.053865,1.420828,93.483656,12.285189,1.080808
S54,0.615944,0.03849,1.139445,81.885795,10.833523,1.163979,0.65835,0.136703,1.392763,107.376087,23.19252,1.788553,0.705931,0.196737,1.298708,115.899977,31.978197,2.271179,0.620343,0.045674,1.161911,82.413195,12.275721,1.305928,0.652763,0.098475,1.230383,101.446116,21.720039,1.798017
S55,0.624669,0.05096,1.166241,85.315452,13.67684,1.409336,0.656913,0.104911,1.23485,108.7284,22.362657,1.714542,0.706446,0.191325,1.3211,120.918434,31.177738,2.154399,0.630566,0.123812,1.399067,95.250951,19.371634,1.678636,0.626305,0.050908,1.224387,94.558222,13.411131,1.220826
