subject_number,even_120s_m2_cor,even_120s_m2_gev,even_120s_m2_gfp,even_120s_m2_duration,even_120s_m2_coverage,even_120s_m2_occurrence,even_120s_m5_cor,even_120s_m5_gev,even_120s_m5_gfp,even_120s_m5_duration,even_120s_m5_coverage,even_120s_m5_occurrence,even_120s_m3_cor,even_120s_m3_gev,even_120s_m3_gfp,even_120s_m3_duration,even_120s_m3_coverage,even_120s_m3_occurrence,even_120s_m1_cor,even_120s_m1_gev,even_120s_m1_gfp,even_120s_m1_duration,even_120s_m1_coverage,even_120s_m1_occurrence,even_120s_m4_cor,even_120s_m4_gev,even_120s_m4_gfp,even_120s_m4_duration,even_120s_m4_coverage,even_120s_m4_occurrence,odd_120s_m2_cor,odd_120s_m2_gev,odd_120s_m2_gfp,odd_120s_m2_duration,odd_120s_m2_coverage,odd_120s_m2_occurrence,odd_120s_m5_cor,odd_120s_m5_gev,odd_120s_m5_gfp,odd_120s_m5_duration,odd_120s_m5_coverage,odd_120s_m5_occurrence,odd_120s_m3_cor,odd_120s_m3_gev,odd_120s_m3_gfp,odd_120s_m3_duration,odd_120s_m3_coverage,odd_120s_m3_occurrence,odd_120s_m1_cor,odd_120s_m1_gev,odd_120s_m1_gfp,odd_120s_m1_duration,odd_120s_m1_coverage,odd_120s_m1_occurrence,odd_120s_m4_cor,odd_120s_m4_gev,odd_120s_m4_gfp,odd_120s_m4_duration,odd_120s_m4_coverage,odd_120s_m4_occurrence
S21,0.664789,0.077374,1.158873,79.218814,16.264683,1.841941,0.666947,0.053106,1.112874,71.64269,12.427886,1.563912,0.730256,0.266566,1.361,102.382032,31.486759,2.623897,0.665552,0.108116,1.172512,83.368722,22.457774,2.293737,0.651587,0.07583,1.152565,80.725481,17.362897,1.876694,0.666813,0.104179,1.168966,84.432948,18.727247,1.925231,0.62962,0.027196,0.994966,72.408655,8.450014,1.067628,0.720594,0.293124,1.281626,103.893984,38.763652,3.010361,0.659582,0.103258,1.154319,83.898919,21.121535,2.17026,0.629286,0.049811,1.10139,78.046786,12.937553,1.487679
S22,0.677898,0.067224,1.136499,70.677365,14.762525,1.900521,0.70033,0.06885,1.191476,83.003239,13.176948,1.411816,0.744603,0.313003,1.349981,100.417964,38.669273,3.058934,0.647194,0.057978,1.101456,73.297303,15.508254,1.900521,0.686045,0.093057,1.204354,95.293009,17.883,1.556617,0.667624,0.054604,1.07072,82.920625,13.360466,1.385868,0.686867,0.071069,1.126933,86.992078,14.300751,1.438496,0.751827,0.278805,1.313878,111.108842,35.5554,2.596309,0.670648,0.065859,1.083034,80.581888,15.100695,1.66655,0.707653,0.124722,1.214873,103.785436,21.682689,1.719178
S23,0.632482,0.03505,1.127472,71.022004,8.98652,1.158976,0.678787,0.116072,1.21361,96.707352,22.302261,1.997004,0.719669,0.299992,1.352658,106.734046,38.984381,2.959846,0.647215,0.056023,1.10527,75.20356,14.257186,1.693888,0.645982,0.076115,1.192693,76.277661,15.469653,1.711718,0.662776,0.056709,1.120159,71.500611,13.099657,1.659766,0.678514,0.087022,1.183602,79.737366,16.968875,1.909623,0.732177,0.319533,1.370044,105.873497,38.021131,3.016134,0.646918,0.061363,1.085014,80.10215,15.691034,1.713307,0.63772,0.061923,1.109994,80.998473,16.219303,1.784694
S24,0.698306,0.081888,1.126605,79.156153,15.5402,1.709494,0.693351,0.087649,1.140734,78.419119,16.929389,1.907435,0.720171,0.240276,1.260614,106.897006,31.836176,2.555244,0.644263,0.065723,1.101163,74.232448,15.129922,1.817462,0.696245,0.107585,1.141477,87.131548,20.564313,1.943425,0.68857,0.070167,1.116725,76.32606,14.288767,1.709523,0.711782,0.115417,1.203274,90.739708,19.367476,1.816369,0.7401,0.232484,1.306168,95.664953,28.9693,2.5999,0.660449,0.083996,1.120898,76.501058,18.206425,2.030059,0.664527,0.085458,1.108854,84.853025,19.168032,1.994444
S25,0.667155,0.065796,1.139473,85.028441,14.894895,1.576577,0.669348,0.107418,1.206124,89.557994,20.382883,1.970721,0.70837,0.175955,1.25993,98.070419,26.936937,2.327327,0.666637,0.086994,1.180936,85.136577,17.575075,1.801802,0.671863,0.09989,1.172097,94.420329,20.21021,1.820571,0.673111,0.051724,1.136424,77.912102,11.369565,1.304348,0.695917,0.095102,1.146495,87.603153,19.028986,1.902174,0.742382,0.247449,1.300914,107.387348,32.217391,2.536232,0.673245,0.080516,1.160353,91.556526,16.463768,1.557971,0.697991,0.1089,1.15566,94.912813,20.92029,1.938406
S26,0.690462,0.090713,1.131164,76.261843,17.114677,1.996944,0.692035,0.103087,1.181461,81.503847,18.281586,1.979579,0.736595,0.279069,1.300316,99.886567,34.139057,2.969369,0.656811,0.087513,1.064732,79.320654,19.538793,2.187956,0.663534,0.045419,1.074495,71.804584,10.925887,1.354449,0.686244,0.10724,1.199113,88.008057,19.218761,1.890654,0.696789,0.080354,1.132037,80.780915,16.332478,1.769236,0.731094,0.29392,1.332268,96.323166,35.502671,3.070145,0.655097,0.060884,1.071854,71.81762,15.59703,1.977382,0.659231,0.056965,1.124966,74.075544,13.34906,1.630472
S27,0.621218,0.054422,1.097472,70.513074,13.069337,1.580968,0.664306,0.090769,1.129093,94.992117,19.445908,1.788,0.726066,0.271887,1.288763,111.748466,35.714823,2.616126,0.640826,0.052086,1.105904,81.636702,12.866069,1.355116,0.641905,0.076965,1.118044,92.421319,18.903862,1.788,0.641613,0.051933,0.941122,84.517054,14.01732,1.431088,0.673739,0.101747,1.055611,91.347777,20.204022,1.908117,0.728927,0.26014,1.173048,112.348637,34.037869,2.49523,0.62784,0.056366,1.001092,76.362312,13.738441,1.577866,0.666802,0.087265,1.043294,88.507595,18.002348,1.724644
S28,0.691055,0.075368,1.177315,79.493404,14.772566,1.665013,0.657755,0.050183,1.090484,84.458302,12.668273,1.328468,0.76786,0.375684,1.380676,118.433036,42.510982,2.940343,0.695237,0.128874,1.176328,89.177941,23.877002,2.231827,0.66792,0.019228,1.023916,73.379491,6.171178,0.761655,0.719895,0.128808,1.307629,84.551818,20.32474,2.065233,0.656062,0.034495,1.130607,79.816992,9.250819,1.05042,0.749345,0.299873,1.355364,109.33483,37.907705,2.902008,0.691651,0.126869,1.222107,87.326374,23.643356,2.296681,0.636183,0.026035,1.034618,71.446085,8.87338,1.157243
S29,0.67613,0.122385,1.176835,91.645066,22.629095,2.181376,0.64387,0.044581,1.091078,77.410519,11.400372,1.30525,0.731923,0.304023,1.368927,100.97162,35.309684,3.039622,0.662532,0.08562,1.135956,76.753328,18.43084,2.145616,0.641837,0.045905,1.074065,76.374745,12.23001,1.41253,0.679115,0.107799,1.127343,82.280326,21.162198,2.274764,0.686695,0.063313,1.115305,77.791287,13.607224,1.550975,0.745146,0.269227,1.347937,94.042176,31.405528,2.843455,0.677477,0.107013,1.109548,82.002239,21.8722,2.291997,0.667124,0.056208,1.15546,74.535939,11.95285,1.430344
S30,0.69595,0.08882,1.178476,82.760127,19.64588,2.080982,0.713588,0.049507,1.258881,79.088847,9.509029,1.058126,0.775346,0.382502,1.467294,112.281293,43.862867,3.033296,0.695715,0.094708,1.285518,77.485554,17.374436,1.869357,0.677895,0.0316,1.073085,72.125195,9.607788,1.19921,0.710999,0.099466,1.273662,87.360197,18.318722,1.802885,0.702882,0.080108,1.249575,80.821403,15.872455,1.732183,0.775767,0.366058,1.470175,113.583429,40.61793,2.88108,0.691346,0.066913,1.204747,83.921232,14.663462,1.537755,0.666718,0.034353,1.089845,73.048857,10.527432,1.2903
S31,0.702519,0.093698,1.128664,78.051054,18.872138,2.076354,0.742093,0.09762,1.20932,77.675912,16.073423,1.779732,0.762956,0.338381,1.349349,109.702312,39.286711,2.931323,0.688604,0.086391,1.116719,78.405925,18.544109,2.041457,0.650969,0.02182,1.002958,67.466752,7.223618,0.977108,0.714646,0.113069,1.258263,79.909628,17.811828,1.889343,0.697228,0.096187,1.183846,81.774691,17.472093,1.87201,0.771081,0.291833,1.380624,99.609578,33.599113,2.808015,0.686173,0.109893,1.11271,92.480998,24.530264,2.253345,0.641572,0.02198,1.034689,71.112223,6.586702,0.849338
S32,0.65217,0.045645,1.139502,67.796974,11.632139,1.574748,0.681689,0.07249,1.206305,75.215961,15.432531,1.802212,0.750814,0.299102,1.379739,103.265637,36.667133,2.887038,0.694804,0.09605,1.212368,82.654781,19.253919,1.994681,0.67645,0.083653,1.217121,88.416523,17.014278,1.662234,0.672593,0.052414,1.138566,76.657013,11.19518,1.313577,0.692671,0.07784,1.160848,80.580857,16.092196,1.821494,0.740236,0.316061,1.333098,107.630176,39.939751,3.047499,0.681346,0.092298,1.193966,80.935814,17.472327,1.891551,0.662481,0.063397,1.113568,81.232014,15.300546,1.628836
S33,0.702014,0.095129,1.169428,78.186838,16.401176,1.845901,0.703373,0.087,1.160289,81.282687,16.715663,1.794626,0.772286,0.308194,1.327885,104.206344,34.24489,2.785944,0.679955,0.098781,1.090459,77.648922,20.202365,2.307377,0.691328,0.054967,1.111666,78.262775,12.435906,1.435701,0.69481,0.084799,1.099419,79.358069,17.50754,1.987935,0.710963,0.126121,1.199184,81.394737,20.605978,2.244996,0.765403,0.313189,1.346317,104.237054,33.72635,2.656293,0.692788,0.079868,1.078155,74.509124,17.157938,2.09076,0.676556,0.042127,1.057147,70.917853,11.002194,1.37099
S34,0.685175,0.095136,1.122058,80.322236,18.329273,2.053603,0.677114,0.080886,1.115507,78.918487,16.449704,1.844762,0.722884,0.305686,1.3179,99.537056,37.034459,3.028194,0.633726,0.06899,1.080066,80.382111,16.902193,1.862165,0.646359,0.04482,1.059558,74.633362,11.284372,1.357466,0.675197,0.08424,1.136203,79.326353,17.136997,1.962656,0.684071,0.082498,1.186238,75.897886,15.906358,1.856567,0.726338,0.308136,1.341172,100.473943,37.463753,3.253413,0.633432,0.0686,1.098543,78.034625,17.073343,1.944975,0.655886,0.051375,1.117844,76.046011,12.419549,1.485254
S35,0.68307,0.051883,1.134365,72.501272,11.71744,1.432364,0.713838,0.131158,1.25654,96.727496,22.295975,2.026272,0.771567,0.369101,1.42815,118.545207,41.301006,2.882197,0.627056,0.031962,1.116397,70.858751,8.601174,1.117943,0.674856,0.066612,1.163615,78.912711,16.084405,1.764254,0.698578,0.080909,1.202695,78.278213,14.208521,1.627988,0.710399,0.10664,1.1597,81.919748,20.568064,2.11292,0.753041,0.348784,1.417654,113.698977,38.787669,2.805681,0.633579,0.045139,1.088595,70.915782,12.587461,1.610669,0.675943,0.059202,1.112166,77.130997,13.848285,1.558711
S36,0.652156,0.060058,1.069764,79.150339,13.880676,1.55409,0.642489,0.09242,1.121827,84.099191,18.808278,1.952089,0.696155,0.224033,1.251049,101.873269,31.005989,2.558563,0.623088,0.081123,1.088296,88.430593,18.520203,1.838375,0.627262,0.074676,1.102833,89.523054,17.784853,1.743613,0.630351,0.049559,1.142596,77.269665,11.222343,1.305767,0.676342,0.106744,1.163996,89.079616,21.646717,2.049329,0.721283,0.280254,1.323605,101.248629,35.509612,2.847298,0.616856,0.042097,1.056162,70.490788,11.650345,1.559666,0.63879,0.0822,1.119812,90.689205,19.970983,1.904244
